# Source: NUDEC_BSM repo, https://doi.org/10.1088/1475-7516/2020/05/048
# T (MeV)           dP2_int/dT2 (e^2)    dP2_int/dT2 (e^3)    
9.522183E+00        -1.731025E+00        1.542864E-01        
9.513629E+00        -1.727913E+00        1.540093E-01        
9.505083E+00        -1.724808E+00        1.537327E-01        
9.496544E+00        -1.721707E+00        1.534566E-01        
9.488013E+00        -1.718613E+00        1.531810E-01        
9.479490E+00        -1.715524E+00        1.529059E-01        
9.470974E+00        -1.712440E+00        1.526313E-01        
9.462467E+00        -1.709362E+00        1.523571E-01        
9.453966E+00        -1.706290E+00        1.520835E-01        
9.445474E+00        -1.703223E+00        1.518103E-01        
9.436989E+00        -1.700162E+00        1.515377E-01        
9.428511E+00        -1.697106E+00        1.512655E-01        
9.420041E+00        -1.694055E+00        1.509938E-01        
9.411579E+00        -1.691010E+00        1.507227E-01        
9.403125E+00        -1.687971E+00        1.504520E-01        
9.394678E+00        -1.684937E+00        1.501817E-01        
9.386238E+00        -1.681908E+00        1.499120E-01        
9.377807E+00        -1.678885E+00        1.496428E-01        
9.369382E+00        -1.675867E+00        1.493740E-01        
9.360966E+00        -1.672855E+00        1.491057E-01        
9.352556E+00        -1.669848E+00        1.488379E-01        
9.344155E+00        -1.666847E+00        1.485706E-01        
9.335761E+00        -1.663851E+00        1.483038E-01        
9.327374E+00        -1.660860E+00        1.480374E-01        
9.318996E+00        -1.657875E+00        1.477715E-01        
9.310624E+00        -1.654895E+00        1.475061E-01        
9.302260E+00        -1.651920E+00        1.472412E-01        
9.293904E+00        -1.648951E+00        1.469768E-01        
9.285555E+00        -1.645987E+00        1.467128E-01        
9.277214E+00        -1.643028E+00        1.464493E-01        
9.268880E+00        -1.640075E+00        1.461863E-01        
9.260553E+00        -1.637127E+00        1.459237E-01        
9.252235E+00        -1.634184E+00        1.456616E-01        
9.243923E+00        -1.631247E+00        1.454000E-01        
9.235619E+00        -1.628315E+00        1.451389E-01        
9.227323E+00        -1.625388E+00        1.448782E-01        
9.219034E+00        -1.622466E+00        1.446180E-01        
9.210752E+00        -1.619550E+00        1.443582E-01        
9.202478E+00        -1.616639E+00        1.440990E-01        
9.194211E+00        -1.613733E+00        1.438402E-01        
9.185952E+00        -1.610832E+00        1.435818E-01        
9.177700E+00        -1.607937E+00        1.433239E-01        
9.169455E+00        -1.605046E+00        1.430665E-01        
9.161218E+00        -1.602161E+00        1.428096E-01        
9.152989E+00        -1.599281E+00        1.425531E-01        
9.144766E+00        -1.596407E+00        1.422970E-01        
9.136551E+00        -1.593537E+00        1.420415E-01        
9.128344E+00        -1.590673E+00        1.417864E-01        
9.120144E+00        -1.587814E+00        1.415317E-01        
9.111951E+00        -1.584959E+00        1.412775E-01        
9.103766E+00        -1.582110E+00        1.410238E-01        
9.095588E+00        -1.579266E+00        1.407705E-01        
9.087417E+00        -1.576428E+00        1.405177E-01        
9.079254E+00        -1.573594E+00        1.402653E-01        
9.071097E+00        -1.570765E+00        1.400134E-01        
9.062949E+00        -1.567942E+00        1.397619E-01        
9.054807E+00        -1.565123E+00        1.395109E-01        
9.046673E+00        -1.562310E+00        1.392603E-01        
9.038547E+00        -1.559502E+00        1.390102E-01        
9.030427E+00        -1.556698E+00        1.387605E-01        
9.022315E+00        -1.553900E+00        1.385113E-01        
9.014210E+00        -1.551107E+00        1.382625E-01        
9.006112E+00        -1.548319E+00        1.380142E-01        
8.998022E+00        -1.545536E+00        1.377663E-01        
8.989939E+00        -1.542757E+00        1.375189E-01        
8.981863E+00        -1.539984E+00        1.372719E-01        
8.973795E+00        -1.537216E+00        1.370254E-01        
8.965733E+00        -1.534453E+00        1.367793E-01        
8.957679E+00        -1.531694E+00        1.365336E-01        
8.949632E+00        -1.528941E+00        1.362884E-01        
8.941593E+00        -1.526193E+00        1.360436E-01        
8.933560E+00        -1.523449E+00        1.357992E-01        
8.925535E+00        -1.520711E+00        1.355553E-01        
8.917517E+00        -1.517977E+00        1.353119E-01        
8.909507E+00        -1.515248E+00        1.350689E-01        
8.901503E+00        -1.512525E+00        1.348263E-01        
8.893507E+00        -1.509806E+00        1.345841E-01        
8.885518E+00        -1.507092E+00        1.343424E-01        
8.877536E+00        -1.504382E+00        1.341011E-01        
8.869561E+00        -1.501678E+00        1.338603E-01        
8.861593E+00        -1.498979E+00        1.336198E-01        
8.853633E+00        -1.496284E+00        1.333798E-01        
8.845679E+00        -1.493594E+00        1.331403E-01        
8.837733E+00        -1.490909E+00        1.329012E-01        
8.829794E+00        -1.488229E+00        1.326625E-01        
8.821862E+00        -1.485554E+00        1.324242E-01        
8.813937E+00        -1.482884E+00        1.321864E-01        
8.806019E+00        -1.480218E+00        1.319489E-01        
8.798109E+00        -1.477557E+00        1.317119E-01        
8.790205E+00        -1.474901E+00        1.314754E-01        
8.782309E+00        -1.472250E+00        1.312393E-01        
8.774420E+00        -1.469603E+00        1.310035E-01        
8.766537E+00        -1.466961E+00        1.307682E-01        
8.758662E+00        -1.464324E+00        1.305334E-01        
8.750794E+00        -1.461692E+00        1.302989E-01        
8.742933E+00        -1.459064E+00        1.300649E-01        
8.735079E+00        -1.456441E+00        1.298313E-01        
8.727233E+00        -1.453823E+00        1.295981E-01        
8.719393E+00        -1.451210E+00        1.293654E-01        
8.711560E+00        -1.448601E+00        1.291330E-01        
8.703734E+00        -1.445997E+00        1.289011E-01        
8.695916E+00        -1.443397E+00        1.286696E-01        
8.688104E+00        -1.440803E+00        1.284385E-01        
8.680299E+00        -1.438212E+00        1.282078E-01        
8.672502E+00        -1.435627E+00        1.279775E-01        
8.664711E+00        -1.433046E+00        1.277477E-01        
8.656927E+00        -1.430470E+00        1.275182E-01        
8.649151E+00        -1.427898E+00        1.272892E-01        
8.641381E+00        -1.425332E+00        1.270606E-01        
8.633618E+00        -1.422769E+00        1.268324E-01        
8.625862E+00        -1.420212E+00        1.266046E-01        
8.618114E+00        -1.417658E+00        1.263772E-01        
8.610372E+00        -1.415110E+00        1.261502E-01        
8.602637E+00        -1.412566E+00        1.259236E-01        
8.594909E+00        -1.410027E+00        1.256974E-01        
8.587188E+00        -1.407492E+00        1.254717E-01        
8.579474E+00        -1.404961E+00        1.252463E-01        
8.571767E+00        -1.402436E+00        1.250214E-01        
8.564067E+00        -1.399915E+00        1.247968E-01        
8.556374E+00        -1.397398E+00        1.245727E-01        
8.548687E+00        -1.394886E+00        1.243489E-01        
8.541008E+00        -1.392378E+00        1.241256E-01        
8.533336E+00        -1.389875E+00        1.239027E-01        
8.525670E+00        -1.387376E+00        1.236801E-01        
8.518011E+00        -1.384882E+00        1.234580E-01        
8.510359E+00        -1.382393E+00        1.232363E-01        
8.502714E+00        -1.379907E+00        1.230149E-01        
8.495076E+00        -1.377427E+00        1.227940E-01        
8.487445E+00        -1.374950E+00        1.225734E-01        
8.479821E+00        -1.372478E+00        1.223533E-01        
8.472203E+00        -1.370011E+00        1.221335E-01        
8.464592E+00        -1.367548E+00        1.219142E-01        
8.456988E+00        -1.365090E+00        1.216952E-01        
8.449391E+00        -1.362635E+00        1.214766E-01        
8.441801E+00        -1.360186E+00        1.212584E-01        
8.434218E+00        -1.357740E+00        1.210406E-01        
8.426641E+00        -1.355300E+00        1.208232E-01        
8.419071E+00        -1.352863E+00        1.206062E-01        
8.411508E+00        -1.350431E+00        1.203896E-01        
8.403952E+00        -1.348003E+00        1.201734E-01        
8.396403E+00        -1.345580E+00        1.199576E-01        
8.388860E+00        -1.343161E+00        1.197421E-01        
8.381324E+00        -1.340746E+00        1.195270E-01        
8.373795E+00        -1.338335E+00        1.193124E-01        
8.366273E+00        -1.335929E+00        1.190981E-01        
8.358757E+00        -1.333528E+00        1.188841E-01        
8.351248E+00        -1.331130E+00        1.186706E-01        
8.343746E+00        -1.328737E+00        1.184575E-01        
8.336251E+00        -1.326348E+00        1.182447E-01        
8.328763E+00        -1.323964E+00        1.180323E-01        
8.321281E+00        -1.321583E+00        1.178203E-01        
8.313806E+00        -1.319207E+00        1.176087E-01        
8.306337E+00        -1.316836E+00        1.173975E-01        
8.298875E+00        -1.314468E+00        1.171866E-01        
8.291420E+00        -1.312105E+00        1.169762E-01        
8.283972E+00        -1.309746E+00        1.167661E-01        
8.276530E+00        -1.307391E+00        1.165563E-01        
8.269095E+00        -1.305041E+00        1.163470E-01        
8.261667E+00        -1.302695E+00        1.161380E-01        
8.254246E+00        -1.300353E+00        1.159294E-01        
8.246831E+00        -1.298015E+00        1.157212E-01        
8.239422E+00        -1.295681E+00        1.155134E-01        
8.232021E+00        -1.293352E+00        1.153059E-01        
8.224626E+00        -1.291026E+00        1.150988E-01        
8.217238E+00        -1.288705E+00        1.148921E-01        
8.209856E+00        -1.286388E+00        1.146857E-01        
8.202481E+00        -1.284076E+00        1.144797E-01        
8.195112E+00        -1.281767E+00        1.142741E-01        
8.187751E+00        -1.279463E+00        1.140689E-01        
8.180395E+00        -1.277162E+00        1.138640E-01        
8.173047E+00        -1.274866E+00        1.136595E-01        
8.165705E+00        -1.272574E+00        1.134553E-01        
8.158370E+00        -1.270286E+00        1.132516E-01        
8.151041E+00        -1.268002E+00        1.130482E-01        
8.143719E+00        -1.265722E+00        1.128451E-01        
8.136403E+00        -1.263447E+00        1.126424E-01        
8.129094E+00        -1.261175E+00        1.124401E-01        
8.121791E+00        -1.258908E+00        1.122382E-01        
8.114495E+00        -1.256644E+00        1.120366E-01        
8.107206E+00        -1.254385E+00        1.118353E-01        
8.099923E+00        -1.252130E+00        1.116345E-01        
8.092647E+00        -1.249878E+00        1.114340E-01        
8.085377E+00        -1.247631E+00        1.112338E-01        
8.078114E+00        -1.245388E+00        1.110340E-01        
8.070857E+00        -1.243149E+00        1.108346E-01        
8.063607E+00        -1.240914E+00        1.106355E-01        
8.056363E+00        -1.238683E+00        1.104368E-01        
8.049126E+00        -1.236456E+00        1.102385E-01        
8.041896E+00        -1.234233E+00        1.100405E-01        
8.034671E+00        -1.232013E+00        1.098428E-01        
8.027454E+00        -1.229798E+00        1.096455E-01        
8.020243E+00        -1.227587E+00        1.094486E-01        
8.013038E+00        -1.225380E+00        1.092520E-01        
8.005840E+00        -1.223177E+00        1.090558E-01        
7.998648E+00        -1.220978E+00        1.088599E-01        
7.991462E+00        -1.218782E+00        1.086644E-01        
7.984284E+00        -1.216591E+00        1.084692E-01        
7.977111E+00        -1.214404E+00        1.082744E-01        
7.969945E+00        -1.212220E+00        1.080799E-01        
7.962786E+00        -1.210041E+00        1.078858E-01        
7.955633E+00        -1.207865E+00        1.076920E-01        
7.948486E+00        -1.205693E+00        1.074986E-01        
7.941346E+00        -1.203525E+00        1.073055E-01        
7.934212E+00        -1.201361E+00        1.071128E-01        
7.927084E+00        -1.199201E+00        1.069204E-01        
7.919963E+00        -1.197045E+00        1.067284E-01        
7.912849E+00        -1.194893E+00        1.065367E-01        
7.905741E+00        -1.192744E+00        1.063453E-01        
7.898639E+00        -1.190600E+00        1.061543E-01        
7.891543E+00        -1.188459E+00        1.059636E-01        
7.884454E+00        -1.186322E+00        1.057733E-01        
7.877371E+00        -1.184189E+00        1.055833E-01        
7.870295E+00        -1.182060E+00        1.053937E-01        
7.863225E+00        -1.179935E+00        1.052044E-01        
7.856161E+00        -1.177813E+00        1.050154E-01        
7.849104E+00        -1.175695E+00        1.048268E-01        
7.842053E+00        -1.173581E+00        1.046385E-01        
7.835008E+00        -1.171471E+00        1.044506E-01        
7.827970E+00        -1.169365E+00        1.042630E-01        
7.820938E+00        -1.167262E+00        1.040757E-01        
7.813912E+00        -1.165163E+00        1.038888E-01        
7.806893E+00        -1.163068E+00        1.037022E-01        
7.799880E+00        -1.160977E+00        1.035159E-01        
7.792873E+00        -1.158889E+00        1.033300E-01        
7.785873E+00        -1.156806E+00        1.031444E-01        
7.778879E+00        -1.154726E+00        1.029592E-01        
7.771891E+00        -1.152649E+00        1.027742E-01        
7.764909E+00        -1.150577E+00        1.025896E-01        
7.757934E+00        -1.148508E+00        1.024054E-01        
7.750965E+00        -1.146443E+00        1.022214E-01        
7.744002E+00        -1.144381E+00        1.020378E-01        
7.737045E+00        -1.142324E+00        1.018546E-01        
7.730095E+00        -1.140270E+00        1.016716E-01        
7.723151E+00        -1.138219E+00        1.014890E-01        
7.716213E+00        -1.136173E+00        1.013067E-01        
7.709282E+00        -1.134130E+00        1.011248E-01        
7.702356E+00        -1.132090E+00        1.009431E-01        
7.695437E+00        -1.130055E+00        1.007618E-01        
7.688524E+00        -1.128023E+00        1.005808E-01        
7.681617E+00        -1.125994E+00        1.004002E-01        
7.674717E+00        -1.123970E+00        1.002199E-01        
7.667823E+00        -1.121949E+00        1.000398E-01        
7.660934E+00        -1.119931E+00        9.986016E-02        
7.654052E+00        -1.117918E+00        9.968080E-02        
7.647177E+00        -1.115907E+00        9.950176E-02        
7.640307E+00        -1.113901E+00        9.932304E-02        
7.633444E+00        -1.111898E+00        9.914464E-02        
7.626586E+00        -1.109898E+00        9.896657E-02        
7.619735E+00        -1.107903E+00        9.878881E-02        
7.612890E+00        -1.105910E+00        9.861137E-02        
7.606052E+00        -1.103922E+00        9.843425E-02        
7.599219E+00        -1.101937E+00        9.825745E-02        
7.592393E+00        -1.099955E+00        9.808097E-02        
7.585572E+00        -1.097977E+00        9.790480E-02        
7.578758E+00        -1.096003E+00        9.772895E-02        
7.571950E+00        -1.094032E+00        9.755342E-02        
7.565148E+00        -1.092065E+00        9.737820E-02        
7.558352E+00        -1.090101E+00        9.720329E-02        
7.551562E+00        -1.088141E+00        9.702870E-02        
7.544778E+00        -1.086184E+00        9.685443E-02        
7.538001E+00        -1.084231E+00        9.668046E-02        
7.531229E+00        -1.082281E+00        9.650681E-02        
7.524464E+00        -1.080335E+00        9.633347E-02        
7.517705E+00        -1.078392E+00        9.616044E-02        
7.510951E+00        -1.076453E+00        9.598772E-02        
7.504204E+00        -1.074518E+00        9.581532E-02        
7.497463E+00        -1.072585E+00        9.564322E-02        
7.490728E+00        -1.070657E+00        9.547143E-02        
7.483999E+00        -1.068731E+00        9.529995E-02        
7.477276E+00        -1.066809E+00        9.512878E-02        
7.470559E+00        -1.064891E+00        9.495791E-02        
7.463848E+00        -1.062976E+00        9.478735E-02        
7.457143E+00        -1.061065E+00        9.461710E-02        
7.450444E+00        -1.059156E+00        9.444716E-02        
7.443751E+00        -1.057252E+00        9.427752E-02        
7.437064E+00        -1.055351E+00        9.410818E-02        
7.430384E+00        -1.053453E+00        9.393915E-02        
7.423709E+00        -1.051558E+00        9.377042E-02        
7.417040E+00        -1.049667E+00        9.360199E-02        
7.410377E+00        -1.047780E+00        9.343387E-02        
7.403720E+00        -1.045896E+00        9.326605E-02        
7.397069E+00        -1.044015E+00        9.309853E-02        
7.390424E+00        -1.042137E+00        9.293131E-02        
7.383786E+00        -1.040263E+00        9.276439E-02        
7.377153E+00        -1.038393E+00        9.259777E-02        
7.370526E+00        -1.036525E+00        9.243145E-02        
7.363904E+00        -1.034661E+00        9.226543E-02        
7.357289E+00        -1.032801E+00        9.209971E-02        
7.350680E+00        -1.030943E+00        9.193428E-02        
7.344077E+00        -1.029089E+00        9.176916E-02        
7.337480E+00        -1.027239E+00        9.160432E-02        
7.330888E+00        -1.025391E+00        9.143979E-02        
7.324303E+00        -1.023547E+00        9.127555E-02        
7.317723E+00        -1.021707E+00        9.111160E-02        
7.311150E+00        -1.019869E+00        9.094795E-02        
7.304582E+00        -1.018035E+00        9.078459E-02        
7.298020E+00        -1.016204E+00        9.062153E-02        
7.291464E+00        -1.014377E+00        9.045876E-02        
7.284914E+00        -1.012553E+00        9.029628E-02        
7.278370E+00        -1.010732E+00        9.013410E-02        
7.271832E+00        -1.008914E+00        8.997220E-02        
7.265299E+00        -1.007100E+00        8.981060E-02        
7.258773E+00        -1.005288E+00        8.964928E-02        
7.252252E+00        -1.003481E+00        8.948826E-02        
7.245737E+00        -1.001676E+00        8.932752E-02        
7.239228E+00        -9.998745E-01        8.916707E-02        
7.232725E+00        -9.980763E-01        8.900692E-02        
7.226228E+00        -9.962814E-01        8.884704E-02        
7.219737E+00        -9.944897E-01        8.868746E-02        
7.213251E+00        -9.927012E-01        8.852816E-02        
7.206771E+00        -9.909159E-01        8.836915E-02        
7.200297E+00        -9.891338E-01        8.821043E-02        
7.193829E+00        -9.873549E-01        8.805198E-02        
7.187367E+00        -9.855792E-01        8.789383E-02        
7.180910E+00        -9.838067E-01        8.773596E-02        
7.174459E+00        -9.820374E-01        8.757837E-02        
7.168015E+00        -9.802713E-01        8.742106E-02        
7.161575E+00        -9.785083E-01        8.726404E-02        
7.155142E+00        -9.767485E-01        8.710730E-02        
7.148714E+00        -9.749919E-01        8.695084E-02        
7.142293E+00        -9.732384E-01        8.679466E-02        
7.135877E+00        -9.714881E-01        8.663876E-02        
7.129466E+00        -9.697409E-01        8.648314E-02        
7.123062E+00        -9.679969E-01        8.632780E-02        
7.116663E+00        -9.662560E-01        8.617274E-02        
7.110270E+00        -9.645182E-01        8.601796E-02        
7.103883E+00        -9.627835E-01        8.586346E-02        
7.097501E+00        -9.610520E-01        8.570923E-02        
7.091125E+00        -9.593235E-01        8.555528E-02        
7.084755E+00        -9.575982E-01        8.540161E-02        
7.078391E+00        -9.558759E-01        8.524821E-02        
7.072032E+00        -9.541568E-01        8.509509E-02        
7.065679E+00        -9.524407E-01        8.494225E-02        
7.059332E+00        -9.507278E-01        8.478967E-02        
7.052991E+00        -9.490179E-01        8.463738E-02        
7.046655E+00        -9.473110E-01        8.448535E-02        
7.040325E+00        -9.456073E-01        8.433360E-02        
7.034000E+00        -9.439066E-01        8.418212E-02        
7.027682E+00        -9.422089E-01        8.403092E-02        
7.021369E+00        -9.405143E-01        8.387998E-02        
7.015061E+00        -9.388228E-01        8.372932E-02        
7.008759E+00        -9.371343E-01        8.357892E-02        
7.002463E+00        -9.354488E-01        8.342880E-02        
6.996173E+00        -9.337663E-01        8.327895E-02        
6.989888E+00        -9.320869E-01        8.312936E-02        
6.983609E+00        -9.304105E-01        8.298004E-02        
6.977336E+00        -9.287371E-01        8.283100E-02        
6.971068E+00        -9.270667E-01        8.268222E-02        
6.964805E+00        -9.253993E-01        8.253370E-02        
6.958549E+00        -9.237349E-01        8.238546E-02        
6.952298E+00        -9.220734E-01        8.223748E-02        
6.946053E+00        -9.204150E-01        8.208976E-02        
6.939813E+00        -9.187596E-01        8.194231E-02        
6.933579E+00        -9.171071E-01        8.179513E-02        
6.927350E+00        -9.154576E-01        8.164821E-02        
6.921127E+00        -9.138110E-01        8.150155E-02        
6.914910E+00        -9.121674E-01        8.135516E-02        
6.908698E+00        -9.105268E-01        8.120903E-02        
6.902492E+00        -9.088891E-01        8.106316E-02        
6.896291E+00        -9.072544E-01        8.091756E-02        
6.890096E+00        -9.056225E-01        8.077221E-02        
6.883907E+00        -9.039937E-01        8.062713E-02        
6.877723E+00        -9.023677E-01        8.048231E-02        
6.871544E+00        -9.007447E-01        8.033774E-02        
6.865372E+00        -8.991245E-01        8.019344E-02        
6.859204E+00        -8.975073E-01        8.004940E-02        
6.853043E+00        -8.958930E-01        7.990561E-02        
6.846886E+00        -8.942816E-01        7.976209E-02        
6.840736E+00        -8.926731E-01        7.961882E-02        
6.834591E+00        -8.910675E-01        7.947581E-02        
6.828451E+00        -8.894647E-01        7.933305E-02        
6.822317E+00        -8.878649E-01        7.919055E-02        
6.816188E+00        -8.862679E-01        7.904831E-02        
6.810065E+00        -8.846738E-01        7.890632E-02        
6.803948E+00        -8.830825E-01        7.876459E-02        
6.797835E+00        -8.814941E-01        7.862311E-02        
6.791729E+00        -8.799086E-01        7.848189E-02        
6.785628E+00        -8.783259E-01        7.834092E-02        
6.779532E+00        -8.767460E-01        7.820020E-02        
6.773442E+00        -8.751690E-01        7.805974E-02        
6.767357E+00        -8.735948E-01        7.791953E-02        
6.761278E+00        -8.720234E-01        7.777956E-02        
6.755204E+00        -8.704549E-01        7.763986E-02        
6.749136E+00        -8.688892E-01        7.750040E-02        
6.743073E+00        -8.673263E-01        7.736119E-02        
6.737016E+00        -8.657662E-01        7.722223E-02        
6.730964E+00        -8.642089E-01        7.708353E-02        
6.724917E+00        -8.626544E-01        7.694507E-02        
6.718876E+00        -8.611027E-01        7.680686E-02        
6.712840E+00        -8.595538E-01        7.666889E-02        
6.706810E+00        -8.580076E-01        7.653118E-02        
6.700785E+00        -8.564643E-01        7.639371E-02        
6.694766E+00        -8.549237E-01        7.625649E-02        
6.688752E+00        -8.533859E-01        7.611952E-02        
6.682743E+00        -8.518508E-01        7.598279E-02        
6.676740E+00        -8.503185E-01        7.584631E-02        
6.670742E+00        -8.487889E-01        7.571007E-02        
6.664750E+00        -8.472621E-01        7.557408E-02        
6.658763E+00        -8.457381E-01        7.543833E-02        
6.652781E+00        -8.442168E-01        7.530283E-02        
6.646805E+00        -8.426982E-01        7.516757E-02        
6.640834E+00        -8.411823E-01        7.503255E-02        
6.634868E+00        -8.396692E-01        7.489777E-02        
6.628908E+00        -8.381587E-01        7.476324E-02        
6.622953E+00        -8.366510E-01        7.462895E-02        
6.617004E+00        -8.351460E-01        7.449490E-02        
6.611060E+00        -8.336437E-01        7.436109E-02        
6.605121E+00        -8.321441E-01        7.422752E-02        
6.599187E+00        -8.306472E-01        7.409419E-02        
6.593259E+00        -8.291530E-01        7.396110E-02        
6.587336E+00        -8.276615E-01        7.382824E-02        
6.581419E+00        -8.261726E-01        7.369563E-02        
6.575507E+00        -8.246864E-01        7.356326E-02        
6.569600E+00        -8.232029E-01        7.343112E-02        
6.563698E+00        -8.217221E-01        7.329922E-02        
6.557802E+00        -8.202439E-01        7.316756E-02        
6.551911E+00        -8.187684E-01        7.303613E-02        
6.546025E+00        -8.172955E-01        7.290494E-02        
6.540145E+00        -8.158253E-01        7.277399E-02        
6.534270E+00        -8.143577E-01        7.264327E-02        
6.528400E+00        -8.128927E-01        7.251278E-02        
6.522535E+00        -8.114304E-01        7.238253E-02        
6.516676E+00        -8.099707E-01        7.225251E-02        
6.510822E+00        -8.085136E-01        7.212273E-02        
6.504973E+00        -8.070591E-01        7.199318E-02        
6.499130E+00        -8.056073E-01        7.186386E-02        
6.493291E+00        -8.041580E-01        7.173478E-02        
6.487458E+00        -8.027114E-01        7.160592E-02        
6.481630E+00        -8.012674E-01        7.147730E-02        
6.475808E+00        -7.998259E-01        7.134891E-02        
6.469991E+00        -7.983871E-01        7.122075E-02        
6.464179E+00        -7.969508E-01        7.109282E-02        
6.458372E+00        -7.955171E-01        7.096512E-02        
6.452570E+00        -7.940860E-01        7.083765E-02        
6.446774E+00        -7.926574E-01        7.071041E-02        
6.440982E+00        -7.912314E-01        7.058339E-02        
6.435196E+00        -7.898080E-01        7.045661E-02        
6.429415E+00        -7.883872E-01        7.033005E-02        
6.423640E+00        -7.869688E-01        7.020372E-02        
6.417869E+00        -7.855531E-01        7.007761E-02        
6.412104E+00        -7.841399E-01        6.995174E-02        
6.406344E+00        -7.827292E-01        6.982609E-02        
6.400589E+00        -7.813210E-01        6.970066E-02        
6.394839E+00        -7.799154E-01        6.957546E-02        
6.389095E+00        -7.785123E-01        6.945048E-02        
6.383355E+00        -7.771117E-01        6.932573E-02        
6.377621E+00        -7.757137E-01        6.920120E-02        
6.371892E+00        -7.743181E-01        6.907690E-02        
6.366168E+00        -7.729251E-01        6.895282E-02        
6.360449E+00        -7.715345E-01        6.882896E-02        
6.354735E+00        -7.701465E-01        6.870533E-02        
6.349027E+00        -7.687610E-01        6.858192E-02        
6.343323E+00        -7.673779E-01        6.845872E-02        
6.337625E+00        -7.659973E-01        6.833575E-02        
6.331932E+00        -7.646192E-01        6.821300E-02        
6.326244E+00        -7.632436E-01        6.809048E-02        
6.320561E+00        -7.618705E-01        6.796817E-02        
6.314883E+00        -7.604998E-01        6.784608E-02        
6.309210E+00        -7.591316E-01        6.772421E-02        
6.303543E+00        -7.577658E-01        6.760256E-02        
6.297880E+00        -7.564025E-01        6.748112E-02        
6.292223E+00        -7.550416E-01        6.735991E-02        
6.286570E+00        -7.536832E-01        6.723891E-02        
6.280923E+00        -7.523272E-01        6.711813E-02        
6.275281E+00        -7.509737E-01        6.699757E-02        
6.269643E+00        -7.496226E-01        6.687722E-02        
6.264011E+00        -7.482739E-01        6.675709E-02        
6.258384E+00        -7.469276E-01        6.663718E-02        
6.252762E+00        -7.455838E-01        6.651748E-02        
6.247145E+00        -7.442424E-01        6.639800E-02        
6.241533E+00        -7.429033E-01        6.627873E-02        
6.235926E+00        -7.415667E-01        6.615967E-02        
6.230325E+00        -7.402325E-01        6.604083E-02        
6.224728E+00        -7.389007E-01        6.592220E-02        
6.219136E+00        -7.375713E-01        6.580379E-02        
6.213549E+00        -7.362442E-01        6.568558E-02        
6.207968E+00        -7.349196E-01        6.556759E-02        
6.202391E+00        -7.335973E-01        6.544982E-02        
6.196819E+00        -7.322774E-01        6.533225E-02        
6.191252E+00        -7.309599E-01        6.521489E-02        
6.185691E+00        -7.296447E-01        6.509775E-02        
6.180134E+00        -7.283319E-01        6.498081E-02        
6.174582E+00        -7.270215E-01        6.486409E-02        
6.169036E+00        -7.257134E-01        6.474757E-02        
6.163494E+00        -7.244076E-01        6.463127E-02        
6.157957E+00        -7.231043E-01        6.451517E-02        
6.152425E+00        -7.218032E-01        6.439928E-02        
6.146898E+00        -7.205045E-01        6.428360E-02        
6.141377E+00        -7.192081E-01        6.416813E-02        
6.135860E+00        -7.179141E-01        6.405287E-02        
6.130348E+00        -7.166223E-01        6.393781E-02        
6.124841E+00        -7.153329E-01        6.382296E-02        
6.119339E+00        -7.140458E-01        6.370831E-02        
6.113842E+00        -7.127610E-01        6.359387E-02        
6.108349E+00        -7.114786E-01        6.347964E-02        
6.102862E+00        -7.101984E-01        6.336561E-02        
6.097380E+00        -7.089205E-01        6.325179E-02        
6.091903E+00        -7.076450E-01        6.313817E-02        
6.086430E+00        -7.063717E-01        6.302475E-02        
6.080963E+00        -7.051007E-01        6.291154E-02        
6.075500E+00        -7.038320E-01        6.279853E-02        
6.070042E+00        -7.025655E-01        6.268573E-02        
6.064589E+00        -7.013014E-01        6.257312E-02        
6.059141E+00        -7.000395E-01        6.246072E-02        
6.053698E+00        -6.987799E-01        6.234852E-02        
6.048260E+00        -6.975225E-01        6.223653E-02        
6.042827E+00        -6.962674E-01        6.212473E-02        
6.037399E+00        -6.950145E-01        6.201313E-02        
6.031975E+00        -6.937639E-01        6.190174E-02        
6.026557E+00        -6.925156E-01        6.179054E-02        
6.021143E+00        -6.912695E-01        6.167955E-02        
6.015734E+00        -6.900256E-01        6.156875E-02        
6.010330E+00        -6.887840E-01        6.145816E-02        
6.004931E+00        -6.875446E-01        6.134776E-02        
5.999536E+00        -6.863074E-01        6.123756E-02        
5.994147E+00        -6.850724E-01        6.112755E-02        
5.988762E+00        -6.838397E-01        6.101775E-02        
5.983383E+00        -6.826092E-01        6.090814E-02        
5.978008E+00        -6.813809E-01        6.079873E-02        
5.972637E+00        -6.801548E-01        6.068952E-02        
5.967272E+00        -6.789309E-01        6.058050E-02        
5.961912E+00        -6.777091E-01        6.047168E-02        
5.956556E+00        -6.764896E-01        6.036305E-02        
5.951205E+00        -6.752723E-01        6.025462E-02        
5.945859E+00        -6.740572E-01        6.014638E-02        
5.940518E+00        -6.728442E-01        6.003834E-02        
5.935181E+00        -6.716335E-01        5.993049E-02        
5.929850E+00        -6.704249E-01        5.982284E-02        
5.924523E+00        -6.692184E-01        5.971537E-02        
5.919201E+00        -6.680141E-01        5.960810E-02        
5.913883E+00        -6.668121E-01        5.950103E-02        
5.908571E+00        -6.656121E-01        5.939414E-02        
5.903263E+00        -6.644143E-01        5.928745E-02        
5.897960E+00        -6.632187E-01        5.918095E-02        
5.892662E+00        -6.620252E-01        5.907464E-02        
