# Source: NUDEC_BSM repo, https://doi.org/10.1088/1475-7516/2020/05/048
# T (MeV)           dP2_int/dT2 (e^2)    dP2_int/dT2 (e^3)    
1.668685E-02        -1.672269E-16        1.560702E-21        
1.667186E-02        -1.627338E-16        1.500414E-21        
1.665688E-02        -1.583576E-16        1.442401E-21        
1.664192E-02        -1.540952E-16        1.386580E-21        
1.662697E-02        -1.499438E-16        1.332870E-21        
1.661203E-02        -1.459007E-16        1.281193E-21        
1.659711E-02        -1.419631E-16        1.231473E-21        
1.658220E-02        -1.381284E-16        1.183639E-21        
1.656731E-02        -1.343939E-16        1.137621E-21        
1.655242E-02        -1.307571E-16        1.093351E-21        
1.653755E-02        -1.272156E-16        1.050764E-21        
1.652270E-02        -1.237670E-16        1.009799E-21        
1.650786E-02        -1.204088E-16        9.703946E-22        
1.649303E-02        -1.171388E-16        9.324928E-22        
1.647821E-02        -1.139548E-16        8.960379E-22        
1.646341E-02        -1.108546E-16        8.609759E-22        
1.644862E-02        -1.078361E-16        8.272549E-22        
1.643384E-02        -1.048971E-16        7.948248E-22        
1.641908E-02        -1.020357E-16        7.636372E-22        
1.640433E-02        -9.924980E-17        7.336459E-22        
1.638959E-02        -9.653759E-17        7.048059E-22        
1.637487E-02        -9.389714E-17        6.770741E-22        
1.636016E-02        -9.132662E-17        6.504090E-22        
1.634546E-02        -8.882424E-17        6.247704E-22        
1.633078E-02        -8.638826E-17        6.001198E-22        
1.631611E-02        -8.401697E-17        5.764201E-22        
1.630145E-02        -8.170871E-17        5.536353E-22        
1.628681E-02        -7.946187E-17        5.317310E-22        
1.627218E-02        -7.727487E-17        5.106740E-22        
1.625756E-02        -7.514616E-17        4.904323E-22        
1.624296E-02        -7.307424E-17        4.709750E-22        
1.622837E-02        -7.105765E-17        4.522724E-22        
1.621379E-02        -6.909497E-17        4.342960E-22        
1.619922E-02        -6.718480E-17        4.170183E-22        
1.618467E-02        -6.532577E-17        4.004126E-22        
1.617013E-02        -6.351658E-17        3.844535E-22        
1.615561E-02        -6.175592E-17        3.691164E-22        
1.614109E-02        -6.004254E-17        3.543776E-22        
1.612659E-02        -5.837522E-17        3.402143E-22        
1.611211E-02        -5.675274E-17        3.266046E-22        
1.609763E-02        -5.517396E-17        3.135273E-22        
1.608317E-02        -5.363773E-17        3.009620E-22        
1.606872E-02        -5.214294E-17        2.888893E-22        
1.605429E-02        -5.068851E-17        2.772902E-22        
1.603987E-02        -4.927339E-17        2.661465E-22        
1.602546E-02        -4.789654E-17        2.554409E-22        
1.601106E-02        -4.655698E-17        2.451564E-22        
1.599668E-02        -4.525373E-17        2.352769E-22        
1.598231E-02        -4.398582E-17        2.257869E-22        
1.596795E-02        -4.275234E-17        2.166713E-22        
1.595361E-02        -4.155238E-17        2.079156E-22        
1.593928E-02        -4.038507E-17        1.995061E-22        
1.592496E-02        -3.924953E-17        1.914292E-22        
1.591065E-02        -3.814494E-17        1.836722E-22        
1.589636E-02        -3.707048E-17        1.762228E-22        
1.588208E-02        -3.602535E-17        1.690689E-22        
1.586781E-02        -3.500878E-17        1.621991E-22        
1.585356E-02        -3.402002E-17        1.556023E-22        
1.583932E-02        -3.305832E-17        1.492681E-22        
1.582509E-02        -3.212298E-17        1.431861E-22        
1.581087E-02        -3.121330E-17        1.373466E-22        
1.579667E-02        -3.032858E-17        1.317401E-22        
1.578248E-02        -2.946818E-17        1.263575E-22        
1.576830E-02        -2.863144E-17        1.211901E-22        
1.575414E-02        -2.781773E-17        1.162295E-22        
1.573998E-02        -2.702645E-17        1.114675E-22        
1.572584E-02        -2.625699E-17        1.068965E-22        
1.571172E-02        -2.550877E-17        1.025088E-22        
1.569760E-02        -2.478122E-17        9.829745E-23        
1.568350E-02        -2.407379E-17        9.425536E-23        
1.566941E-02        -2.338595E-17        9.037593E-23        
1.565534E-02        -2.271716E-17        8.665275E-23        
1.564127E-02        -2.206692E-17        8.307968E-23        
1.562722E-02        -2.143473E-17        7.965080E-23        
1.561319E-02        -2.082010E-17        7.636042E-23        
1.559916E-02        -2.022257E-17        7.320307E-23        
1.558515E-02        -1.964166E-17        7.017349E-23        
1.557115E-02        -1.907695E-17        6.726663E-23        
1.555716E-02        -1.852797E-17        6.447762E-23        
1.554318E-02        -1.799432E-17        6.180180E-23        
1.552922E-02        -1.747558E-17        5.923468E-23        
1.551527E-02        -1.697135E-17        5.677192E-23        
1.550133E-02        -1.648123E-17        5.440940E-23        
1.548741E-02        -1.600483E-17        5.214311E-23        
1.547349E-02        -1.554180E-17        4.996923E-23        
1.545959E-02        -1.509176E-17        4.788406E-23        
1.544571E-02        -1.465436E-17        4.588408E-23        
1.543183E-02        -1.422926E-17        4.396587E-23        
1.541797E-02        -1.381613E-17        4.212616E-23        
1.540412E-02        -1.341463E-17        4.036182E-23        
1.539028E-02        -1.302445E-17        3.866983E-23        
1.537646E-02        -1.264529E-17        3.704727E-23        
1.536264E-02        -1.227683E-17        3.549138E-23        
1.534884E-02        -1.191879E-17        3.399946E-23        
1.533505E-02        -1.157088E-17        3.256894E-23        
1.532128E-02        -1.123283E-17        3.119736E-23        
1.530752E-02        -1.090436E-17        2.988233E-23        
1.529376E-02        -1.058521E-17        2.862158E-23        
1.528003E-02        -1.027513E-17        2.741291E-23        
1.526630E-02        -9.973863E-18        2.625423E-23        
1.525259E-02        -9.681168E-18        2.514350E-23        
1.523888E-02        -9.396810E-18        2.407879E-23        
1.522519E-02        -9.120557E-18        2.305823E-23        
1.521152E-02        -8.852187E-18        2.208002E-23        
1.519785E-02        -8.591482E-18        2.114246E-23        
1.518420E-02        -8.338229E-18        2.024389E-23        
1.517056E-02        -8.092223E-18        1.938272E-23        
1.515693E-02        -7.853262E-18        1.855743E-23        
1.514332E-02        -7.621150E-18        1.776655E-23        
1.512971E-02        -7.395699E-18        1.700868E-23        
1.511612E-02        -7.176721E-18        1.628248E-23        
1.510254E-02        -6.964038E-18        1.558665E-23        
1.508898E-02        -6.757475E-18        1.491994E-23        
1.507542E-02        -6.556859E-18        1.428117E-23        
1.506188E-02        -6.362026E-18        1.366919E-23        
1.504835E-02        -6.172814E-18        1.308289E-23        
1.503483E-02        -5.989065E-18        1.252123E-23        
1.502132E-02        -5.810628E-18        1.198318E-23        
1.500783E-02        -5.637353E-18        1.146779E-23        
1.499435E-02        -5.469095E-18        1.097411E-23        
1.498088E-02        -5.305713E-18        1.050125E-23        
1.496742E-02        -5.147071E-18        1.004835E-23        
1.495398E-02        -4.993036E-18        9.614591E-24        
1.494054E-02        -4.843477E-18        9.199173E-24        
1.492712E-02        -4.698269E-18        8.801340E-24        
1.491371E-02        -4.557288E-18        8.420364E-24        
1.490031E-02        -4.420416E-18        8.055545E-24        
1.488693E-02        -4.287537E-18        7.706212E-24        
1.487356E-02        -4.158537E-18        7.371723E-24        
1.486020E-02        -4.033307E-18        7.051459E-24        
1.484685E-02        -3.911741E-18        6.744829E-24        
1.483351E-02        -3.793733E-18        6.451264E-24        
1.482018E-02        -3.679183E-18        6.170220E-24        
1.480687E-02        -3.567993E-18        5.901173E-24        
1.479357E-02        -3.460067E-18        5.643622E-24        
1.478028E-02        -3.355313E-18        5.397086E-24        
1.476700E-02        -3.253639E-18        5.161104E-24        
1.475374E-02        -3.154959E-18        4.935234E-24        
1.474048E-02        -3.059187E-18        4.719051E-24        
1.472724E-02        -2.966239E-18        4.512149E-24        
1.471401E-02        -2.876034E-18        4.314137E-24        
1.470079E-02        -2.788495E-18        4.124642E-24        
1.468759E-02        -2.703545E-18        3.943305E-24        
1.467439E-02        -2.621110E-18        3.769781E-24        
1.466121E-02        -2.541117E-18        3.603741E-24        
1.464804E-02        -2.463496E-18        3.444870E-24        
1.463488E-02        -2.388179E-18        3.292863E-24        
1.462174E-02        -2.315100E-18        3.147431E-24        
1.460860E-02        -2.244194E-18        3.008295E-24        
1.459548E-02        -2.175398E-18        2.875188E-24        
1.458237E-02        -2.108652E-18        2.747855E-24        
1.456927E-02        -2.043896E-18        2.626049E-24        
1.455618E-02        -1.981073E-18        2.509536E-24        
1.454310E-02        -1.920127E-18        2.398091E-24        
1.453004E-02        -1.861003E-18        2.291498E-24        
1.451699E-02        -1.803649E-18        2.189550E-24        
1.450395E-02        -1.748012E-18        2.092048E-24        
1.449092E-02        -1.694044E-18        1.998803E-24        
1.447790E-02        -1.641696E-18        1.909633E-24        
1.446489E-02        -1.590920E-18        1.824362E-24        
1.445190E-02        -1.541671E-18        1.742825E-24        
1.443892E-02        -1.493903E-18        1.664861E-24        
1.442595E-02        -1.447575E-18        1.590317E-24        
1.441299E-02        -1.402643E-18        1.519045E-24        
1.440004E-02        -1.359067E-18        1.450905E-24        
1.438710E-02        -1.316808E-18        1.385762E-24        
1.437418E-02        -1.275826E-18        1.323488E-24        
1.436127E-02        -1.236084E-18        1.263957E-24        
1.434837E-02        -1.197545E-18        1.207052E-24        
1.433548E-02        -1.160175E-18        1.152660E-24        
1.432260E-02        -1.123939E-18        1.100671E-24        
1.430973E-02        -1.088804E-18        1.050981E-24        
1.429688E-02        -1.054736E-18        1.003492E-24        
1.428404E-02        -1.021705E-18        9.581070E-25        
1.427120E-02        -9.896803E-19        9.147351E-25        
1.425838E-02        -9.586315E-19        8.732887E-25        
1.424558E-02        -9.285301E-19        8.336841E-25        
1.423278E-02        -8.993478E-19        7.958412E-25        
1.421999E-02        -8.710576E-19        7.596830E-25        
1.420722E-02        -8.436328E-19        7.251361E-25        
1.419446E-02        -8.170479E-19        6.921302E-25        
1.418170E-02        -7.912778E-19        6.605978E-25        
1.416897E-02        -7.662983E-19        6.304746E-25        
1.415624E-02        -7.420858E-19        6.016987E-25        
1.414352E-02        -7.186175E-19        5.742111E-25        
1.413081E-02        -6.958712E-19        5.479554E-25        
1.411812E-02        -6.738252E-19        5.228773E-25        
1.410544E-02        -6.524587E-19        4.989251E-25        
1.409277E-02        -6.317512E-19        4.760493E-25        
1.408011E-02        -6.116832E-19        4.542024E-25        
1.406746E-02        -5.922353E-19        4.333391E-25        
1.405482E-02        -5.733889E-19        4.134160E-25        
1.404220E-02        -5.551261E-19        3.943915E-25        
1.402958E-02        -5.374292E-19        3.762260E-25        
1.401698E-02        -5.202813E-19        3.588813E-25        
1.400439E-02        -5.036657E-19        3.423211E-25        
1.399181E-02        -4.875664E-19        3.265108E-25        
1.397924E-02        -4.719678E-19        3.114168E-25        
1.396668E-02        -4.568549E-19        2.970075E-25        
1.395413E-02        -4.422128E-19        2.832524E-25        
1.394160E-02        -4.280275E-19        2.701224E-25        
1.392907E-02        -4.142849E-19        2.575896E-25        
1.391656E-02        -4.009717E-19        2.456273E-25        
1.390406E-02        -3.880749E-19        2.342102E-25        
1.389157E-02        -3.755818E-19        2.233139E-25        
1.387909E-02        -3.634801E-19        2.129150E-25        
1.386662E-02        -3.517580E-19        2.029913E-25        
1.385417E-02        -3.404037E-19        1.935215E-25        
1.384172E-02        -3.294062E-19        1.844853E-25        
1.382929E-02        -3.187546E-19        1.758632E-25        
1.381686E-02        -3.084381E-19        1.676365E-25        
1.380445E-02        -2.984467E-19        1.597875E-25        
1.379205E-02        -2.887704E-19        1.522992E-25        
1.377966E-02        -2.793994E-19        1.451554E-25        
1.376728E-02        -2.703245E-19        1.383404E-25        
1.375492E-02        -2.615365E-19        1.318394E-25        
1.374256E-02        -2.530267E-19        1.256384E-25        
1.373021E-02        -2.447864E-19        1.197236E-25        
1.371788E-02        -2.368073E-19        1.140821E-25        
1.370556E-02        -2.290815E-19        1.087016E-25        
1.369325E-02        -2.216011E-19        1.035701E-25        
1.368094E-02        -2.143585E-19        9.867645E-26        
1.366865E-02        -2.073464E-19        9.400978E-26        
1.365638E-02        -2.005577E-19        8.955975E-26        
1.364411E-02        -1.939854E-19        8.531651E-26        
1.363185E-02        -1.876228E-19        8.127062E-26        
1.361961E-02        -1.814634E-19        7.741309E-26        
1.360737E-02        -1.755009E-19        7.373532E-26        
1.359515E-02        -1.697292E-19        7.022908E-26        
1.358293E-02        -1.641423E-19        6.688653E-26        
1.357073E-02        -1.587346E-19        6.370017E-26        
1.355854E-02        -1.535003E-19        6.066284E-26        
1.354636E-02        -1.484342E-19        5.776770E-26        
1.353419E-02        -1.435309E-19        5.500822E-26        
1.352204E-02        -1.387853E-19        5.237817E-26        
1.350989E-02        -1.341926E-19        4.987159E-26        
1.349775E-02        -1.297479E-19        4.748279E-26        
1.348563E-02        -1.254466E-19        4.520634E-26        
1.347351E-02        -1.212842E-19        4.303705E-26        
1.346141E-02        -1.172563E-19        4.096999E-26        
1.344932E-02        -1.133587E-19        3.900041E-26        
1.343723E-02        -1.095873E-19        3.712382E-26        
1.342516E-02        -1.059382E-19        3.533589E-26        
1.341310E-02        -1.024074E-19        3.363253E-26        
1.340105E-02        -9.899131E-20        3.200980E-26        
1.338902E-02        -9.568620E-20        3.046396E-26        
1.337699E-02        -9.248860E-20        2.899144E-26        
1.336497E-02        -8.939511E-20        2.758881E-26        
1.335297E-02        -8.640243E-20        2.625284E-26        
1.334097E-02        -8.350736E-20        2.498040E-26        
1.332899E-02        -8.070681E-20        2.376853E-26        
1.331701E-02        -7.799777E-20        2.261441E-26        
1.330505E-02        -7.537734E-20        2.151533E-26        
1.329310E-02        -7.284269E-20        2.046871E-26        
1.328116E-02        -7.039109E-20        1.947211E-26        
1.326923E-02        -6.801990E-20        1.852316E-26        
1.325731E-02        -6.572654E-20        1.761964E-26        
1.324540E-02        -6.350854E-20        1.675941E-26        
1.323350E-02        -6.136348E-20        1.594043E-26        
1.322161E-02        -5.928903E-20        1.516077E-26        
1.320973E-02        -5.728293E-20        1.441857E-26        
1.319787E-02        -5.534298E-20        1.371206E-26        
1.318601E-02        -5.346706E-20        1.303956E-26        
1.317417E-02        -5.165312E-20        1.239946E-26        
1.316233E-02        -4.989916E-20        1.179023E-26        
1.315051E-02        -4.820325E-20        1.121040E-26        
1.313869E-02        -4.656353E-20        1.065859E-26        
1.312689E-02        -4.497817E-20        1.013347E-26        
1.311510E-02        -4.344543E-20        9.633762E-27        
1.310332E-02        -4.196361E-20        9.158265E-27        
1.309155E-02        -4.053105E-20        8.705828E-27        
1.307979E-02        -3.914617E-20        8.275351E-27        
1.306804E-02        -3.780742E-20        7.865788E-27        
1.305630E-02        -3.651330E-20        7.476141E-27        
1.304457E-02        -3.526237E-20        7.105461E-27        
1.303285E-02        -3.405322E-20        6.752839E-27        
1.302114E-02        -3.288450E-20        6.417412E-27        
1.300945E-02        -3.175488E-20        6.098358E-27        
1.299776E-02        -3.066310E-20        5.794890E-27        
1.298608E-02        -2.960791E-20        5.506262E-27        
1.297442E-02        -2.858814E-20        5.231760E-27        
1.296276E-02        -2.760261E-20        4.970707E-27        
1.295112E-02        -2.665021E-20        4.722454E-27        
1.293948E-02        -2.572985E-20        4.486386E-27        
1.292786E-02        -2.484049E-20        4.261915E-27        
1.291625E-02        -2.398111E-20        4.048481E-27        
1.290464E-02        -2.315072E-20        3.845552E-27        
1.289305E-02        -2.234837E-20        3.652620E-27        
1.288147E-02        -2.157314E-20        3.469201E-27        
1.286990E-02        -2.082414E-20        3.294835E-27        
1.285834E-02        -2.010050E-20        3.129082E-27        
1.284678E-02        -1.940138E-20        2.971524E-27        
1.283524E-02        -1.872598E-20        2.821765E-27        
1.282371E-02        -1.807352E-20        2.679424E-27        
1.281219E-02        -1.744322E-20        2.544140E-27        
1.280069E-02        -1.683437E-20        2.415571E-27        
1.278919E-02        -1.624625E-20        2.293388E-27        
1.277770E-02        -1.567817E-20        2.177280E-27        
1.276622E-02        -1.512947E-20        2.066950E-27        
1.275475E-02        -1.459950E-20        1.962117E-27        
1.274329E-02        -1.408764E-20        1.862509E-27        
1.273185E-02        -1.359328E-20        1.767873E-27        
1.272041E-02        -1.311585E-20        1.677964E-27        
1.270898E-02        -1.265478E-20        1.592550E-27        
1.269756E-02        -1.220952E-20        1.511410E-27        
1.268616E-02        -1.177955E-20        1.434335E-27        
1.267476E-02        -1.136435E-20        1.361124E-27        
1.266338E-02        -1.096343E-20        1.291586E-27        
1.265200E-02        -1.057631E-20        1.225542E-27        
1.264063E-02        -1.020253E-20        1.162817E-27        
1.262928E-02        -9.841634E-21        1.103249E-27        
1.261793E-02        -9.493198E-21        1.046682E-27        
1.260660E-02        -9.156799E-21        9.929657E-28        
1.259528E-02        -8.832032E-21        9.419604E-28        
1.258396E-02        -8.518506E-21        8.935311E-28        
1.257266E-02        -8.215840E-21        8.475502E-28        
1.256136E-02        -7.923669E-21        8.038958E-28        
1.255008E-02        -7.641638E-21        7.624525E-28        
1.253880E-02        -7.369404E-21        7.231101E-28        
1.252754E-02        -7.106635E-21        6.857639E-28        
1.251629E-02        -6.853011E-21        6.503144E-28        
1.250504E-02        -6.608220E-21        6.166670E-28        
1.249381E-02        -6.371964E-21        5.847316E-28        
1.248259E-02        -6.143952E-21        5.544226E-28        
1.247137E-02        -5.923904E-21        5.256587E-28        
1.246017E-02        -5.711549E-21        4.983623E-28        
1.244898E-02        -5.506624E-21        4.724599E-28        
1.243779E-02        -5.308876E-21        4.478816E-28        
1.242662E-02        -5.118060E-21        4.245608E-28        
1.241546E-02        -4.933939E-21        4.024343E-28        
1.240430E-02        -4.756284E-21        3.814419E-28        
1.239316E-02        -4.584874E-21        3.615265E-28        
1.238203E-02        -4.419495E-21        3.426339E-28        
1.237091E-02        -4.259939E-21        3.247123E-28        
1.235979E-02        -4.106007E-21        3.077128E-28        
1.234869E-02        -3.957506E-21        2.915886E-28        
1.233760E-02        -3.814248E-21        2.762955E-28        
1.232651E-02        -3.676053E-21        2.617914E-28        
1.231544E-02        -3.542748E-21        2.480362E-28        
1.230438E-02        -3.414162E-21        2.349920E-28        
1.229332E-02        -3.290133E-21        2.226226E-28        
1.228228E-02        -3.170504E-21        2.108937E-28        
1.227125E-02        -3.055122E-21        1.997726E-28        
1.226022E-02        -2.943840E-21        1.892285E-28        
1.224921E-02        -2.836517E-21        1.792319E-28        
1.223821E-02        -2.733014E-21        1.697548E-28        
1.222721E-02        -2.633200E-21        1.607707E-28        
1.221623E-02        -2.536946E-21        1.522543E-28        
1.220525E-02        -2.444127E-21        1.441818E-28        
1.219429E-02        -2.354626E-21        1.365304E-28        
1.218334E-02        -2.268325E-21        1.292785E-28        
1.217239E-02        -2.185113E-21        1.224056E-28        
1.216146E-02        -2.104883E-21        1.158921E-28        
1.215053E-02        -2.027530E-21        1.097197E-28        
1.213962E-02        -1.952954E-21        1.038708E-28        
1.212871E-02        -1.881057E-21        9.832858E-29        
1.211782E-02        -1.811745E-21        9.307738E-29        
1.210693E-02        -1.744928E-21        8.810212E-29        
1.209605E-02        -1.680518E-21        8.338855E-29        
1.208519E-02        -1.618430E-21        7.892312E-29        
1.207433E-02        -1.558583E-21        7.469300E-29        
1.206349E-02        -1.500898E-21        7.068598E-29        
1.205265E-02        -1.445299E-21        6.689050E-29        
1.204182E-02        -1.391712E-21        6.329557E-29        
1.203100E-02        -1.340066E-21        5.989076E-29        
1.202020E-02        -1.290292E-21        5.666620E-29        
1.200940E-02        -1.242325E-21        5.361250E-29        
1.199861E-02        -1.196100E-21        5.072074E-29        
1.198783E-02        -1.151555E-21        4.798249E-29        
1.197706E-02        -1.108631E-21        4.538973E-29        
1.196630E-02        -1.067270E-21        4.293485E-29        
1.195555E-02        -1.027418E-21        4.061065E-29        
1.194481E-02        -9.890187E-22        3.841027E-29        
1.193408E-02        -9.520223E-22        3.632724E-29        
1.192336E-02        -9.163781E-22        3.435539E-29        
1.191265E-02        -8.820381E-22        3.248889E-29        
1.190195E-02        -8.489556E-22        3.072220E-29        
1.189126E-02        -8.170856E-22        2.905008E-29        
1.188058E-02        -7.863848E-22        2.746753E-29        
1.186991E-02        -7.568113E-22        2.596984E-29        
1.185924E-02        -7.283248E-22        2.455254E-29        
1.184859E-02        -7.008861E-22        2.321138E-29        
1.183795E-02        -6.744578E-22        2.194233E-29        
1.182731E-02        -6.490034E-22        2.074158E-29        
1.181669E-02        -6.244879E-22        1.960552E-29        
1.180607E-02        -6.008776E-22        1.853071E-29        
1.179547E-02        -5.781397E-22        1.751390E-29        
1.178487E-02        -5.562429E-22        1.655203E-29        
1.177428E-02        -5.351567E-22        1.564215E-29        
1.176371E-02        -5.148518E-22        1.478152E-29        
1.175314E-02        -4.953001E-22        1.396751E-29        
1.174258E-02        -4.764741E-22        1.319763E-29        
1.173203E-02        -4.583476E-22        1.246953E-29        
1.172149E-02        -4.408952E-22        1.178097E-29        
1.171096E-02        -4.240925E-22        1.112986E-29        
1.170044E-02        -4.079158E-22        1.051417E-29        
1.168993E-02        -3.923423E-22        9.932013E-30        
1.167943E-02        -3.773501E-22        9.381597E-30        
1.166894E-02        -3.629180E-22        8.861214E-30        
1.165846E-02        -3.490256E-22        8.369252E-30        
1.164798E-02        -3.356531E-22        7.904185E-30        
1.163752E-02        -3.227815E-22        7.464564E-30        
1.162707E-02        -3.103926E-22        7.049020E-30        
1.161662E-02        -2.984686E-22        6.656255E-30        
1.160619E-02        -2.869925E-22        6.285040E-30        
1.159576E-02        -2.759479E-22        5.934212E-30        
1.158534E-02        -2.653189E-22        5.602667E-30        
1.157494E-02        -2.550902E-22        5.289364E-30        
1.156454E-02        -2.452472E-22        4.993314E-30        
1.155415E-02        -2.357756E-22        4.713583E-30        
1.154377E-02        -2.266617E-22        4.449284E-30        
1.153340E-02        -2.178923E-22        4.199580E-30        
1.152304E-02        -2.094547E-22        3.963677E-30        
1.151269E-02        -2.013367E-22        3.740825E-30        
1.150235E-02        -1.935264E-22        3.530313E-30        
1.149201E-02        -1.860124E-22        3.331468E-30        
1.148169E-02        -1.787837E-22        3.143654E-30        
1.147138E-02        -1.718298E-22        2.966269E-30        
1.146107E-02        -1.651405E-22        2.798742E-30        
1.145078E-02        -1.587059E-22        2.640533E-30        
1.144049E-02        -1.525165E-22        2.491134E-30        
1.143021E-02        -1.465632E-22        2.350061E-30        
1.141994E-02        -1.408372E-22        2.216856E-30        
1.140969E-02        -1.353300E-22        2.091089E-30        
1.139944E-02        -1.300335E-22        1.972350E-30        
1.138920E-02        -1.249398E-22        1.860252E-30        
1.137896E-02        -1.200413E-22        1.754430E-30        
1.136874E-02        -1.153307E-22        1.654538E-30        
1.135853E-02        -1.108009E-22        1.560249E-30        
1.134833E-02        -1.064451E-22        1.471253E-30        
1.133813E-02        -1.022569E-22        1.387258E-30        
1.132795E-02        -9.822990E-23        1.307986E-30        
1.131777E-02        -9.435806E-23        1.233177E-30        
1.130760E-02        -9.063553E-23        1.162584E-30        
1.129745E-02        -8.705670E-23        1.095971E-30        
1.128730E-02        -8.361613E-23        1.033119E-30        
1.127716E-02        -8.030861E-23        9.738177E-31        
1.126703E-02        -7.712910E-23        9.178701E-31        
1.125691E-02        -7.407276E-23        8.650893E-31        
1.124679E-02        -7.113494E-23        8.152988E-31        
1.123669E-02        -6.831113E-23        7.683318E-31        
1.122660E-02        -6.559702E-23        7.240305E-31        
1.121651E-02        -6.298843E-23        6.822461E-31        
1.120644E-02        -6.048135E-23        6.428376E-31        
1.119637E-02        -5.807193E-23        6.056721E-31        
1.118631E-02        -5.575645E-23        5.706238E-31        
1.117626E-02        -5.353132E-23        5.375738E-31        
1.116622E-02        -5.139309E-23        5.064101E-31        
1.115619E-02        -4.933846E-23        4.770266E-31        
1.114617E-02        -4.736421E-23        4.493231E-31        
1.113616E-02        -4.546729E-23        4.232050E-31        
1.112615E-02        -4.364472E-23        3.985829E-31        
1.111616E-02        -4.189367E-23        3.753725E-31        
1.110617E-02        -4.021137E-23        3.534941E-31        
1.109620E-02        -3.859520E-23        3.328723E-31        
1.108623E-02        -3.704261E-23        3.134360E-31        
1.107627E-02        -3.555116E-23        2.951181E-31        
1.106632E-02        -3.411849E-23        2.778553E-31        
1.105638E-02        -3.274234E-23        2.615876E-31        
1.104645E-02        -3.142052E-23        2.462586E-31        
1.103652E-02        -3.015095E-23        2.318149E-31        
1.102661E-02        -2.893159E-23        2.182062E-31        
1.101670E-02        -2.776050E-23        2.053848E-31        
1.100681E-02        -2.663583E-23        1.933059E-31        
1.099692E-02        -2.555576E-23        1.819272E-31        
1.098704E-02        -2.451857E-23        1.712086E-31        
1.097717E-02        -2.352260E-23        1.611125E-31        
1.096731E-02        -2.256623E-23        1.516032E-31        
1.095746E-02        -2.164794E-23        1.426471E-31        
1.094761E-02        -2.076623E-23        1.342126E-31        
1.093778E-02        -1.991969E-23        1.262696E-31        
1.092795E-02        -1.910693E-23        1.187900E-31        
1.091814E-02        -1.832665E-23        1.117471E-31        
1.090833E-02        -1.757757E-23        1.051159E-31        
1.089853E-02        -1.685847E-23        9.887252E-32        
1.088874E-02        -1.616818E-23        9.299471E-32        
1.087896E-02        -1.550557E-23        8.746136E-32        
1.086918E-02        -1.486954E-23        8.225258E-32        
1.085942E-02        -1.425907E-23        7.734961E-32        
1.084967E-02        -1.367315E-23        7.273475E-32        
1.083992E-02        -1.311080E-23        6.839134E-32        
1.083018E-02        -1.257110E-23        6.430362E-32        
1.082045E-02        -1.205316E-23        6.045677E-32        
1.081073E-02        -1.155612E-23        5.683681E-32        
1.080102E-02        -1.107915E-23        5.343054E-32        
1.079132E-02        -1.062147E-23        5.022554E-32        
1.078162E-02        -1.018230E-23        4.721008E-32        
1.077194E-02        -9.760925E-24        4.437312E-32        
1.076226E-02        -9.356625E-24        4.170424E-32        
1.075259E-02        -8.968728E-24        3.919364E-32        
1.074294E-02        -8.596583E-24        3.683205E-32        
1.073328E-02        -8.239564E-24        3.461077E-32        
1.072364E-02        -7.897069E-24        3.252158E-32        
1.071401E-02        -7.568520E-24        3.055673E-32        
1.070439E-02        -7.253361E-24        2.870894E-32        
1.069477E-02        -6.951058E-24        2.697133E-32        
1.068516E-02        -6.661098E-24        2.533742E-32        
1.067556E-02        -6.382987E-24        2.380111E-32        
1.066597E-02        -6.116252E-24        2.235666E-32        
1.065639E-02        -5.860437E-24        2.099866E-32        
1.064682E-02        -5.615105E-24        1.972200E-32        
1.063725E-02        -5.379835E-24        1.852188E-32        
1.062770E-02        -5.154223E-24        1.739378E-32        
1.061815E-02        -4.937881E-24        1.633344E-32        
1.060861E-02        -4.730436E-24        1.533684E-32        
1.059908E-02        -4.531530E-24        1.440021E-32        
1.058956E-02        -4.340819E-24        1.352000E-32        
1.058005E-02        -4.157973E-24        1.269284E-32        
1.057055E-02        -3.982674E-24        1.191560E-32        
1.056105E-02        -3.814616E-24        1.118529E-32        
1.055156E-02        -3.653508E-24        1.049913E-32        
1.054208E-02        -3.499067E-24        9.854488E-33        
1.053261E-02        -3.351024E-24        9.248882E-33        
1.052315E-02        -3.209119E-24        8.679983E-33        
1.051370E-02        -3.073103E-24        8.145599E-33        
1.050425E-02        -2.942737E-24        7.643665E-33        
1.049482E-02        -2.817790E-24        7.172238E-33        
1.048539E-02        -2.698043E-24        6.729489E-33        
1.047597E-02        -2.583283E-24        6.313700E-33        
1.046656E-02        -2.473307E-24        5.923251E-33        
1.045716E-02        -2.367920E-24        5.556620E-33        
1.044776E-02        -2.266934E-24        5.212373E-33        
1.043838E-02        -2.170170E-24        4.889165E-33        
1.042900E-02        -2.077454E-24        4.585726E-33        
1.041963E-02        -1.988620E-24        4.300864E-33        
1.041027E-02        -1.903510E-24        4.033459E-33        
1.040092E-02        -1.821970E-24        3.782454E-33        
1.039158E-02        -1.743854E-24        3.546859E-33        
1.038224E-02        -1.669021E-24        3.325741E-33        
1.037292E-02        -1.597336E-24        3.118221E-33        
1.036360E-02        -1.528670E-24        2.923476E-33        
1.035429E-02        -1.462897E-24        2.740730E-33        
1.034499E-02        -1.399898E-24        2.569254E-33        
1.033569E-02        -1.339559E-24        2.408363E-33        
1.032641E-02        -1.281769E-24        2.257412E-33        
