# Source: NUDEC_BSM repo, https://doi.org/10.1088/1475-7516/2020/05/048
# T (MeV)           dP_int/dT (e^2)      dP_int/dT (e^3)      
5.168046E+00        -8.731548E-01        7.821245E-02        
5.163404E+00        -8.707943E-01        7.800170E-02        
5.158765E+00        -8.684402E-01        7.779153E-02        
5.154131E+00        -8.660924E-01        7.758191E-02        
5.149501E+00        -8.637510E-01        7.737287E-02        
5.144875E+00        -8.614158E-01        7.716438E-02        
5.140254E+00        -8.590870E-01        7.695646E-02        
5.135636E+00        -8.567644E-01        7.674910E-02        
5.131023E+00        -8.544482E-01        7.654229E-02        
5.126413E+00        -8.521381E-01        7.633604E-02        
5.121808E+00        -8.498343E-01        7.613035E-02        
5.117207E+00        -8.475367E-01        7.592521E-02        
5.112610E+00        -8.452453E-01        7.572063E-02        
5.108018E+00        -8.429601E-01        7.551659E-02        
5.103429E+00        -8.406811E-01        7.531311E-02        
5.098844E+00        -8.384081E-01        7.511017E-02        
5.094264E+00        -8.361414E-01        7.490778E-02        
5.089688E+00        -8.338807E-01        7.470593E-02        
5.085116E+00        -8.316262E-01        7.450463E-02        
5.080548E+00        -8.293777E-01        7.430387E-02        
5.075984E+00        -8.271353E-01        7.410365E-02        
5.071424E+00        -8.248989E-01        7.390397E-02        
5.066868E+00        -8.226686E-01        7.370483E-02        
5.062317E+00        -8.204442E-01        7.350623E-02        
5.057769E+00        -8.182259E-01        7.330815E-02        
5.053225E+00        -8.160136E-01        7.311062E-02        
5.048686E+00        -8.138072E-01        7.291361E-02        
5.044151E+00        -8.116068E-01        7.271714E-02        
5.039620E+00        -8.094123E-01        7.252119E-02        
5.035092E+00        -8.072238E-01        7.232577E-02        
5.030569E+00        -8.050411E-01        7.213088E-02        
5.026050E+00        -8.028643E-01        7.193651E-02        
5.021535E+00        -8.006934E-01        7.174267E-02        
5.017024E+00        -7.985284E-01        7.154935E-02        
5.012517E+00        -7.963692E-01        7.135655E-02        
5.008015E+00        -7.942158E-01        7.116427E-02        
5.003516E+00        -7.920682E-01        7.097250E-02        
4.999021E+00        -7.899265E-01        7.078126E-02        
4.994530E+00        -7.877905E-01        7.059053E-02        
4.990044E+00        -7.856602E-01        7.040031E-02        
4.985561E+00        -7.835357E-01        7.021060E-02        
4.981082E+00        -7.814170E-01        7.002141E-02        
4.976608E+00        -7.793039E-01        6.983272E-02        
4.972137E+00        -7.771966E-01        6.964454E-02        
4.967671E+00        -7.750949E-01        6.945687E-02        
4.963208E+00        -7.729989E-01        6.926971E-02        
4.958750E+00        -7.709086E-01        6.908305E-02        
4.954295E+00        -7.688239E-01        6.889689E-02        
4.949845E+00        -7.667448E-01        6.871123E-02        
4.945398E+00        -7.646714E-01        6.852608E-02        
4.940956E+00        -7.626035E-01        6.834142E-02        
4.936517E+00        -7.605412E-01        6.815726E-02        
4.932083E+00        -7.584845E-01        6.797359E-02        
4.927652E+00        -7.564333E-01        6.779042E-02        
4.923225E+00        -7.543877E-01        6.760774E-02        
4.918803E+00        -7.523475E-01        6.742556E-02        
4.914384E+00        -7.503129E-01        6.724387E-02        
4.909969E+00        -7.482838E-01        6.706266E-02        
4.905559E+00        -7.462601E-01        6.688194E-02        
4.901152E+00        -7.442419E-01        6.670171E-02        
4.896749E+00        -7.422291E-01        6.652197E-02        
4.892350E+00        -7.402218E-01        6.634271E-02        
4.887955E+00        -7.382199E-01        6.616393E-02        
4.883565E+00        -7.362234E-01        6.598563E-02        
4.879178E+00        -7.342322E-01        6.580782E-02        
4.874795E+00        -7.322465E-01        6.563048E-02        
4.870415E+00        -7.302661E-01        6.545362E-02        
4.866040E+00        -7.282910E-01        6.527724E-02        
4.861669E+00        -7.263213E-01        6.510133E-02        
4.857302E+00        -7.243569E-01        6.492590E-02        
4.852938E+00        -7.223978E-01        6.475093E-02        
4.848579E+00        -7.204439E-01        6.457644E-02        
4.844223E+00        -7.184954E-01        6.440242E-02        
4.839872E+00        -7.165521E-01        6.422887E-02        
4.835524E+00        -7.146140E-01        6.405579E-02        
4.831180E+00        -7.126812E-01        6.388317E-02        
4.826840E+00        -7.107536E-01        6.371101E-02        
4.822504E+00        -7.088311E-01        6.353932E-02        
4.818172E+00        -7.069139E-01        6.336810E-02        
4.813844E+00        -7.050019E-01        6.319733E-02        
4.809519E+00        -7.030950E-01        6.302702E-02        
4.805199E+00        -7.011932E-01        6.285718E-02        
4.800882E+00        -6.992966E-01        6.268779E-02        
4.796570E+00        -6.974051E-01        6.251885E-02        
4.792261E+00        -6.955187E-01        6.235037E-02        
4.787956E+00        -6.936373E-01        6.218235E-02        
4.783655E+00        -6.917611E-01        6.201477E-02        
4.779358E+00        -6.898899E-01        6.184765E-02        
4.775064E+00        -6.880238E-01        6.168098E-02        
4.770775E+00        -6.861627E-01        6.151476E-02        
4.766489E+00        -6.843066E-01        6.134898E-02        
4.762207E+00        -6.824556E-01        6.118366E-02        
4.757929E+00        -6.806095E-01        6.101877E-02        
4.753655E+00        -6.787684E-01        6.085433E-02        
4.749385E+00        -6.769323E-01        6.069034E-02        
4.745118E+00        -6.751011E-01        6.052678E-02        
4.740856E+00        -6.732749E-01        6.036367E-02        
4.736597E+00        -6.714536E-01        6.020100E-02        
4.732342E+00        -6.696372E-01        6.003876E-02        
4.728091E+00        -6.678257E-01        5.987696E-02        
4.723844E+00        -6.660191E-01        5.971560E-02        
4.719600E+00        -6.642174E-01        5.955467E-02        
4.715360E+00        -6.624205E-01        5.939417E-02        
4.711124E+00        -6.606285E-01        5.923411E-02        
4.706892E+00        -6.588413E-01        5.907448E-02        
4.702664E+00        -6.570589E-01        5.891527E-02        
4.698440E+00        -6.552814E-01        5.875650E-02        
4.694219E+00        -6.535086E-01        5.859816E-02        
4.690002E+00        -6.517407E-01        5.844024E-02        
4.685789E+00        -6.499774E-01        5.828274E-02        
4.681580E+00        -6.482190E-01        5.812567E-02        
4.677374E+00        -6.464653E-01        5.796902E-02        
4.673172E+00        -6.447163E-01        5.781280E-02        
4.668974E+00        -6.429721E-01        5.765700E-02        
4.664780E+00        -6.412325E-01        5.750161E-02        
4.660590E+00        -6.394977E-01        5.734665E-02        
4.656403E+00        -6.377675E-01        5.719210E-02        
4.652220E+00        -6.360420E-01        5.703796E-02        
4.648041E+00        -6.343212E-01        5.688425E-02        
4.643865E+00        -6.326050E-01        5.673094E-02        
4.639694E+00        -6.308934E-01        5.657805E-02        
4.635526E+00        -6.291864E-01        5.642558E-02        
4.631362E+00        -6.274841E-01        5.627351E-02        
4.627201E+00        -6.257863E-01        5.612185E-02        
4.623045E+00        -6.240932E-01        5.597060E-02        
4.618892E+00        -6.224046E-01        5.581976E-02        
4.614742E+00        -6.207205E-01        5.566932E-02        
4.610597E+00        -6.190410E-01        5.551929E-02        
4.606455E+00        -6.173660E-01        5.536966E-02        
4.602317E+00        -6.156956E-01        5.522044E-02        
4.598183E+00        -6.140296E-01        5.507162E-02        
4.594052E+00        -6.123682E-01        5.492320E-02        
4.589925E+00        -6.107112E-01        5.477517E-02        
4.585802E+00        -6.090587E-01        5.462755E-02        
4.581683E+00        -6.074107E-01        5.448033E-02        
4.577567E+00        -6.057671E-01        5.433350E-02        
4.573455E+00        -6.041279E-01        5.418706E-02        
4.569346E+00        -6.024932E-01        5.404103E-02        
4.565242E+00        -6.008629E-01        5.389538E-02        
4.561141E+00        -5.992369E-01        5.375013E-02        
4.557043E+00        -5.976154E-01        5.360527E-02        
4.552949E+00        -5.959983E-01        5.346079E-02        
4.548860E+00        -5.943855E-01        5.331671E-02        
4.544773E+00        -5.927770E-01        5.317302E-02        
4.540691E+00        -5.911729E-01        5.302971E-02        
4.536612E+00        -5.895731E-01        5.288679E-02        
4.532536E+00        -5.879777E-01        5.274425E-02        
4.528465E+00        -5.863865E-01        5.260210E-02        
4.524397E+00        -5.847997E-01        5.246033E-02        
4.520332E+00        -5.832171E-01        5.231894E-02        
4.516272E+00        -5.816388E-01        5.217793E-02        
4.512215E+00        -5.800647E-01        5.203731E-02        
4.508161E+00        -5.784949E-01        5.189706E-02        
4.504111E+00        -5.769294E-01        5.175719E-02        
4.500065E+00        -5.753680E-01        5.161769E-02        
4.496023E+00        -5.738109E-01        5.147857E-02        
4.491984E+00        -5.722580E-01        5.133983E-02        
4.487949E+00        -5.707092E-01        5.120146E-02        
4.483917E+00        -5.691647E-01        5.106346E-02        
4.479889E+00        -5.676243E-01        5.092584E-02        
4.475865E+00        -5.660881E-01        5.078858E-02        
4.471844E+00        -5.645560E-01        5.065170E-02        
4.467827E+00        -5.630280E-01        5.051518E-02        
4.463813E+00        -5.615042E-01        5.037903E-02        
4.459804E+00        -5.599845E-01        5.024325E-02        
4.455797E+00        -5.584689E-01        5.010783E-02        
4.451794E+00        -5.569574E-01        4.997278E-02        
4.447795E+00        -5.554499E-01        4.983809E-02        
4.443800E+00        -5.539465E-01        4.970377E-02        
4.439808E+00        -5.524472E-01        4.956981E-02        
4.435820E+00        -5.509519E-01        4.943620E-02        
4.431835E+00        -5.494607E-01        4.930296E-02        
4.427854E+00        -5.479735E-01        4.917008E-02        
4.423876E+00        -5.464903E-01        4.903755E-02        
4.419902E+00        -5.450111E-01        4.890538E-02        
4.415931E+00        -5.435359E-01        4.877357E-02        
4.411965E+00        -5.420647E-01        4.864211E-02        
4.408001E+00        -5.405974E-01        4.851101E-02        
4.404041E+00        -5.391341E-01        4.838026E-02        
4.400085E+00        -5.376748E-01        4.824986E-02        
4.396133E+00        -5.362194E-01        4.811981E-02        
4.392183E+00        -5.347679E-01        4.799011E-02        
4.388238E+00        -5.333203E-01        4.786077E-02        
4.384296E+00        -5.318767E-01        4.773177E-02        
4.380357E+00        -5.304369E-01        4.760311E-02        
4.376422E+00        -5.290010E-01        4.747481E-02        
4.372491E+00        -5.275690E-01        4.734685E-02        
4.368563E+00        -5.261409E-01        4.721923E-02        
4.364639E+00        -5.247166E-01        4.709196E-02        
4.360718E+00        -5.232962E-01        4.696503E-02        
4.356801E+00        -5.218796E-01        4.683845E-02        
4.352887E+00        -5.204668E-01        4.671220E-02        
4.348977E+00        -5.190579E-01        4.658630E-02        
4.345070E+00        -5.176527E-01        4.646073E-02        
4.341167E+00        -5.162513E-01        4.633550E-02        
4.337267E+00        -5.148537E-01        4.621061E-02        
4.333371E+00        -5.134599E-01        4.608605E-02        
4.329478E+00        -5.120699E-01        4.596183E-02        
4.325589E+00        -5.106836E-01        4.583795E-02        
4.321703E+00        -5.093010E-01        4.571440E-02        
4.317821E+00        -5.079222E-01        4.559118E-02        
4.313942E+00        -5.065471E-01        4.546829E-02        
4.310067E+00        -5.051757E-01        4.534574E-02        
4.306195E+00        -5.038080E-01        4.522351E-02        
4.302327E+00        -5.024440E-01        4.510162E-02        
4.298462E+00        -5.010837E-01        4.498005E-02        
4.294600E+00        -4.997270E-01        4.485881E-02        
4.290742E+00        -4.983740E-01        4.473790E-02        
4.286888E+00        -4.970247E-01        4.461731E-02        
4.283037E+00        -4.956790E-01        4.449705E-02        
4.279189E+00        -4.943369E-01        4.437711E-02        
4.275345E+00        -4.929985E-01        4.425749E-02        
4.271505E+00        -4.916636E-01        4.413820E-02        
4.267668E+00        -4.903324E-01        4.401922E-02        
4.263834E+00        -4.890048E-01        4.390057E-02        
4.260004E+00        -4.876807E-01        4.378224E-02        
4.256177E+00        -4.863603E-01        4.366422E-02        
4.252353E+00        -4.850434E-01        4.354653E-02        
4.248533E+00        -4.837300E-01        4.342915E-02        
4.244717E+00        -4.824202E-01        4.331209E-02        
4.240904E+00        -4.811139E-01        4.319534E-02        
4.237094E+00        -4.798112E-01        4.307891E-02        
4.233288E+00        -4.785119E-01        4.296279E-02        
4.229485E+00        -4.772162E-01        4.284698E-02        
4.225686E+00        -4.759240E-01        4.273148E-02        
4.221890E+00        -4.746352E-01        4.261630E-02        
4.218097E+00        -4.733500E-01        4.250143E-02        
4.214308E+00        -4.720682E-01        4.238686E-02        
4.210522E+00        -4.707898E-01        4.227261E-02        
4.206740E+00        -4.695150E-01        4.215866E-02        
4.202961E+00        -4.682435E-01        4.204502E-02        
4.199185E+00        -4.669755E-01        4.193168E-02        
4.195413E+00        -4.657109E-01        4.181866E-02        
4.191644E+00        -4.644497E-01        4.170593E-02        
4.187879E+00        -4.631920E-01        4.159351E-02        
4.184117E+00        -4.619376E-01        4.148139E-02        
4.180358E+00        -4.606866E-01        4.136957E-02        
4.176603E+00        -4.594390E-01        4.125806E-02        
4.172851E+00        -4.581948E-01        4.114684E-02        
4.169102E+00        -4.569539E-01        4.103593E-02        
4.165357E+00        -4.557163E-01        4.092531E-02        
4.161615E+00        -4.544821E-01        4.081499E-02        
4.157877E+00        -4.532513E-01        4.070497E-02        
4.154142E+00        -4.520237E-01        4.059525E-02        
4.150410E+00        -4.507995E-01        4.048582E-02        
4.146682E+00        -4.495786E-01        4.037668E-02        
4.142957E+00        -4.483610E-01        4.026784E-02        
4.139235E+00        -4.471466E-01        4.015929E-02        
4.135517E+00        -4.459356E-01        4.005104E-02        
4.131802E+00        -4.447278E-01        3.994307E-02        
4.128090E+00        -4.435232E-01        3.983540E-02        
4.124382E+00        -4.423220E-01        3.972802E-02        
4.120677E+00        -4.411239E-01        3.962092E-02        
4.116975E+00        -4.399291E-01        3.951412E-02        
4.113277E+00        -4.387375E-01        3.940760E-02        
4.109582E+00        -4.375492E-01        3.930137E-02        
4.105890E+00        -4.363640E-01        3.919543E-02        
4.102201E+00        -4.351821E-01        3.908977E-02        
4.098516E+00        -4.340033E-01        3.898439E-02        
4.094835E+00        -4.328277E-01        3.887930E-02        
4.091156E+00        -4.316553E-01        3.877449E-02        
4.087481E+00        -4.304861E-01        3.866997E-02        
4.083809E+00        -4.293200E-01        3.856572E-02        
4.080141E+00        -4.281571E-01        3.846176E-02        
4.076475E+00        -4.269973E-01        3.835808E-02        
4.072813E+00        -4.258406E-01        3.825467E-02        
4.069155E+00        -4.246871E-01        3.815155E-02        
4.065499E+00        -4.235366E-01        3.804870E-02        
4.061847E+00        -4.223893E-01        3.794613E-02        
4.058198E+00        -4.212451E-01        3.784384E-02        
4.054553E+00        -4.201039E-01        3.774182E-02        
4.050911E+00        -4.189659E-01        3.764008E-02        
4.047272E+00        -4.178309E-01        3.753861E-02        
4.043636E+00        -4.166990E-01        3.743741E-02        
4.040003E+00        -4.155701E-01        3.733649E-02        
4.036374E+00        -4.144442E-01        3.723582E-02        
4.032748E+00        -4.133215E-01        3.713545E-02        
4.029126E+00        -4.122018E-01        3.703534E-02        
4.025506E+00        -4.110850E-01        3.693550E-02        
4.021890E+00        -4.099713E-01        3.683593E-02        
4.018277E+00        -4.088606E-01        3.673663E-02        
4.014667E+00        -4.077529E-01        3.663759E-02        
4.011061E+00        -4.066482E-01        3.653882E-02        
4.007458E+00        -4.055465E-01        3.644032E-02        
4.003858E+00        -4.044477E-01        3.634208E-02        
4.000261E+00        -4.033520E-01        3.624411E-02        
3.996668E+00        -4.022591E-01        3.614640E-02        
3.993077E+00        -4.011692E-01        3.604895E-02        
3.989490E+00        -4.000823E-01        3.595177E-02        
3.985906E+00        -3.989983E-01        3.585485E-02        
3.982326E+00        -3.979172E-01        3.575818E-02        
3.978748E+00        -3.968391E-01        3.566178E-02        
3.975174E+00        -3.957638E-01        3.556564E-02        
3.971603E+00        -3.946915E-01        3.546976E-02        
3.968036E+00        -3.936220E-01        3.537414E-02        
3.964471E+00        -3.925555E-01        3.527877E-02        
3.960910E+00        -3.914918E-01        3.518366E-02        
3.957352E+00        -3.904310E-01        3.508881E-02        
3.953797E+00        -3.893731E-01        3.499421E-02        
3.950245E+00        -3.883180E-01        3.489987E-02        
3.946696E+00        -3.872657E-01        3.480578E-02        
3.943151E+00        -3.862163E-01        3.471195E-02        
3.939609E+00        -3.851698E-01        3.461836E-02        
3.936070E+00        -3.841260E-01        3.452503E-02        
3.932534E+00        -3.830851E-01        3.443195E-02        
3.929001E+00        -3.820470E-01        3.433913E-02        
3.925472E+00        -3.810117E-01        3.424655E-02        
3.921945E+00        -3.799792E-01        3.415422E-02        
3.918422E+00        -3.789495E-01        3.406214E-02        
3.914902E+00        -3.779225E-01        3.397031E-02        
3.911385E+00        -3.768984E-01        3.387872E-02        
3.907872E+00        -3.758770E-01        3.378738E-02        
3.904361E+00        -3.748583E-01        3.369629E-02        
3.900854E+00        -3.738424E-01        3.360545E-02        
3.897350E+00        -3.728293E-01        3.351484E-02        
3.893849E+00        -3.718188E-01        3.342449E-02        
3.890351E+00        -3.708112E-01        3.333437E-02        
3.886856E+00        -3.698062E-01        3.324450E-02        
3.883364E+00        -3.688039E-01        3.315487E-02        
3.879876E+00        -3.678044E-01        3.306548E-02        
3.876391E+00        -3.668076E-01        3.297634E-02        
3.872908E+00        -3.658134E-01        3.288743E-02        
3.869429E+00        -3.648219E-01        3.279876E-02        
3.865953E+00        -3.638331E-01        3.271033E-02        
3.862480E+00        -3.628470E-01        3.262214E-02        
3.859011E+00        -3.618635E-01        3.253419E-02        
3.855544E+00        -3.608827E-01        3.244647E-02        
3.852081E+00        -3.599046E-01        3.235899E-02        
3.848620E+00        -3.589291E-01        3.227175E-02        
3.845163E+00        -3.579562E-01        3.218474E-02        
3.841709E+00        -3.569859E-01        3.209797E-02        
3.838258E+00        -3.560183E-01        3.201142E-02        
3.834810E+00        -3.550533E-01        3.192512E-02        
3.831365E+00        -3.540909E-01        3.183904E-02        
3.827923E+00        -3.531311E-01        3.175320E-02        
3.824484E+00        -3.521738E-01        3.166758E-02        
3.821049E+00        -3.512192E-01        3.158220E-02        
3.817616E+00        -3.502671E-01        3.149705E-02        
3.814187E+00        -3.493176E-01        3.141213E-02        
3.810760E+00        -3.483707E-01        3.132744E-02        
3.807337E+00        -3.474264E-01        3.124297E-02        
3.803917E+00        -3.464845E-01        3.115873E-02        
3.800500E+00        -3.455453E-01        3.107472E-02        
3.797086E+00        -3.446085E-01        3.099094E-02        
3.793675E+00        -3.436743E-01        3.090738E-02        
3.790267E+00        -3.427426E-01        3.082404E-02        
3.786862E+00        -3.418135E-01        3.074093E-02        
3.783460E+00        -3.408868E-01        3.065805E-02        
3.780062E+00        -3.399626E-01        3.057539E-02        
3.776666E+00        -3.390410E-01        3.049295E-02        
3.773273E+00        -3.381218E-01        3.041073E-02        
3.769884E+00        -3.372051E-01        3.032873E-02        
3.766497E+00        -3.362909E-01        3.024696E-02        
3.763114E+00        -3.353792E-01        3.016540E-02        
3.759733E+00        -3.344699E-01        3.008407E-02        
3.756356E+00        -3.335631E-01        3.000295E-02        
3.752981E+00        -3.326587E-01        2.992205E-02        
3.749610E+00        -3.317568E-01        2.984137E-02        
3.746242E+00        -3.308573E-01        2.976091E-02        
3.742876E+00        -3.299602E-01        2.968067E-02        
3.739514E+00        -3.290655E-01        2.960064E-02        
3.736155E+00        -3.281733E-01        2.952082E-02        
3.732798E+00        -3.272835E-01        2.944122E-02        
3.729445E+00        -3.263961E-01        2.936184E-02        
3.726095E+00        -3.255110E-01        2.928267E-02        
3.722748E+00        -3.246284E-01        2.920371E-02        
3.719404E+00        -3.237482E-01        2.912497E-02        
3.716062E+00        -3.228703E-01        2.904644E-02        
3.712724E+00        -3.219948E-01        2.896811E-02        
3.709389E+00        -3.211217E-01        2.889000E-02        
3.706057E+00        -3.202509E-01        2.881211E-02        
3.702728E+00        -3.193825E-01        2.873442E-02        
3.699401E+00        -3.185164E-01        2.865694E-02        
3.696078E+00        -3.176527E-01        2.857966E-02        
3.692758E+00        -3.167913E-01        2.850260E-02        
3.689441E+00        -3.159322E-01        2.842574E-02        
3.686126E+00        -3.150754E-01        2.834910E-02        
3.682815E+00        -3.142210E-01        2.827265E-02        
3.679507E+00        -3.133688E-01        2.819642E-02        
3.676201E+00        -3.125190E-01        2.812039E-02        
3.672899E+00        -3.116715E-01        2.804456E-02        
3.669600E+00        -3.108262E-01        2.796894E-02        
3.666303E+00        -3.099833E-01        2.789352E-02        
3.663010E+00        -3.091426E-01        2.781830E-02        
3.659719E+00        -3.083041E-01        2.774329E-02        
3.656431E+00        -3.074680E-01        2.766848E-02        
3.653147E+00        -3.066341E-01        2.759387E-02        
3.649865E+00        -3.058025E-01        2.751946E-02        
3.646586E+00        -3.049731E-01        2.744526E-02        
3.643311E+00        -3.041459E-01        2.737125E-02        
3.640038E+00        -3.033210E-01        2.729744E-02        
3.636768E+00        -3.024983E-01        2.722383E-02        
3.633501E+00        -3.016778E-01        2.715042E-02        
3.630237E+00        -3.008596E-01        2.707721E-02        
3.626976E+00        -3.000435E-01        2.700419E-02        
3.623718E+00        -2.992297E-01        2.693137E-02        
3.620462E+00        -2.984180E-01        2.685875E-02        
3.617210E+00        -2.976086E-01        2.678632E-02        
3.613961E+00        -2.968013E-01        2.671409E-02        
3.610714E+00        -2.959963E-01        2.664205E-02        
3.607471E+00        -2.951933E-01        2.657021E-02        
3.604230E+00        -2.943926E-01        2.649856E-02        
3.600992E+00        -2.935940E-01        2.642710E-02        
3.597757E+00        -2.927976E-01        2.635583E-02        
3.594525E+00        -2.920033E-01        2.628476E-02        
3.591296E+00        -2.912111E-01        2.621384E-02        
3.588070E+00        -2.904212E-01        2.614319E-02        
3.584847E+00        -2.896334E-01        2.607269E-02        
3.581627E+00        -2.888477E-01        2.600238E-02        
3.578409E+00        -2.880641E-01        2.593226E-02        
3.575195E+00        -2.872826E-01        2.586233E-02        
3.571983E+00        -2.865032E-01        2.579258E-02        
3.568774E+00        -2.857260E-01        2.572303E-02        
3.565569E+00        -2.849508E-01        2.565366E-02        
3.562365E+00        -2.841778E-01        2.558448E-02        
3.559165E+00        -2.834068E-01        2.551548E-02        
3.555968E+00        -2.826379E-01        2.544668E-02        
3.552774E+00        -2.818711E-01        2.537805E-02        
3.549582E+00        -2.811063E-01        2.530961E-02        
3.546394E+00        -2.803436E-01        2.524136E-02        
3.543208E+00        -2.795830E-01        2.517329E-02        
3.540025E+00        -2.788244E-01        2.510540E-02        
3.536845E+00        -2.780679E-01        2.503770E-02        
3.533668E+00        -2.773135E-01        2.497017E-02        
3.530493E+00        -2.765610E-01        2.490283E-02        
3.527322E+00        -2.758106E-01        2.483568E-02        
3.524153E+00        -2.750622E-01        2.476870E-02        
3.520987E+00        -2.743159E-01        2.470190E-02        
3.517824E+00        -2.735716E-01        2.463528E-02        
3.514664E+00        -2.728292E-01        2.456885E-02        
3.511507E+00        -2.720889E-01        2.450259E-02        
3.508353E+00        -2.713506E-01        2.443651E-02        
3.505201E+00        -2.706143E-01        2.437061E-02        
3.502052E+00        -2.698799E-01        2.430488E-02        
3.498906E+00        -2.691476E-01        2.423933E-02        
3.495763E+00        -2.684172E-01        2.417396E-02        
3.492623E+00        -2.676888E-01        2.410877E-02        
3.489485E+00        -2.669624E-01        2.404375E-02        
3.486351E+00        -2.662379E-01        2.397890E-02        
3.483219E+00        -2.655154E-01        2.391423E-02        
3.480090E+00        -2.647948E-01        2.384974E-02        
3.476964E+00        -2.640762E-01        2.378542E-02        
3.473840E+00        -2.633596E-01        2.372127E-02        
3.470719E+00        -2.626448E-01        2.365729E-02        
3.467602E+00        -2.619320E-01        2.359349E-02        
3.464487E+00        -2.612212E-01        2.352986E-02        
3.461374E+00        -2.605122E-01        2.346640E-02        
3.458265E+00        -2.598052E-01        2.340311E-02        
3.455158E+00        -2.591000E-01        2.333999E-02        
3.452055E+00        -2.583968E-01        2.327704E-02        
3.448954E+00        -2.576955E-01        2.321427E-02        
3.445855E+00        -2.569961E-01        2.315166E-02        
3.442760E+00        -2.562985E-01        2.308922E-02        
3.439667E+00        -2.556029E-01        2.302694E-02        
3.436577E+00        -2.549091E-01        2.296484E-02        
3.433490E+00        -2.542172E-01        2.290290E-02        
3.430406E+00        -2.535272E-01        2.284113E-02        
3.427324E+00        -2.528390E-01        2.277953E-02        
3.424245E+00        -2.521527E-01        2.271809E-02        
3.421169E+00        -2.514682E-01        2.265681E-02        
3.418096E+00        -2.507856E-01        2.259571E-02        
3.415026E+00        -2.501049E-01        2.253476E-02        
3.411958E+00        -2.494260E-01        2.247398E-02        
3.408893E+00        -2.487489E-01        2.241337E-02        
3.405830E+00        -2.480736E-01        2.235292E-02        
3.402771E+00        -2.474002E-01        2.229263E-02        
3.399714E+00        -2.467286E-01        2.223250E-02        
3.396660E+00        -2.460588E-01        2.217254E-02        
3.393609E+00        -2.453908E-01        2.211273E-02        
3.390560E+00        -2.447246E-01        2.205309E-02        
3.387515E+00        -2.440603E-01        2.199361E-02        
3.384472E+00        -2.433977E-01        2.193429E-02        
3.381431E+00        -2.427369E-01        2.187513E-02        
3.378394E+00        -2.420779E-01        2.181613E-02        
3.375359E+00        -2.414207E-01        2.175728E-02        
3.372327E+00        -2.407652E-01        2.169860E-02        
3.369297E+00        -2.401115E-01        2.164007E-02        
3.366270E+00        -2.394596E-01        2.158170E-02        
3.363247E+00        -2.388095E-01        2.152349E-02        
3.360225E+00        -2.381611E-01        2.146544E-02        
3.357207E+00        -2.375144E-01        2.140754E-02        
3.354191E+00        -2.368695E-01        2.134980E-02        
3.351178E+00        -2.362264E-01        2.129221E-02        
3.348167E+00        -2.355850E-01        2.123478E-02        
3.345160E+00        -2.349453E-01        2.117750E-02        
3.342155E+00        -2.343074E-01        2.112038E-02        
3.339152E+00        -2.336711E-01        2.106341E-02        
3.336153E+00        -2.330366E-01        2.100660E-02        
3.333156E+00        -2.324038E-01        2.094994E-02        
3.330162E+00        -2.317728E-01        2.089343E-02        
3.327170E+00        -2.311434E-01        2.083707E-02        
3.324181E+00        -2.305157E-01        2.078087E-02        
3.321195E+00        -2.298897E-01        2.072481E-02        
3.318212E+00        -2.292654E-01        2.066891E-02        
3.315231E+00        -2.286428E-01        2.061316E-02        
3.312253E+00        -2.280219E-01        2.055755E-02        
3.309277E+00        -2.274027E-01        2.050210E-02        
3.306304E+00        -2.267851E-01        2.044680E-02        
3.303334E+00        -2.261692E-01        2.039165E-02        
3.300367E+00        -2.255550E-01        2.033664E-02        
3.297402E+00        -2.249424E-01        2.028178E-02        
3.294440E+00        -2.243315E-01        2.022707E-02        
3.291480E+00        -2.237223E-01        2.017251E-02        
3.288524E+00        -2.231147E-01        2.011810E-02        
3.285570E+00        -2.225087E-01        2.006383E-02        
3.282618E+00        -2.219043E-01        2.000971E-02        
3.279669E+00        -2.213016E-01        1.995573E-02        
3.276723E+00        -2.207006E-01        1.990190E-02        
3.273780E+00        -2.201011E-01        1.984822E-02        
3.270839E+00        -2.195033E-01        1.979467E-02        
3.267900E+00        -2.189071E-01        1.974128E-02        
3.264965E+00        -2.183125E-01        1.968802E-02        
3.262032E+00        -2.177195E-01        1.963492E-02        
3.259101E+00        -2.171281E-01        1.958195E-02        
3.256174E+00        -2.165383E-01        1.952913E-02        
3.253249E+00        -2.159501E-01        1.947644E-02        
3.250326E+00        -2.153635E-01        1.942390E-02        
3.247406E+00        -2.147785E-01        1.937151E-02        
3.244489E+00        -2.141951E-01        1.931925E-02        
3.241575E+00        -2.136132E-01        1.926713E-02        
3.238663E+00        -2.130329E-01        1.921516E-02        
3.235753E+00        -2.124542E-01        1.916332E-02        
3.232847E+00        -2.118770E-01        1.911163E-02        
3.229943E+00        -2.113014E-01        1.906007E-02        
3.227041E+00        -2.107274E-01        1.900865E-02        
3.224142E+00        -2.101549E-01        1.895737E-02        
3.221246E+00        -2.095840E-01        1.890623E-02        
3.218352E+00        -2.090146E-01        1.885523E-02        
3.215461E+00        -2.084467E-01        1.880436E-02        
3.212573E+00        -2.078804E-01        1.875364E-02        
3.209687E+00        -2.073156E-01        1.870304E-02        
3.206803E+00        -2.067523E-01        1.865259E-02        
3.203923E+00        -2.061906E-01        1.860227E-02        
3.201044E+00        -2.056304E-01        1.855208E-02        
3.198169E+00        -2.050716E-01        1.850204E-02        
