# Source: NUDEC_BSM repo, https://doi.org/10.1088/1475-7516/2020/05/048
# T (MeV)           dP_int/dT (e^2)      dP_int/dT (e^3)      
7.041244E-02        -1.460851E-08        9.922137E-10        
7.034919E-02        -1.448896E-08        9.823157E-10        
7.028599E-02        -1.437031E-08        9.725082E-10        
7.022285E-02        -1.425255E-08        9.627905E-10        
7.015977E-02        -1.413567E-08        9.531619E-10        
7.009674E-02        -1.401968E-08        9.436216E-10        
7.003377E-02        -1.390455E-08        9.341688E-10        
6.997086E-02        -1.379030E-08        9.248029E-10        
6.990801E-02        -1.367690E-08        9.155231E-10        
6.984521E-02        -1.356437E-08        9.063287E-10        
6.978246E-02        -1.345268E-08        8.972190E-10        
6.971978E-02        -1.334183E-08        8.881933E-10        
6.965715E-02        -1.323182E-08        8.792509E-10        
6.959457E-02        -1.312265E-08        8.703911E-10        
6.953205E-02        -1.301430E-08        8.616133E-10        
6.946959E-02        -1.290678E-08        8.529166E-10        
6.940719E-02        -1.280007E-08        8.443006E-10        
6.934484E-02        -1.269416E-08        8.357644E-10        
6.928254E-02        -1.258907E-08        8.273074E-10        
6.922031E-02        -1.248477E-08        8.189289E-10        
6.915812E-02        -1.238126E-08        8.106283E-10        
6.909600E-02        -1.227855E-08        8.024050E-10        
6.903393E-02        -1.217661E-08        7.942583E-10        
6.897191E-02        -1.207545E-08        7.861875E-10        
6.890996E-02        -1.197507E-08        7.781920E-10        
6.884805E-02        -1.187545E-08        7.702711E-10        
6.878621E-02        -1.177659E-08        7.624243E-10        
6.872441E-02        -1.167848E-08        7.546509E-10        
6.866268E-02        -1.158113E-08        7.469503E-10        
6.860100E-02        -1.148452E-08        7.393219E-10        
6.853937E-02        -1.138865E-08        7.317650E-10        
6.847780E-02        -1.129352E-08        7.242791E-10        
6.841629E-02        -1.119911E-08        7.168635E-10        
6.835483E-02        -1.110544E-08        7.095177E-10        
6.829342E-02        -1.101248E-08        7.022410E-10        
6.823207E-02        -1.092023E-08        6.950329E-10        
6.817078E-02        -1.082870E-08        6.878928E-10        
6.810954E-02        -1.073787E-08        6.808201E-10        
6.804836E-02        -1.064774E-08        6.738143E-10        
6.798723E-02        -1.055830E-08        6.668747E-10        
6.792615E-02        -1.046956E-08        6.600008E-10        
6.786514E-02        -1.038150E-08        6.531920E-10        
6.780417E-02        -1.029412E-08        6.464478E-10        
6.774326E-02        -1.020742E-08        6.397676E-10        
6.768241E-02        -1.012138E-08        6.331508E-10        
6.762161E-02        -1.003602E-08        6.265970E-10        
6.756086E-02        -9.951311E-09        6.201056E-10        
6.750017E-02        -9.867263E-09        6.136760E-10        
6.743953E-02        -9.783868E-09        6.073077E-10        
6.737895E-02        -9.701120E-09        6.010002E-10        
6.731842E-02        -9.619015E-09        5.947529E-10        
6.725795E-02        -9.537549E-09        5.885654E-10        
6.719753E-02        -9.456717E-09        5.824371E-10        
6.713717E-02        -9.376515E-09        5.763675E-10        
6.707686E-02        -9.296938E-09        5.703561E-10        
6.701660E-02        -9.217981E-09        5.644023E-10        
6.695640E-02        -9.139641E-09        5.585058E-10        
6.689625E-02        -9.061913E-09        5.526659E-10        
6.683616E-02        -8.984793E-09        5.468822E-10        
6.677612E-02        -8.908276E-09        5.411542E-10        
6.671613E-02        -8.832358E-09        5.354815E-10        
6.665620E-02        -8.757035E-09        5.298635E-10        
6.659632E-02        -8.682303E-09        5.242997E-10        
6.653650E-02        -8.608157E-09        5.187897E-10        
6.647672E-02        -8.534593E-09        5.133330E-10        
6.641701E-02        -8.461607E-09        5.079292E-10        
6.635734E-02        -8.389196E-09        5.025777E-10        
6.629773E-02        -8.317354E-09        4.972781E-10        
6.623818E-02        -8.246077E-09        4.920300E-10        
6.617867E-02        -8.175363E-09        4.868329E-10        
6.611923E-02        -8.105206E-09        4.816864E-10        
6.605983E-02        -8.035603E-09        4.765900E-10        
6.600049E-02        -7.966550E-09        4.715432E-10        
6.594120E-02        -7.898043E-09        4.665457E-10        
6.588196E-02        -7.830077E-09        4.615969E-10        
6.582278E-02        -7.762650E-09        4.566965E-10        
6.576365E-02        -7.695756E-09        4.518440E-10        
6.570457E-02        -7.629393E-09        4.470391E-10        
6.564555E-02        -7.563557E-09        4.422812E-10        
6.558658E-02        -7.498243E-09        4.375700E-10        
6.552766E-02        -7.433448E-09        4.329050E-10        
6.546880E-02        -7.369168E-09        4.282859E-10        
6.540999E-02        -7.305400E-09        4.237122E-10        
6.535123E-02        -7.242139E-09        4.191835E-10        
6.529252E-02        -7.179383E-09        4.146994E-10        
6.523387E-02        -7.117127E-09        4.102596E-10        
6.517527E-02        -7.055367E-09        4.058635E-10        
6.511672E-02        -6.994101E-09        4.015109E-10        
6.505822E-02        -6.933325E-09        3.972014E-10        
6.499978E-02        -6.873034E-09        3.929345E-10        
6.494139E-02        -6.813227E-09        3.887098E-10        
6.488305E-02        -6.753898E-09        3.845270E-10        
6.482477E-02        -6.695045E-09        3.803858E-10        
6.476653E-02        -6.636664E-09        3.762857E-10        
6.470835E-02        -6.578751E-09        3.722263E-10        
6.465022E-02        -6.521304E-09        3.682074E-10        
6.459215E-02        -6.464318E-09        3.642284E-10        
6.453412E-02        -6.407791E-09        3.602892E-10        
6.447615E-02        -6.351720E-09        3.563892E-10        
6.441823E-02        -6.296099E-09        3.525282E-10        
6.436036E-02        -6.240928E-09        3.487058E-10        
6.430255E-02        -6.186201E-09        3.449217E-10        
6.424478E-02        -6.131917E-09        3.411754E-10        
6.418707E-02        -6.078071E-09        3.374667E-10        
6.412941E-02        -6.024660E-09        3.337952E-10        
6.407180E-02        -5.971682E-09        3.301605E-10        
6.401425E-02        -5.919133E-09        3.265624E-10        
6.395674E-02        -5.867010E-09        3.230005E-10        
6.389929E-02        -5.815309E-09        3.194745E-10        
6.384189E-02        -5.764028E-09        3.159840E-10        
6.378454E-02        -5.713164E-09        3.125287E-10        
6.372724E-02        -5.662713E-09        3.091083E-10        
6.366999E-02        -5.612673E-09        3.057225E-10        
6.361279E-02        -5.563040E-09        3.023709E-10        
6.355565E-02        -5.513811E-09        2.990532E-10        
6.349856E-02        -5.464984E-09        2.957692E-10        
6.344151E-02        -5.416555E-09        2.925185E-10        
6.338452E-02        -5.368521E-09        2.893008E-10        
6.332758E-02        -5.320880E-09        2.861158E-10        
6.327070E-02        -5.273629E-09        2.829631E-10        
6.321386E-02        -5.226764E-09        2.798426E-10        
6.315707E-02        -5.180283E-09        2.767539E-10        
6.310034E-02        -5.134183E-09        2.736966E-10        
6.304365E-02        -5.088461E-09        2.706706E-10        
6.298702E-02        -5.043114E-09        2.676755E-10        
6.293044E-02        -4.998140E-09        2.647110E-10        
6.287391E-02        -4.953535E-09        2.617769E-10        
6.281743E-02        -4.909297E-09        2.588728E-10        
6.276100E-02        -4.865424E-09        2.559985E-10        
6.270462E-02        -4.821912E-09        2.531537E-10        
6.264829E-02        -4.778759E-09        2.503381E-10        
6.259201E-02        -4.735961E-09        2.475515E-10        
6.253578E-02        -4.693517E-09        2.447936E-10        
6.247961E-02        -4.651424E-09        2.420641E-10        
6.242348E-02        -4.609679E-09        2.393627E-10        
6.236740E-02        -4.568279E-09        2.366892E-10        
6.231138E-02        -4.527222E-09        2.340433E-10        
6.225540E-02        -4.486506E-09        2.314248E-10        
6.219948E-02        -4.446127E-09        2.288333E-10        
6.214360E-02        -4.406083E-09        2.262687E-10        
6.208778E-02        -4.366372E-09        2.237307E-10        
6.203201E-02        -4.326991E-09        2.212191E-10        
6.197628E-02        -4.287937E-09        2.187335E-10        
6.192061E-02        -4.249209E-09        2.162737E-10        
6.186498E-02        -4.210803E-09        2.138396E-10        
6.180941E-02        -4.172718E-09        2.114308E-10        
6.175388E-02        -4.134950E-09        2.090471E-10        
6.169841E-02        -4.097497E-09        2.066883E-10        
6.164298E-02        -4.060358E-09        2.043541E-10        
6.158761E-02        -4.023529E-09        2.020443E-10        
6.153228E-02        -3.987008E-09        1.997587E-10        
6.147701E-02        -3.950793E-09        1.974970E-10        
6.142178E-02        -3.914882E-09        1.952590E-10        
6.136661E-02        -3.879272E-09        1.930445E-10        
6.131148E-02        -3.843960E-09        1.908533E-10        
6.125640E-02        -3.808946E-09        1.886851E-10        
6.120138E-02        -3.774225E-09        1.865397E-10        
6.114640E-02        -3.739797E-09        1.844168E-10        
6.109147E-02        -3.705658E-09        1.823164E-10        
6.103659E-02        -3.671808E-09        1.802381E-10        
6.098176E-02        -3.638242E-09        1.781818E-10        
6.092698E-02        -3.604960E-09        1.761471E-10        
6.087225E-02        -3.571959E-09        1.741340E-10        
6.081756E-02        -3.539237E-09        1.721423E-10        
6.076293E-02        -3.506791E-09        1.701716E-10        
6.070835E-02        -3.474620E-09        1.682218E-10        
6.065381E-02        -3.442721E-09        1.662927E-10        
6.059932E-02        -3.411093E-09        1.643842E-10        
6.054489E-02        -3.379733E-09        1.624959E-10        
6.049050E-02        -3.348640E-09        1.606277E-10        
6.043616E-02        -3.317810E-09        1.587794E-10        
6.038187E-02        -3.287243E-09        1.569509E-10        
6.032763E-02        -3.256935E-09        1.551418E-10        
6.027343E-02        -3.226886E-09        1.533521E-10        
6.021929E-02        -3.197092E-09        1.515815E-10        
6.016519E-02        -3.167553E-09        1.498299E-10        
6.011115E-02        -3.138266E-09        1.480970E-10        
6.005715E-02        -3.109229E-09        1.463828E-10        
6.000320E-02        -3.080440E-09        1.446869E-10        
5.994929E-02        -3.051897E-09        1.430092E-10        
5.989544E-02        -3.023598E-09        1.413496E-10        
5.984164E-02        -2.995542E-09        1.397078E-10        
5.978788E-02        -2.967727E-09        1.380838E-10        
5.973417E-02        -2.940150E-09        1.364772E-10        
5.968051E-02        -2.912809E-09        1.348880E-10        
5.962690E-02        -2.885704E-09        1.333159E-10        
5.957334E-02        -2.858832E-09        1.317609E-10        
5.951982E-02        -2.832191E-09        1.302226E-10        
5.946635E-02        -2.805779E-09        1.287010E-10        
5.941293E-02        -2.779595E-09        1.271960E-10        
5.935956E-02        -2.753637E-09        1.257072E-10        
5.930624E-02        -2.727902E-09        1.242346E-10        
5.925296E-02        -2.702390E-09        1.227781E-10        
5.919973E-02        -2.677099E-09        1.213374E-10        
5.914655E-02        -2.652026E-09        1.199123E-10        
5.909342E-02        -2.627171E-09        1.185028E-10        
5.904034E-02        -2.602530E-09        1.171087E-10        
5.898730E-02        -2.578104E-09        1.157298E-10        
5.893431E-02        -2.553889E-09        1.143660E-10        
5.888137E-02        -2.529884E-09        1.130171E-10        
5.882847E-02        -2.506088E-09        1.116830E-10        
5.877563E-02        -2.482499E-09        1.103635E-10        
5.872283E-02        -2.459116E-09        1.090585E-10        
5.867008E-02        -2.435935E-09        1.077678E-10        
5.861737E-02        -2.412957E-09        1.064913E-10        
5.856472E-02        -2.390180E-09        1.052288E-10        
5.851211E-02        -2.367601E-09        1.039802E-10        
5.845954E-02        -2.345219E-09        1.027454E-10        
5.840703E-02        -2.323033E-09        1.015242E-10        
5.835456E-02        -2.301042E-09        1.003165E-10        
5.830214E-02        -2.279242E-09        9.912218E-11        
5.824977E-02        -2.257634E-09        9.794104E-11        
5.819744E-02        -2.236215E-09        9.677297E-11        
5.814516E-02        -2.214984E-09        9.561785E-11        
5.809293E-02        -2.193940E-09        9.447554E-11        
5.804074E-02        -2.173081E-09        9.334592E-11        
5.798860E-02        -2.152405E-09        9.222884E-11        
5.793651E-02        -2.131911E-09        9.112419E-11        
5.788447E-02        -2.111597E-09        9.003184E-11        
5.783247E-02        -2.091463E-09        8.895166E-11        
5.778051E-02        -2.071506E-09        8.788352E-11        
5.772861E-02        -2.051726E-09        8.682731E-11        
5.767675E-02        -2.032120E-09        8.578290E-11        
5.762494E-02        -2.012687E-09        8.475017E-11        
5.757317E-02        -1.993427E-09        8.372900E-11        
5.752145E-02        -1.974337E-09        8.271928E-11        
5.746978E-02        -1.955416E-09        8.172087E-11        
5.741816E-02        -1.936663E-09        8.073367E-11        
5.736658E-02        -1.918077E-09        7.975757E-11        
5.731504E-02        -1.899656E-09        7.879244E-11        
5.726356E-02        -1.881398E-09        7.783817E-11        
5.721212E-02        -1.863303E-09        7.689465E-11        
5.716072E-02        -1.845369E-09        7.596177E-11        
5.710937E-02        -1.827595E-09        7.503942E-11        
5.705807E-02        -1.809979E-09        7.412749E-11        
5.700681E-02        -1.792520E-09        7.322587E-11        
5.695560E-02        -1.775218E-09        7.233445E-11        
5.690444E-02        -1.758069E-09        7.145314E-11        
5.685332E-02        -1.741075E-09        7.058181E-11        
5.680225E-02        -1.724232E-09        6.972037E-11        
5.675122E-02        -1.707541E-09        6.886872E-11        
5.670024E-02        -1.690999E-09        6.802675E-11        
5.664931E-02        -1.674605E-09        6.719436E-11        
5.659842E-02        -1.658359E-09        6.637145E-11        
5.654758E-02        -1.642258E-09        6.555793E-11        
5.649678E-02        -1.626302E-09        6.475368E-11        
5.644603E-02        -1.610490E-09        6.395862E-11        
5.639532E-02        -1.594821E-09        6.317265E-11        
5.634466E-02        -1.579292E-09        6.239568E-11        
5.629404E-02        -1.563904E-09        6.162760E-11        
5.624347E-02        -1.548654E-09        6.086833E-11        
5.619295E-02        -1.533542E-09        6.011777E-11        
5.614247E-02        -1.518567E-09        5.937582E-11        
5.609204E-02        -1.503728E-09        5.864241E-11        
5.604165E-02        -1.489022E-09        5.791743E-11        
5.599131E-02        -1.474450E-09        5.720081E-11        
5.594101E-02        -1.460010E-09        5.649244E-11        
5.589075E-02        -1.445701E-09        5.579225E-11        
5.584055E-02        -1.431522E-09        5.510014E-11        
5.579038E-02        -1.417472E-09        5.441603E-11        
5.574027E-02        -1.403550E-09        5.373983E-11        
5.569020E-02        -1.389755E-09        5.307147E-11        
5.564017E-02        -1.376085E-09        5.241085E-11        
5.559019E-02        -1.362539E-09        5.175789E-11        
5.554025E-02        -1.349118E-09        5.111252E-11        
5.549035E-02        -1.335819E-09        5.047464E-11        
5.544051E-02        -1.322641E-09        4.984419E-11        
5.539070E-02        -1.309584E-09        4.922107E-11        
5.534095E-02        -1.296647E-09        4.860522E-11        
5.529123E-02        -1.283827E-09        4.799655E-11        
5.524156E-02        -1.271126E-09        4.739499E-11        
5.519194E-02        -1.258541E-09        4.680046E-11        
5.514236E-02        -1.246071E-09        4.621288E-11        
5.509282E-02        -1.233716E-09        4.563218E-11        
5.504333E-02        -1.221475E-09        4.505828E-11        
5.499389E-02        -1.209346E-09        4.449112E-11        
5.494448E-02        -1.197329E-09        4.393061E-11        
5.489513E-02        -1.185423E-09        4.337669E-11        
5.484581E-02        -1.173626E-09        4.282928E-11        
5.479655E-02        -1.161939E-09        4.228832E-11        
5.474732E-02        -1.150359E-09        4.175373E-11        
5.469814E-02        -1.138886E-09        4.122545E-11        
5.464900E-02        -1.127520E-09        4.070340E-11        
5.459991E-02        -1.116259E-09        4.018752E-11        
5.455086E-02        -1.105102E-09        3.967774E-11        
5.450186E-02        -1.094048E-09        3.917399E-11        
5.445290E-02        -1.083097E-09        3.867622E-11        
5.440398E-02        -1.072248E-09        3.818434E-11        
5.435511E-02        -1.061500E-09        3.769831E-11        
5.430628E-02        -1.050852E-09        3.721804E-11        
5.425750E-02        -1.040302E-09        3.674349E-11        
5.420876E-02        -1.029851E-09        3.627459E-11        
5.416006E-02        -1.019498E-09        3.581127E-11        
5.411141E-02        -1.009241E-09        3.535348E-11        
5.406280E-02        -9.990795E-10        3.490115E-11        
5.401424E-02        -9.890132E-10        3.445422E-11        
5.396571E-02        -9.790411E-10        3.401264E-11        
5.391724E-02        -9.691623E-10        3.357634E-11        
5.386880E-02        -9.593760E-10        3.314527E-11        
5.382041E-02        -9.496815E-10        3.271936E-11        
5.377206E-02        -9.400779E-10        3.229857E-11        
5.372376E-02        -9.305644E-10        3.188283E-11        
5.367550E-02        -9.211404E-10        3.147209E-11        
5.362728E-02        -9.118049E-10        3.106629E-11        
5.357910E-02        -9.025573E-10        3.066538E-11        
5.353097E-02        -8.933968E-10        3.026931E-11        
5.348289E-02        -8.843226E-10        2.987801E-11        
5.343484E-02        -8.753339E-10        2.949144E-11        
5.338684E-02        -8.664302E-10        2.910954E-11        
5.333888E-02        -8.576105E-10        2.873226E-11        
5.329097E-02        -8.488742E-10        2.835955E-11        
5.324309E-02        -8.402205E-10        2.799136E-11        
5.319527E-02        -8.316488E-10        2.762764E-11        
5.314748E-02        -8.231583E-10        2.726833E-11        
5.309974E-02        -8.147483E-10        2.691339E-11        
5.305204E-02        -8.064182E-10        2.656277E-11        
5.300438E-02        -7.981671E-10        2.621642E-11        
5.295676E-02        -7.899945E-10        2.587429E-11        
5.290919E-02        -7.818996E-10        2.553634E-11        
5.286166E-02        -7.738818E-10        2.520251E-11        
5.281418E-02        -7.659403E-10        2.487276E-11        
5.276673E-02        -7.580746E-10        2.454705E-11        
5.271933E-02        -7.502839E-10        2.422532E-11        
5.267197E-02        -7.425676E-10        2.390754E-11        
5.262466E-02        -7.349251E-10        2.359366E-11        
5.257738E-02        -7.273556E-10        2.328363E-11        
5.253015E-02        -7.198586E-10        2.297741E-11        
5.248296E-02        -7.124334E-10        2.267495E-11        
5.243582E-02        -7.050794E-10        2.237622E-11        
5.238871E-02        -6.977960E-10        2.208118E-11        
5.234165E-02        -6.905825E-10        2.178977E-11        
5.229463E-02        -6.834383E-10        2.150196E-11        
5.224765E-02        -6.763628E-10        2.121770E-11        
5.220072E-02        -6.693553E-10        2.093697E-11        
5.215383E-02        -6.624154E-10        2.065971E-11        
5.210698E-02        -6.555424E-10        2.038588E-11        
5.206017E-02        -6.487357E-10        2.011545E-11        
5.201340E-02        -6.419946E-10        1.984838E-11        
5.196668E-02        -6.353187E-10        1.958462E-11        
5.191999E-02        -6.287074E-10        1.932415E-11        
5.187335E-02        -6.221600E-10        1.906692E-11        
5.182676E-02        -6.156760E-10        1.881289E-11        
5.178020E-02        -6.092549E-10        1.856203E-11        
5.173368E-02        -6.028960E-10        1.831431E-11        
5.168721E-02        -5.965989E-10        1.806968E-11        
5.164078E-02        -5.903630E-10        1.782810E-11        
5.159439E-02        -5.841876E-10        1.758956E-11        
5.154804E-02        -5.780724E-10        1.735400E-11        
5.150173E-02        -5.720166E-10        1.712139E-11        
5.145547E-02        -5.660199E-10        1.689171E-11        
5.140925E-02        -5.600817E-10        1.666491E-11        
5.136306E-02        -5.542014E-10        1.644096E-11        
5.131692E-02        -5.483786E-10        1.621983E-11        
5.127083E-02        -5.426127E-10        1.600149E-11        
5.122477E-02        -5.369032E-10        1.578590E-11        
5.117875E-02        -5.312496E-10        1.557303E-11        
5.113278E-02        -5.256514E-10        1.536285E-11        
5.108684E-02        -5.201080E-10        1.515533E-11        
5.104095E-02        -5.146191E-10        1.495043E-11        
5.099510E-02        -5.091841E-10        1.474813E-11        
5.094929E-02        -5.038025E-10        1.454839E-11        
5.090352E-02        -4.984738E-10        1.435119E-11        
5.085780E-02        -4.931976E-10        1.415650E-11        
5.081211E-02        -4.879734E-10        1.396428E-11        
5.076646E-02        -4.828006E-10        1.377451E-11        
5.072086E-02        -4.776789E-10        1.358715E-11        
5.067530E-02        -4.726078E-10        1.340218E-11        
5.062977E-02        -4.675868E-10        1.321957E-11        
5.058429E-02        -4.626155E-10        1.303930E-11        
5.053885E-02        -4.576934E-10        1.286133E-11        
5.049345E-02        -4.528200E-10        1.268564E-11        
5.044809E-02        -4.479949E-10        1.251219E-11        
5.040277E-02        -4.432177E-10        1.234097E-11        
5.035750E-02        -4.384880E-10        1.217195E-11        
5.031226E-02        -4.338052E-10        1.200510E-11        
5.026706E-02        -4.291690E-10        1.184039E-11        
5.022191E-02        -4.245790E-10        1.167781E-11        
5.017679E-02        -4.200347E-10        1.151731E-11        
5.013172E-02        -4.155356E-10        1.135889E-11        
5.008668E-02        -4.110815E-10        1.120251E-11        
5.004169E-02        -4.066718E-10        1.104815E-11        
4.999674E-02        -4.023062E-10        1.089578E-11        
4.995182E-02        -3.979842E-10        1.074539E-11        
4.990695E-02        -3.937055E-10        1.059694E-11        
4.986212E-02        -3.894696E-10        1.045042E-11        
4.981733E-02        -3.852762E-10        1.030580E-11        
4.977258E-02        -3.811249E-10        1.016305E-11        
4.972786E-02        -3.770152E-10        1.002217E-11        
4.968319E-02        -3.729468E-10        9.883111E-12        
4.963856E-02        -3.689194E-10        9.745866E-12        
4.959397E-02        -3.649324E-10        9.610411E-12        
4.954942E-02        -3.609856E-10        9.476722E-12        
4.950491E-02        -3.570786E-10        9.344779E-12        
4.946044E-02        -3.532110E-10        9.214560E-12        
4.941601E-02        -3.493824E-10        9.086045E-12        
4.937161E-02        -3.455925E-10        8.959213E-12        
4.932726E-02        -3.418409E-10        8.834042E-12        
4.928295E-02        -3.381273E-10        8.710514E-12        
4.923868E-02        -3.344513E-10        8.588608E-12        
4.919445E-02        -3.308125E-10        8.468303E-12        
4.915026E-02        -3.272107E-10        8.349581E-12        
4.910610E-02        -3.236454E-10        8.232422E-12        
4.906199E-02        -3.201163E-10        8.116807E-12        
4.901792E-02        -3.166231E-10        8.002717E-12        
4.897388E-02        -3.131654E-10        7.890134E-12        
4.892989E-02        -3.097429E-10        7.779038E-12        
4.888594E-02        -3.063553E-10        7.669411E-12        
4.884202E-02        -3.030023E-10        7.561236E-12        
4.879815E-02        -2.996835E-10        7.454494E-12        
4.875431E-02        -2.963986E-10        7.349167E-12        
4.871051E-02        -2.931472E-10        7.245239E-12        
4.866675E-02        -2.899291E-10        7.142692E-12        
4.862304E-02        -2.867440E-10        7.041509E-12        
4.857936E-02        -2.835915E-10        6.941673E-12        
4.853572E-02        -2.804713E-10        6.843167E-12        
4.849212E-02        -2.773832E-10        6.745974E-12        
4.844856E-02        -2.743268E-10        6.650079E-12        
4.840503E-02        -2.713017E-10        6.555466E-12        
4.836155E-02        -2.683078E-10        6.462117E-12        
4.831811E-02        -2.653448E-10        6.370018E-12        
4.827470E-02        -2.624122E-10        6.279153E-12        
4.823134E-02        -2.595099E-10        6.189506E-12        
4.818801E-02        -2.566376E-10        6.101063E-12        
4.814472E-02        -2.537949E-10        6.013808E-12        
4.810147E-02        -2.509816E-10        5.927726E-12        
4.805826E-02        -2.481974E-10        5.842803E-12        
4.801509E-02        -2.454420E-10        5.759024E-12        
4.797196E-02        -2.427151E-10        5.676374E-12        
4.792886E-02        -2.400166E-10        5.594840E-12        
4.788581E-02        -2.373460E-10        5.514408E-12        
4.784279E-02        -2.347032E-10        5.435063E-12        
4.779981E-02        -2.320878E-10        5.356792E-12        
4.775687E-02        -2.294997E-10        5.279581E-12        
4.771397E-02        -2.269385E-10        5.203417E-12        
4.767111E-02        -2.244039E-10        5.128287E-12        
4.762829E-02        -2.218958E-10        5.054177E-12        
4.758550E-02        -2.194139E-10        4.981075E-12        
4.754276E-02        -2.169579E-10        4.908967E-12        
4.750005E-02        -2.145275E-10        4.837842E-12        
4.745738E-02        -2.121226E-10        4.767687E-12        
4.741475E-02        -2.097428E-10        4.698489E-12        
4.737215E-02        -2.073880E-10        4.630236E-12        
4.732960E-02        -2.050579E-10        4.562916E-12        
4.728708E-02        -2.027522E-10        4.496517E-12        
4.724460E-02        -2.004707E-10        4.431028E-12        
4.720216E-02        -1.982132E-10        4.366436E-12        
4.715976E-02        -1.959794E-10        4.302731E-12        
4.711739E-02        -1.937692E-10        4.239901E-12        
4.707507E-02        -1.915822E-10        4.177935E-12        
4.703278E-02        -1.894183E-10        4.116821E-12        
4.699053E-02        -1.872772E-10        4.056549E-12        
4.694832E-02        -1.851588E-10        3.997107E-12        
4.690614E-02        -1.830627E-10        3.938486E-12        
4.686401E-02        -1.809888E-10        3.880675E-12        
4.682191E-02        -1.789368E-10        3.823662E-12        
4.677985E-02        -1.769066E-10        3.767438E-12        
4.673782E-02        -1.748979E-10        3.711993E-12        
4.669584E-02        -1.729105E-10        3.657317E-12        
4.665389E-02        -1.709442E-10        3.603399E-12        
4.661198E-02        -1.689988E-10        3.550230E-12        
4.657011E-02        -1.670741E-10        3.497800E-12        
4.652827E-02        -1.651699E-10        3.446099E-12        
4.648648E-02        -1.632860E-10        3.395118E-12        
4.644472E-02        -1.614221E-10        3.344848E-12        
4.640299E-02        -1.595782E-10        3.295279E-12        
4.636131E-02        -1.577539E-10        3.246402E-12        
4.631966E-02        -1.559491E-10        3.198208E-12        
4.627805E-02        -1.541637E-10        3.150689E-12        
4.623648E-02        -1.523973E-10        3.103835E-12        
4.619495E-02        -1.506498E-10        3.057637E-12        
4.615345E-02        -1.489211E-10        3.012088E-12        
4.611199E-02        -1.472110E-10        2.967178E-12        
4.607057E-02        -1.455191E-10        2.922899E-12        
4.602918E-02        -1.438455E-10        2.879243E-12        
4.598783E-02        -1.421899E-10        2.836202E-12        
4.594652E-02        -1.405521E-10        2.793767E-12        
4.590524E-02        -1.389319E-10        2.751931E-12        
4.586401E-02        -1.373292E-10        2.710686E-12        
4.582281E-02        -1.357438E-10        2.670023E-12        
4.578164E-02        -1.341755E-10        2.629936E-12        
4.574052E-02        -1.326242E-10        2.590416E-12        
4.569943E-02        -1.310896E-10        2.551456E-12        
4.565837E-02        -1.295716E-10        2.513048E-12        
4.561736E-02        -1.280701E-10        2.475186E-12        
4.557638E-02        -1.265849E-10        2.437862E-12        
4.553544E-02        -1.251157E-10        2.401069E-12        
4.549453E-02        -1.236626E-10        2.364800E-12        
4.545366E-02        -1.222252E-10        2.329047E-12        
4.541283E-02        -1.208034E-10        2.293804E-12        
4.537204E-02        -1.193971E-10        2.259064E-12        
4.533128E-02        -1.180062E-10        2.224821E-12        
4.529056E-02        -1.166304E-10        2.191068E-12        
4.524987E-02        -1.152696E-10        2.157797E-12        
4.520922E-02        -1.139237E-10        2.125003E-12        
4.516861E-02        -1.125924E-10        2.092680E-12        
4.512804E-02        -1.112758E-10        2.060821E-12        
4.508750E-02        -1.099735E-10        2.029419E-12        
4.504699E-02        -1.086855E-10        1.998469E-12        
4.500653E-02        -1.074117E-10        1.967964E-12        
4.496610E-02        -1.061518E-10        1.937899E-12        
4.492570E-02        -1.049057E-10        1.908267E-12        
4.488535E-02        -1.036733E-10        1.879063E-12        
4.484502E-02        -1.024545E-10        1.850281E-12        
4.480474E-02        -1.012491E-10        1.821915E-12        
4.476449E-02        -1.000570E-10        1.793960E-12        
4.472428E-02        -9.887799E-11        1.766410E-12        
4.468410E-02        -9.771202E-11        1.739259E-12        
4.464396E-02        -9.655891E-11        1.712502E-12        
4.460386E-02        -9.541855E-11        1.686134E-12        
4.456379E-02        -9.429080E-11        1.660149E-12        
4.452376E-02        -9.317554E-11        1.634542E-12        
4.448376E-02        -9.207262E-11        1.609309E-12        
4.444380E-02        -9.098194E-11        1.584443E-12        
4.440387E-02        -8.990335E-11        1.559941E-12        
4.436399E-02        -8.883674E-11        1.535796E-12        
4.432413E-02        -8.778199E-11        1.512004E-12        
4.428432E-02        -8.673896E-11        1.488560E-12        
4.424454E-02        -8.570754E-11        1.465460E-12        
4.420479E-02        -8.468761E-11        1.442698E-12        
4.416508E-02        -8.367906E-11        1.420271E-12        
4.412541E-02        -8.268175E-11        1.398172E-12        
4.408577E-02        -8.169558E-11        1.376399E-12        
4.404616E-02        -8.072043E-11        1.354946E-12        
4.400660E-02        -7.975619E-11        1.333809E-12        
4.396706E-02        -7.880274E-11        1.312984E-12        
4.392757E-02        -7.785997E-11        1.292466E-12        
4.388811E-02        -7.692777E-11        1.272251E-12        
4.384868E-02        -7.600603E-11        1.252335E-12        
4.380929E-02        -7.509464E-11        1.232713E-12        
4.376994E-02        -7.419349E-11        1.213382E-12        
4.373062E-02        -7.330248E-11        1.194338E-12        
4.369133E-02        -7.242149E-11        1.175576E-12        
4.365209E-02        -7.155043E-11        1.157093E-12        
4.361287E-02        -7.068920E-11        1.138885E-12        
4.357369E-02        -6.983767E-11        1.120947E-12        
