# Source: NUDEC_BSM repo, https://doi.org/10.1088/1475-7516/2020/05/048
# T (MeV)           P_int (e^2)          P_int (e^3)          
4.000000E+01        -4.075364E+03        3.630319E+02        
3.996407E+01        -4.060738E+03        3.617291E+02        
3.992817E+01        -4.046164E+03        3.604311E+02        
3.989230E+01        -4.031643E+03        3.591377E+02        
3.985646E+01        -4.017173E+03        3.578489E+02        
3.982066E+01        -4.002756E+03        3.565648E+02        
3.978489E+01        -3.988390E+03        3.552852E+02        
3.974915E+01        -3.974076E+03        3.540103E+02        
3.971344E+01        -3.959813E+03        3.527399E+02        
3.967777E+01        -3.945602E+03        3.514741E+02        
3.964212E+01        -3.931441E+03        3.502129E+02        
3.960651E+01        -3.917331E+03        3.489561E+02        
3.957093E+01        -3.903272E+03        3.477039E+02        
3.953539E+01        -3.889263E+03        3.464562E+02        
3.949987E+01        -3.875305E+03        3.452129E+02        
3.946439E+01        -3.861397E+03        3.439741E+02        
3.942894E+01        -3.847538E+03        3.427398E+02        
3.939352E+01        -3.833730E+03        3.415099E+02        
3.935813E+01        -3.819970E+03        3.402843E+02        
3.932277E+01        -3.806261E+03        3.390632E+02        
3.928745E+01        -3.792600E+03        3.378465E+02        
3.925215E+01        -3.778989E+03        3.366342E+02        
3.921689E+01        -3.765426E+03        3.354261E+02        
3.918166E+01        -3.751912E+03        3.342225E+02        
3.914647E+01        -3.738446E+03        3.330231E+02        
3.911130E+01        -3.725029E+03        3.318281E+02        
3.907617E+01        -3.711660E+03        3.306373E+02        
3.904106E+01        -3.698339E+03        3.294508E+02        
3.900599E+01        -3.685066E+03        3.282686E+02        
3.897095E+01        -3.671840E+03        3.270906E+02        
3.893595E+01        -3.658662E+03        3.259168E+02        
3.890097E+01        -3.645531E+03        3.247473E+02        
3.886602E+01        -3.632448E+03        3.235819E+02        
3.883111E+01        -3.619411E+03        3.224207E+02        
3.879623E+01        -3.606421E+03        3.212637E+02        
3.876138E+01        -3.593478E+03        3.201109E+02        
3.872656E+01        -3.580581E+03        3.189622E+02        
3.869177E+01        -3.567730E+03        3.178176E+02        
3.865701E+01        -3.554925E+03        3.166771E+02        
3.862228E+01        -3.542167E+03        3.155407E+02        
3.858759E+01        -3.529454E+03        3.144084E+02        
3.855292E+01        -3.516787E+03        3.132801E+02        
3.851829E+01        -3.504165E+03        3.121559E+02        
3.848369E+01        -3.491589E+03        3.110357E+02        
3.844912E+01        -3.479058E+03        3.099196E+02        
3.841458E+01        -3.466571E+03        3.088075E+02        
3.838007E+01        -3.454130E+03        3.076993E+02        
3.834559E+01        -3.441733E+03        3.065951E+02        
3.831115E+01        -3.429381E+03        3.054949E+02        
3.827673E+01        -3.417073E+03        3.043986E+02        
3.824235E+01        -3.404809E+03        3.033063E+02        
3.820799E+01        -3.392589E+03        3.022179E+02        
3.817367E+01        -3.380413E+03        3.011334E+02        
3.813938E+01        -3.368281E+03        3.000528E+02        
3.810512E+01        -3.356192E+03        2.989760E+02        
3.807089E+01        -3.344146E+03        2.979031E+02        
3.803669E+01        -3.332144E+03        2.968341E+02        
3.800252E+01        -3.320185E+03        2.957689E+02        
3.796838E+01        -3.308269E+03        2.947076E+02        
3.793427E+01        -3.296396E+03        2.936500E+02        
3.790020E+01        -3.284565E+03        2.925962E+02        
3.786615E+01        -3.272777E+03        2.915463E+02        
3.783213E+01        -3.261031E+03        2.905001E+02        
3.779815E+01        -3.249327E+03        2.894576E+02        
3.776419E+01        -3.237665E+03        2.884189E+02        
3.773027E+01        -3.226045E+03        2.873839E+02        
3.769638E+01        -3.214467E+03        2.863526E+02        
3.766251E+01        -3.202930E+03        2.853250E+02        
3.762868E+01        -3.191434E+03        2.843011E+02        
3.759488E+01        -3.179980E+03        2.832809E+02        
3.756111E+01        -3.168567E+03        2.822644E+02        
3.752736E+01        -3.157195E+03        2.812515E+02        
3.749365E+01        -3.145864E+03        2.802422E+02        
3.745997E+01        -3.134574E+03        2.792365E+02        
3.742632E+01        -3.123324E+03        2.782345E+02        
3.739270E+01        -3.112114E+03        2.772361E+02        
3.735911E+01        -3.100944E+03        2.762412E+02        
3.732555E+01        -3.089815E+03        2.752499E+02        
3.729202E+01        -3.078726E+03        2.742622E+02        
3.725852E+01        -3.067676E+03        2.732780E+02        
3.722505E+01        -3.056666E+03        2.722973E+02        
3.719161E+01        -3.045696E+03        2.713202E+02        
3.715820E+01        -3.034765E+03        2.703466E+02        
3.712482E+01        -3.023873E+03        2.693764E+02        
3.709147E+01        -3.013020E+03        2.684098E+02        
3.705815E+01        -3.002206E+03        2.674466E+02        
3.702486E+01        -2.991431E+03        2.664868E+02        
3.699160E+01        -2.980695E+03        2.655305E+02        
3.695837E+01        -2.969997E+03        2.645777E+02        
3.692517E+01        -2.959338E+03        2.636282E+02        
3.689200E+01        -2.948716E+03        2.626822E+02        
3.685886E+01        -2.938133E+03        2.617396E+02        
3.682575E+01        -2.927588E+03        2.608003E+02        
3.679267E+01        -2.917081E+03        2.598644E+02        
3.675961E+01        -2.906612E+03        2.589319E+02        
3.672659E+01        -2.896180E+03        2.580027E+02        
3.669360E+01        -2.885785E+03        2.570769E+02        
3.666064E+01        -2.875428E+03        2.561544E+02        
3.662771E+01        -2.865108E+03        2.552352E+02        
3.659480E+01        -2.854825E+03        2.543193E+02        
3.656193E+01        -2.844579E+03        2.534066E+02        
3.652908E+01        -2.834370E+03        2.524973E+02        
3.649627E+01        -2.824197E+03        2.515912E+02        
3.646348E+01        -2.814061E+03        2.506884E+02        
3.643073E+01        -2.803961E+03        2.497888E+02        
3.639800E+01        -2.793897E+03        2.488924E+02        
3.636531E+01        -2.783870E+03        2.479992E+02        
3.633264E+01        -2.773879E+03        2.471093E+02        
3.630000E+01        -2.763923E+03        2.462225E+02        
3.626739E+01        -2.754003E+03        2.453390E+02        
3.623481E+01        -2.744119E+03        2.444586E+02        
3.620226E+01        -2.734270E+03        2.435813E+02        
3.616974E+01        -2.724457E+03        2.427072E+02        
3.613725E+01        -2.714678E+03        2.418363E+02        
3.610479E+01        -2.704935E+03        2.409684E+02        
3.607235E+01        -2.695227E+03        2.401037E+02        
3.603995E+01        -2.685554E+03        2.392421E+02        
3.600757E+01        -2.675915E+03        2.383836E+02        
3.597523E+01        -2.666311E+03        2.375282E+02        
3.594291E+01        -2.656742E+03        2.366758E+02        
3.591062E+01        -2.647206E+03        2.358265E+02        
3.587836E+01        -2.637705E+03        2.349802E+02        
3.584613E+01        -2.628238E+03        2.341370E+02        
3.581393E+01        -2.618806E+03        2.332968E+02        
3.578176E+01        -2.609406E+03        2.324596E+02        
3.574961E+01        -2.600041E+03        2.316254E+02        
3.571750E+01        -2.590709E+03        2.307942E+02        
3.568541E+01        -2.581411E+03        2.299660E+02        
3.565336E+01        -2.572146E+03        2.291408E+02        
3.562133E+01        -2.562915E+03        2.283185E+02        
3.558933E+01        -2.553716E+03        2.274992E+02        
3.555736E+01        -2.544551E+03        2.266828E+02        
3.552542E+01        -2.535418E+03        2.258693E+02        
3.549351E+01        -2.526318E+03        2.250588E+02        
3.546162E+01        -2.517251E+03        2.242512E+02        
3.542977E+01        -2.508217E+03        2.234464E+02        
3.539794E+01        -2.499214E+03        2.226446E+02        
3.536614E+01        -2.490244E+03        2.218456E+02        
3.533437E+01        -2.481307E+03        2.210496E+02        
3.530263E+01        -2.472401E+03        2.202563E+02        
3.527092E+01        -2.463528E+03        2.194659E+02        
3.523923E+01        -2.454686E+03        2.186784E+02        
3.520758E+01        -2.445876E+03        2.178936E+02        
3.517595E+01        -2.437097E+03        2.171117E+02        
3.514435E+01        -2.428350E+03        2.163326E+02        
3.511278E+01        -2.419635E+03        2.155563E+02        
3.508124E+01        -2.410950E+03        2.147828E+02        
3.504972E+01        -2.402297E+03        2.140120E+02        
3.501824E+01        -2.393675E+03        2.132440E+02        
3.498678E+01        -2.385084E+03        2.124788E+02        
3.495535E+01        -2.376524E+03        2.117163E+02        
3.492395E+01        -2.367994E+03        2.109566E+02        
3.489258E+01        -2.359495E+03        2.101996E+02        
3.486123E+01        -2.351027E+03        2.094453E+02        
3.482991E+01        -2.342589E+03        2.086937E+02        
3.479863E+01        -2.334181E+03        2.079448E+02        
3.476737E+01        -2.325803E+03        2.071985E+02        
3.473613E+01        -2.317456E+03        2.064550E+02        
3.470493E+01        -2.309138E+03        2.057141E+02        
3.467375E+01        -2.300850E+03        2.049759E+02        
3.464261E+01        -2.292592E+03        2.042404E+02        
3.461149E+01        -2.284364E+03        2.035075E+02        
3.458039E+01        -2.276165E+03        2.027772E+02        
3.454933E+01        -2.267996E+03        2.020495E+02        
3.451829E+01        -2.259856E+03        2.013244E+02        
3.448729E+01        -2.251745E+03        2.006020E+02        
3.445630E+01        -2.243663E+03        1.998821E+02        
3.442535E+01        -2.235610E+03        1.991648E+02        
3.439443E+01        -2.227587E+03        1.984501E+02        
3.436353E+01        -2.219592E+03        1.977380E+02        
3.433266E+01        -2.211625E+03        1.970284E+02        
3.430182E+01        -2.203687E+03        1.963214E+02        
3.427101E+01        -2.195778E+03        1.956169E+02        
3.424022E+01        -2.187897E+03        1.949149E+02        
3.420946E+01        -2.180045E+03        1.942154E+02        
3.417873E+01        -2.172220E+03        1.935185E+02        
3.414803E+01        -2.164424E+03        1.928241E+02        
3.411735E+01        -2.156655E+03        1.921321E+02        
3.408670E+01        -2.148915E+03        1.914426E+02        
3.405608E+01        -2.141202E+03        1.907556E+02        
3.402549E+01        -2.133517E+03        1.900711E+02        
3.399492E+01        -2.125860E+03        1.893890E+02        
3.396438E+01        -2.118230E+03        1.887094E+02        
3.393387E+01        -2.110627E+03        1.880322E+02        
3.390339E+01        -2.103052E+03        1.873575E+02        
3.387293E+01        -2.095504E+03        1.866851E+02        
3.384251E+01        -2.087983E+03        1.860152E+02        
3.381210E+01        -2.080488E+03        1.853477E+02        
3.378173E+01        -2.073021E+03        1.846826E+02        
3.375138E+01        -2.065581E+03        1.840198E+02        
3.372106E+01        -2.058167E+03        1.833595E+02        
3.369077E+01        -2.050780E+03        1.827015E+02        
3.366051E+01        -2.043420E+03        1.820458E+02        
3.363027E+01        -2.036086E+03        1.813926E+02        
3.360006E+01        -2.028778E+03        1.807416E+02        
3.356988E+01        -2.021496E+03        1.800930E+02        
3.353972E+01        -2.014241E+03        1.794468E+02        
3.350959E+01        -2.007011E+03        1.788028E+02        
3.347949E+01        -1.999808E+03        1.781612E+02        
3.344941E+01        -1.992630E+03        1.775219E+02        
3.341936E+01        -1.985478E+03        1.768848E+02        
3.338934E+01        -1.978352E+03        1.762501E+02        
3.335935E+01        -1.971252E+03        1.756176E+02        
3.332938E+01        -1.964177E+03        1.749874E+02        
3.329944E+01        -1.957127E+03        1.743594E+02        
3.326953E+01        -1.950102E+03        1.737337E+02        
3.323964E+01        -1.943103E+03        1.731103E+02        
3.320978E+01        -1.936129E+03        1.724891E+02        
3.317995E+01        -1.929180E+03        1.718701E+02        
3.315014E+01        -1.922256E+03        1.712533E+02        
3.312036E+01        -1.915357E+03        1.706388E+02        
3.309061E+01        -1.908482E+03        1.700265E+02        
3.306089E+01        -1.901632E+03        1.694163E+02        
3.303119E+01        -1.894807E+03        1.688084E+02        
3.300151E+01        -1.888006E+03        1.682026E+02        
3.297187E+01        -1.881230E+03        1.675990E+02        
3.294225E+01        -1.874478E+03        1.669976E+02        
3.291266E+01        -1.867750E+03        1.663983E+02        
3.288309E+01        -1.861046E+03        1.658012E+02        
3.285355E+01        -1.854367E+03        1.652062E+02        
3.282404E+01        -1.847711E+03        1.646133E+02        
3.279455E+01        -1.841079E+03        1.640226E+02        
3.276509E+01        -1.834471E+03        1.634340E+02        
3.273566E+01        -1.827887E+03        1.628475E+02        
3.270625E+01        -1.821326E+03        1.622631E+02        
3.267687E+01        -1.814789E+03        1.616809E+02        
3.264752E+01        -1.808276E+03        1.611007E+02        
3.261819E+01        -1.801785E+03        1.605225E+02        
3.258889E+01        -1.795319E+03        1.599465E+02        
3.255961E+01        -1.788875E+03        1.593725E+02        
3.253036E+01        -1.782454E+03        1.588006E+02        
3.250114E+01        -1.776057E+03        1.582308E+02        
3.247195E+01        -1.769682E+03        1.576629E+02        
3.244278E+01        -1.763330E+03        1.570972E+02        
3.241363E+01        -1.757001E+03        1.565334E+02        
3.238451E+01        -1.750695E+03        1.559717E+02        
3.235542E+01        -1.744412E+03        1.554120E+02        
3.232636E+01        -1.738151E+03        1.548543E+02        
3.229732E+01        -1.731912E+03        1.542986E+02        
3.226830E+01        -1.725696E+03        1.537449E+02        
3.223932E+01        -1.719502E+03        1.531932E+02        
3.221036E+01        -1.713330E+03        1.526434E+02        
3.218142E+01        -1.707181E+03        1.520957E+02        
3.215251E+01        -1.701053E+03        1.515499E+02        
3.212363E+01        -1.694948E+03        1.510060E+02        
3.209477E+01        -1.688864E+03        1.504641E+02        
3.206594E+01        -1.682803E+03        1.499242E+02        
3.203713E+01        -1.676763E+03        1.493862E+02        
3.200836E+01        -1.670745E+03        1.488501E+02        
3.197960E+01        -1.664748E+03        1.483160E+02        
3.195087E+01        -1.658773E+03        1.477837E+02        
3.192217E+01        -1.652819E+03        1.472534E+02        
3.189350E+01        -1.646887E+03        1.467250E+02        
3.186485E+01        -1.640976E+03        1.461984E+02        
3.183622E+01        -1.635086E+03        1.456738E+02        
3.180762E+01        -1.629217E+03        1.451510E+02        
3.177905E+01        -1.623370E+03        1.446302E+02        
3.175050E+01        -1.617543E+03        1.441112E+02        
3.172198E+01        -1.611737E+03        1.435940E+02        
3.169348E+01        -1.605952E+03        1.430787E+02        
3.166501E+01        -1.600188E+03        1.425653E+02        
3.163657E+01        -1.594445E+03        1.420537E+02        
3.160815E+01        -1.588722E+03        1.415439E+02        
3.157975E+01        -1.583020E+03        1.410360E+02        
3.155138E+01        -1.577338E+03        1.405299E+02        
3.152304E+01        -1.571677E+03        1.400256E+02        
3.149472E+01        -1.566035E+03        1.395231E+02        
3.146643E+01        -1.560415E+03        1.390224E+02        
3.143816E+01        -1.554814E+03        1.385235E+02        
3.140992E+01        -1.549233E+03        1.380264E+02        
3.138171E+01        -1.543673E+03        1.375311E+02        
3.135352E+01        -1.538132E+03        1.370376E+02        
3.132535E+01        -1.532611E+03        1.365458E+02        
3.129721E+01        -1.527110E+03        1.360558E+02        
3.126910E+01        -1.521629E+03        1.355676E+02        
3.124101E+01        -1.516168E+03        1.350811E+02        
3.121294E+01        -1.510726E+03        1.345963E+02        
3.118490E+01        -1.505304E+03        1.341133E+02        
3.115689E+01        -1.499901E+03        1.336321E+02        
3.112890E+01        -1.494517E+03        1.331525E+02        
3.110094E+01        -1.489153E+03        1.326747E+02        
3.107300E+01        -1.483808E+03        1.321986E+02        
3.104509E+01        -1.478482E+03        1.317242E+02        
3.101720E+01        -1.473176E+03        1.312515E+02        
3.098933E+01        -1.467888E+03        1.307805E+02        
3.096150E+01        -1.462619E+03        1.303112E+02        
3.093368E+01        -1.457370E+03        1.298436E+02        
3.090589E+01        -1.452139E+03        1.293776E+02        
3.087813E+01        -1.446927E+03        1.289133E+02        
3.085039E+01        -1.441733E+03        1.284507E+02        
3.082268E+01        -1.436559E+03        1.279898E+02        
3.079499E+01        -1.431402E+03        1.275305E+02        
3.076733E+01        -1.426265E+03        1.270728E+02        
3.073969E+01        -1.421145E+03        1.266168E+02        
3.071207E+01        -1.416045E+03        1.261625E+02        
3.068448E+01        -1.410962E+03        1.257097E+02        
3.065692E+01        -1.405898E+03        1.252586E+02        
3.062938E+01        -1.400851E+03        1.248091E+02        
3.060187E+01        -1.395823E+03        1.243612E+02        
3.057438E+01        -1.390813E+03        1.239149E+02        
3.054691E+01        -1.385821E+03        1.234703E+02        
3.051947E+01        -1.380847E+03        1.230272E+02        
3.049205E+01        -1.375891E+03        1.225857E+02        
3.046466E+01        -1.370953E+03        1.221458E+02        
3.043730E+01        -1.366032E+03        1.217075E+02        
3.040995E+01        -1.361129E+03        1.212707E+02        
3.038264E+01        -1.356243E+03        1.208355E+02        
3.035534E+01        -1.351375E+03        1.204019E+02        
3.032807E+01        -1.346525E+03        1.199699E+02        
3.030083E+01        -1.341692E+03        1.195393E+02        
3.027361E+01        -1.336876E+03        1.191104E+02        
3.024641E+01        -1.332078E+03        1.186829E+02        
3.021924E+01        -1.327296E+03        1.182570E+02        
3.019210E+01        -1.322532E+03        1.178327E+02        
3.016497E+01        -1.317785E+03        1.174098E+02        
3.013788E+01        -1.313056E+03        1.169885E+02        
3.011080E+01        -1.308343E+03        1.165687E+02        
3.008375E+01        -1.303647E+03        1.161504E+02        
3.005673E+01        -1.298967E+03        1.157335E+02        
3.002973E+01        -1.294305E+03        1.153182E+02        
3.000275E+01        -1.289659E+03        1.149044E+02        
2.997580E+01        -1.285030E+03        1.144921E+02        
2.994887E+01        -1.280418E+03        1.140812E+02        
2.992197E+01        -1.275822E+03        1.136718E+02        
2.989509E+01        -1.271243E+03        1.132639E+02        
2.986824E+01        -1.266680E+03        1.128574E+02        
2.984140E+01        -1.262133E+03        1.124525E+02        
2.981460E+01        -1.257603E+03        1.120489E+02        
2.978781E+01        -1.253089E+03        1.116468E+02        
2.976106E+01        -1.248592E+03        1.112462E+02        
2.973432E+01        -1.244110E+03        1.108470E+02        
2.970761E+01        -1.239645E+03        1.104492E+02        
2.968092E+01        -1.235195E+03        1.100528E+02        
2.965426E+01        -1.230762E+03        1.096579E+02        
2.962762E+01        -1.226344E+03        1.092644E+02        
2.960101E+01        -1.221942E+03        1.088723E+02        
2.957442E+01        -1.217556E+03        1.084816E+02        
2.954785E+01        -1.213186E+03        1.080923E+02        
2.952130E+01        -1.208831E+03        1.077044E+02        
2.949479E+01        -1.204493E+03        1.073179E+02        
2.946829E+01        -1.200169E+03        1.069328E+02        
2.944182E+01        -1.195861E+03        1.065491E+02        
2.941537E+01        -1.191569E+03        1.061667E+02        
2.938895E+01        -1.187292E+03        1.057857E+02        
2.936255E+01        -1.183031E+03        1.054061E+02        
2.933617E+01        -1.178784E+03        1.050278E+02        
2.930982E+01        -1.174553E+03        1.046509E+02        
2.928349E+01        -1.170337E+03        1.042754E+02        
2.925718E+01        -1.166137E+03        1.039012E+02        
2.923090E+01        -1.161951E+03        1.035283E+02        
2.920464E+01        -1.157780E+03        1.031568E+02        
2.917840E+01        -1.153625E+03        1.027866E+02        
2.915219E+01        -1.149484E+03        1.024178E+02        
2.912600E+01        -1.145358E+03        1.020503E+02        
2.909984E+01        -1.141247E+03        1.016841E+02        
2.907370E+01        -1.137151E+03        1.013192E+02        
2.904758E+01        -1.133069E+03        1.009556E+02        
2.902149E+01        -1.129002E+03        1.005933E+02        
2.899542E+01        -1.124949E+03        1.002323E+02        
2.896937E+01        -1.120912E+03        9.987261E+01        
2.894335E+01        -1.116888E+03        9.951421E+01        
2.891735E+01        -1.112879E+03        9.915710E+01        
2.889137E+01        -1.108885E+03        9.880127E+01        
2.886542E+01        -1.104905E+03        9.844671E+01        
2.883949E+01        -1.100939E+03        9.809343E+01        
2.881358E+01        -1.096987E+03        9.774142E+01        
2.878770E+01        -1.093050E+03        9.739067E+01        
2.876183E+01        -1.089126E+03        9.704118E+01        
2.873600E+01        -1.085217E+03        9.669294E+01        
2.871018E+01        -1.081322E+03        9.634595E+01        
2.868439E+01        -1.077440E+03        9.600021E+01        
2.865863E+01        -1.073573E+03        9.565571E+01        
2.863288E+01        -1.069720E+03        9.531244E+01        
2.860716E+01        -1.065880E+03        9.497041E+01        
2.858146E+01        -1.062054E+03        9.462960E+01        
2.855579E+01        -1.058242E+03        9.429002E+01        
2.853013E+01        -1.054444E+03        9.395165E+01        
2.850450E+01        -1.050659E+03        9.361450E+01        
2.847890E+01        -1.046888E+03        9.327856E+01        
2.845332E+01        -1.043130E+03        9.294382E+01        
2.842776E+01        -1.039386E+03        9.261029E+01        
2.840222E+01        -1.035655E+03        9.227795E+01        
2.837670E+01        -1.031937E+03        9.194681E+01        
2.835121E+01        -1.028233E+03        9.161685E+01        
2.832574E+01        -1.024543E+03        9.128808E+01        
2.830030E+01        -1.020865E+03        9.096049E+01        
2.827488E+01        -1.017201E+03        9.063407E+01        
2.824948E+01        -1.013550E+03        9.030882E+01        
2.822410E+01        -1.009912E+03        8.998474E+01        
2.819875E+01        -1.006287E+03        8.966183E+01        
2.817341E+01        -1.002675E+03        8.934007E+01        
2.814811E+01        -9.990758E+02        8.901947E+01        
2.812282E+01        -9.954897E+02        8.870002E+01        
2.809756E+01        -9.919164E+02        8.838171E+01        
2.807232E+01        -9.883560E+02        8.806455E+01        
2.804710E+01        -9.848084E+02        8.774853E+01        
2.802190E+01        -9.812735E+02        8.743363E+01        
2.799673E+01        -9.777513E+02        8.711987E+01        
2.797158E+01        -9.742418E+02        8.680724E+01        
2.794645E+01        -9.707448E+02        8.649573E+01        
2.792135E+01        -9.672604E+02        8.618533E+01        
2.789627E+01        -9.637885E+02        8.587605E+01        
2.787121E+01        -9.603290E+02        8.556788E+01        
2.784617E+01        -9.568820E+02        8.526081E+01        
2.782116E+01        -9.534473E+02        8.495485E+01        
2.779616E+01        -9.500250E+02        8.464998E+01        
2.777119E+01        -9.466150E+02        8.434621E+01        
2.774625E+01        -9.432171E+02        8.404353E+01        
2.772132E+01        -9.398315E+02        8.374193E+01        
2.769642E+01        -9.364581E+02        8.344142E+01        
2.767154E+01        -9.330967E+02        8.314199E+01        
2.764668E+01        -9.297474E+02        8.284362E+01        
2.762184E+01        -9.264101E+02        8.254633E+01        
2.759703E+01        -9.230848E+02        8.225011E+01        
2.757224E+01        -9.197715E+02        8.195495E+01        
2.754747E+01        -9.164700E+02        8.166085E+01        
2.752273E+01        -9.131804E+02        8.136781E+01        
2.749800E+01        -9.099025E+02        8.107581E+01        
2.747330E+01        -9.066365E+02        8.078487E+01        
2.744862E+01        -9.033822E+02        8.049496E+01        
2.742396E+01        -9.001395E+02        8.020610E+01        
2.739933E+01        -8.969085E+02        7.991828E+01        
2.737471E+01        -8.936891E+02        7.963149E+01        
2.735012E+01        -8.904812E+02        7.934572E+01        
2.732555E+01        -8.872849E+02        7.906099E+01        
2.730101E+01        -8.841000E+02        7.877727E+01        
2.727648E+01        -8.809265E+02        7.849457E+01        
2.725198E+01        -8.777645E+02        7.821289E+01        
2.722750E+01        -8.746138E+02        7.793222E+01        
2.720304E+01        -8.714744E+02        7.765255E+01        
2.717860E+01        -8.683462E+02        7.737389E+01        
2.715419E+01        -8.652293E+02        7.709623E+01        
2.712979E+01        -8.621236E+02        7.681956E+01        
2.710542E+01        -8.590290E+02        7.654389E+01        
2.708107E+01        -8.559456E+02        7.626921E+01        
2.705675E+01        -8.528732E+02        7.599551E+01        
2.703244E+01        -8.498118E+02        7.572280E+01        
2.700816E+01        -8.467614E+02        7.545106E+01        
2.698390E+01        -8.437220E+02        7.518030E+01        
2.695966E+01        -8.406934E+02        7.491051E+01        
2.693544E+01        -8.376758E+02        7.464169E+01        
2.691124E+01        -8.346689E+02        7.437383E+01        
2.688707E+01        -8.316729E+02        7.410693E+01        
2.686291E+01        -8.286876E+02        7.384099E+01        
2.683878E+01        -8.257131E+02        7.357601E+01        
2.681467E+01        -8.227492E+02        7.331198E+01        
2.679058E+01        -8.197959E+02        7.304889E+01        
2.676652E+01        -8.168532E+02        7.278675E+01        
2.674247E+01        -8.139211E+02        7.252555E+01        
2.671845E+01        -8.109996E+02        7.226529E+01        
2.669445E+01        -8.080885E+02        7.200596E+01        
2.667047E+01        -8.051878E+02        7.174756E+01        
2.664651E+01        -8.022976E+02        7.149009E+01        
2.662257E+01        -7.994177E+02        7.123354E+01        
2.659866E+01        -7.965482E+02        7.097791E+01        
2.657476E+01        -7.936890E+02        7.072320E+01        
2.655089E+01        -7.908400E+02        7.046941E+01        
2.652704E+01        -7.880013E+02        7.021652E+01        
2.650321E+01        -7.851728E+02        6.996455E+01        
2.647940E+01        -7.823544E+02        6.971347E+01        
2.645561E+01        -7.795461E+02        6.946330E+01        
2.643185E+01        -7.767479E+02        6.921403E+01        
2.640810E+01        -7.739597E+02        6.896565E+01        
2.638438E+01        -7.711816E+02        6.871816E+01        
2.636068E+01        -7.684134E+02        6.847156E+01        
2.633700E+01        -7.656551E+02        6.822584E+01        
2.631334E+01        -7.629068E+02        6.798101E+01        
2.628970E+01        -7.601683E+02        6.773705E+01        
2.626609E+01        -7.574397E+02        6.749397E+01        
2.624249E+01        -7.547208E+02        6.725177E+01        
2.621892E+01        -7.520117E+02        6.701043E+01        
2.619536E+01        -7.493123E+02        6.676995E+01        
2.617183E+01        -7.466226E+02        6.653035E+01        
2.614832E+01        -7.439426E+02        6.629160E+01        
2.612483E+01        -7.412722E+02        6.605370E+01        
2.610136E+01        -7.386113E+02        6.581666E+01        
2.607792E+01        -7.359601E+02        6.558048E+01        
2.605449E+01        -7.333183E+02        6.534513E+01        
2.603109E+01        -7.306860E+02        6.511064E+01        
2.600770E+01        -7.280632E+02        6.487698E+01        
2.598434E+01        -7.254497E+02        6.464417E+01        
2.596100E+01        -7.228457E+02        6.441219E+01        
2.593768E+01        -7.202510E+02        6.418104E+01        
2.591438E+01        -7.176656E+02        6.395072E+01        
2.589110E+01        -7.150895E+02        6.372123E+01        
2.586784E+01        -7.125226E+02        6.349256E+01        
2.584460E+01        -7.099650E+02        6.326471E+01        
2.582138E+01        -7.074165E+02        6.303768E+01        
2.579819E+01        -7.048772E+02        6.281146E+01        
2.577501E+01        -7.023470E+02        6.258606E+01        
2.575186E+01        -6.998258E+02        6.236146E+01        
2.572873E+01        -6.973138E+02        6.213767E+01        
2.570561E+01        -6.948107E+02        6.191469E+01        
2.568252E+01        -6.923166E+02        6.169250E+01        
2.565945E+01        -6.898315E+02        6.147111E+01        
2.563640E+01        -6.873553E+02        6.125052E+01        
2.561337E+01        -6.848879E+02        6.103071E+01        
2.559036E+01        -6.824295E+02        6.081170E+01        
2.556737E+01        -6.799798E+02        6.059347E+01        
2.554441E+01        -6.775390E+02        6.037603E+01        
2.552146E+01        -6.751069E+02        6.015936E+01        
2.549853E+01        -6.726835E+02        5.994347E+01        
2.547563E+01        -6.702689E+02        5.972836E+01        
2.545274E+01        -6.678629E+02        5.951402E+01        
2.542988E+01        -6.654655E+02        5.930045E+01        
2.540703E+01        -6.630767E+02        5.908765E+01        
2.538421E+01        -6.606965E+02        5.887560E+01        
2.536141E+01        -6.583249E+02        5.866432E+01        
2.533862E+01        -6.559618E+02        5.845380E+01        
2.531586E+01        -6.536071E+02        5.824403E+01        
2.529312E+01        -6.512609E+02        5.803502E+01        
2.527040E+01        -6.489231E+02        5.782676E+01        
2.524770E+01        -6.465938E+02        5.761924E+01        
2.522502E+01        -6.442727E+02        5.741247E+01        
2.520236E+01        -6.419600E+02        5.720644E+01        
2.517972E+01        -6.396556E+02        5.700115E+01        
2.515710E+01        -6.373595E+02        5.679659E+01        
2.513450E+01        -6.350716E+02        5.659277E+01        
2.511192E+01        -6.327920E+02        5.638968E+01        
2.508936E+01        -6.305205E+02        5.618733E+01        
2.506682E+01        -6.282571E+02        5.598569E+01        
2.504431E+01        -6.260019E+02        5.578478E+01        
2.502181E+01        -6.237548E+02        5.558459E+01        
2.499933E+01        -6.215157E+02        5.538512E+01        
2.497687E+01        -6.192847E+02        5.518637E+01        
2.495444E+01        -6.170617E+02        5.498833E+01        
2.493202E+01        -6.148467E+02        5.479099E+01        
2.490962E+01        -6.126396E+02        5.459437E+01        
2.488725E+01        -6.104404E+02        5.439845E+01        
2.486489E+01        -6.082491E+02        5.420324E+01        
2.484255E+01        -6.060657E+02        5.400873E+01        
2.482024E+01        -6.038902E+02        5.381491E+01        
2.479794E+01        -6.017224E+02        5.362179E+01        
2.477566E+01        -5.995624E+02        5.342936E+01        
2.475341E+01        -5.974102E+02        5.323763E+01        
