# Source: NUDEC_BSM repo, https://doi.org/10.1088/1475-7516/2020/05/048
# T (MeV)           P_int (e^2)          P_int (e^3)          
4.602618E-01        -4.063827E-05        4.852792E-06        
4.598483E-01        -4.046315E-05        4.833100E-06        
4.594352E-01        -4.028875E-05        4.813485E-06        
4.590225E-01        -4.011506E-05        4.793945E-06        
4.586101E-01        -3.994210E-05        4.774481E-06        
4.581982E-01        -3.976984E-05        4.755092E-06        
4.577866E-01        -3.959829E-05        4.735778E-06        
4.573753E-01        -3.942745E-05        4.716539E-06        
4.569644E-01        -3.925731E-05        4.697374E-06        
4.565540E-01        -3.908788E-05        4.678283E-06        
4.561438E-01        -3.891914E-05        4.659267E-06        
4.557341E-01        -3.875110E-05        4.640323E-06        
4.553247E-01        -3.858375E-05        4.621453E-06        
4.549156E-01        -3.841708E-05        4.602656E-06        
4.545070E-01        -3.825111E-05        4.583932E-06        
4.540987E-01        -3.808582E-05        4.565281E-06        
4.536908E-01        -3.792121E-05        4.546701E-06        
4.532832E-01        -3.775728E-05        4.528194E-06        
4.528760E-01        -3.759403E-05        4.509758E-06        
4.524692E-01        -3.743145E-05        4.491393E-06        
4.520627E-01        -3.726954E-05        4.473100E-06        
4.516566E-01        -3.710830E-05        4.454878E-06        
4.512509E-01        -3.694773E-05        4.436726E-06        
4.508455E-01        -3.678781E-05        4.418644E-06        
4.504405E-01        -3.662856E-05        4.400633E-06        
4.500359E-01        -3.646997E-05        4.382691E-06        
4.496316E-01        -3.631203E-05        4.364819E-06        
4.492277E-01        -3.615474E-05        4.347017E-06        
4.488242E-01        -3.599811E-05        4.329283E-06        
4.484210E-01        -3.584212E-05        4.311618E-06        
4.480182E-01        -3.568677E-05        4.294022E-06        
4.476157E-01        -3.553207E-05        4.276494E-06        
4.472136E-01        -3.537801E-05        4.259033E-06        
4.468119E-01        -3.522458E-05        4.241641E-06        
4.464105E-01        -3.507179E-05        4.224316E-06        
4.460095E-01        -3.491963E-05        4.207059E-06        
4.456088E-01        -3.476811E-05        4.189868E-06        
4.452085E-01        -3.461720E-05        4.172744E-06        
4.448086E-01        -3.446693E-05        4.155687E-06        
4.444090E-01        -3.431727E-05        4.138696E-06        
4.440098E-01        -3.416823E-05        4.121771E-06        
4.436109E-01        -3.401982E-05        4.104912E-06        
4.432124E-01        -3.387201E-05        4.088118E-06        
4.428143E-01        -3.372482E-05        4.071390E-06        
4.424165E-01        -3.357824E-05        4.054726E-06        
4.420190E-01        -3.343227E-05        4.038127E-06        
4.416220E-01        -3.328690E-05        4.021593E-06        
4.412253E-01        -3.314213E-05        4.005123E-06        
4.408289E-01        -3.299796E-05        3.988718E-06        
4.404329E-01        -3.285440E-05        3.972376E-06        
4.400372E-01        -3.271142E-05        3.956097E-06        
4.396420E-01        -3.256904E-05        3.939882E-06        
4.392470E-01        -3.242726E-05        3.923730E-06        
4.388524E-01        -3.228605E-05        3.907641E-06        
4.384582E-01        -3.214544E-05        3.891615E-06        
4.380643E-01        -3.200541E-05        3.875651E-06        
4.376708E-01        -3.186596E-05        3.859749E-06        
4.372776E-01        -3.172709E-05        3.843909E-06        
4.368848E-01        -3.158880E-05        3.828131E-06        
4.364924E-01        -3.145108E-05        3.812414E-06        
4.361003E-01        -3.131393E-05        3.796758E-06        
4.357085E-01        -3.117736E-05        3.781164E-06        
4.353171E-01        -3.104135E-05        3.765630E-06        
4.349260E-01        -3.090590E-05        3.750157E-06        
4.345353E-01        -3.077102E-05        3.734744E-06        
4.341450E-01        -3.063670E-05        3.719391E-06        
4.337550E-01        -3.050294E-05        3.704098E-06        
4.333653E-01        -3.036974E-05        3.688865E-06        
4.329760E-01        -3.023709E-05        3.673691E-06        
4.325871E-01        -3.010499E-05        3.658576E-06        
4.321985E-01        -2.997344E-05        3.643521E-06        
4.318102E-01        -2.984244E-05        3.628524E-06        
4.314223E-01        -2.971199E-05        3.613585E-06        
4.310348E-01        -2.958208E-05        3.598705E-06        
4.306476E-01        -2.945271E-05        3.583883E-06        
4.302607E-01        -2.932387E-05        3.569119E-06        
4.298742E-01        -2.919558E-05        3.554413E-06        
4.294881E-01        -2.906782E-05        3.539764E-06        
4.291022E-01        -2.894059E-05        3.525172E-06        
4.287168E-01        -2.881390E-05        3.510637E-06        
4.283316E-01        -2.868773E-05        3.496160E-06        
4.279469E-01        -2.856208E-05        3.481738E-06        
4.275624E-01        -2.843697E-05        3.467373E-06        
4.271784E-01        -2.831237E-05        3.453064E-06        
4.267946E-01        -2.818829E-05        3.438812E-06        
4.264112E-01        -2.806473E-05        3.424615E-06        
4.260282E-01        -2.794169E-05        3.410473E-06        
4.256455E-01        -2.781916E-05        3.396387E-06        
4.252631E-01        -2.769714E-05        3.382356E-06        
4.248811E-01        -2.757564E-05        3.368380E-06        
4.244994E-01        -2.745464E-05        3.354458E-06        
4.241181E-01        -2.733414E-05        3.340591E-06        
4.237371E-01        -2.721415E-05        3.326778E-06        
4.233564E-01        -2.709466E-05        3.313020E-06        
4.229761E-01        -2.697567E-05        3.299315E-06        
4.225961E-01        -2.685718E-05        3.285664E-06        
4.222165E-01        -2.673918E-05        3.272067E-06        
4.218372E-01        -2.662168E-05        3.258522E-06        
4.214583E-01        -2.650467E-05        3.245031E-06        
4.210797E-01        -2.638814E-05        3.231593E-06        
4.207014E-01        -2.627211E-05        3.218207E-06        
4.203235E-01        -2.615656E-05        3.204874E-06        
4.199459E-01        -2.604150E-05        3.191593E-06        
4.195687E-01        -2.592691E-05        3.178365E-06        
4.191918E-01        -2.581281E-05        3.165188E-06        
4.188152E-01        -2.569918E-05        3.152063E-06        
4.184390E-01        -2.558603E-05        3.138989E-06        
4.180631E-01        -2.547336E-05        3.125967E-06        
4.176875E-01        -2.536116E-05        3.112996E-06        
4.173123E-01        -2.524942E-05        3.100075E-06        
4.169374E-01        -2.513816E-05        3.087206E-06        
4.165629E-01        -2.502736E-05        3.074387E-06        
4.161887E-01        -2.491703E-05        3.061618E-06        
4.158148E-01        -2.480716E-05        3.048900E-06        
4.154413E-01        -2.469775E-05        3.036231E-06        
4.150681E-01        -2.458880E-05        3.023613E-06        
4.146952E-01        -2.448031E-05        3.011043E-06        
4.143227E-01        -2.437227E-05        2.998524E-06        
4.139505E-01        -2.426469E-05        2.986053E-06        
4.135787E-01        -2.415755E-05        2.973632E-06        
4.132071E-01        -2.405087E-05        2.961259E-06        
4.128359E-01        -2.394464E-05        2.948935E-06        
4.124651E-01        -2.383885E-05        2.936660E-06        
4.120946E-01        -2.373351E-05        2.924433E-06        
4.117244E-01        -2.362861E-05        2.912254E-06        
4.113545E-01        -2.352415E-05        2.900123E-06        
4.109850E-01        -2.342013E-05        2.888040E-06        
4.106158E-01        -2.331655E-05        2.876004E-06        
4.102469E-01        -2.321341E-05        2.864016E-06        
4.098784E-01        -2.311069E-05        2.852075E-06        
4.095102E-01        -2.300841E-05        2.840181E-06        
4.091423E-01        -2.290656E-05        2.828333E-06        
4.087748E-01        -2.280514E-05        2.816533E-06        
4.084076E-01        -2.270415E-05        2.804779E-06        
4.080407E-01        -2.260358E-05        2.793071E-06        
4.076741E-01        -2.250344E-05        2.781410E-06        
4.073079E-01        -2.240372E-05        2.769795E-06        
4.069420E-01        -2.230441E-05        2.758225E-06        
4.065765E-01        -2.220553E-05        2.746701E-06        
4.062112E-01        -2.210706E-05        2.735222E-06        
4.058463E-01        -2.200901E-05        2.723789E-06        
4.054818E-01        -2.191137E-05        2.712401E-06        
4.051175E-01        -2.181415E-05        2.701058E-06        
4.047536E-01        -2.171733E-05        2.689760E-06        
4.043900E-01        -2.162093E-05        2.678506E-06        
4.040267E-01        -2.152492E-05        2.667297E-06        
4.036638E-01        -2.142933E-05        2.656132E-06        
4.033012E-01        -2.133414E-05        2.645011E-06        
4.029389E-01        -2.123935E-05        2.633934E-06        
4.025769E-01        -2.114496E-05        2.622901E-06        
4.022153E-01        -2.105097E-05        2.611911E-06        
4.018539E-01        -2.095737E-05        2.600965E-06        
4.014929E-01        -2.086418E-05        2.590063E-06        
4.011323E-01        -2.077137E-05        2.579203E-06        
4.007719E-01        -2.067896E-05        2.568386E-06        
4.004119E-01        -2.058694E-05        2.557612E-06        
4.000522E-01        -2.049531E-05        2.546881E-06        
3.996928E-01        -2.040406E-05        2.536192E-06        
3.993338E-01        -2.031321E-05        2.525546E-06        
3.989751E-01        -2.022273E-05        2.514942E-06        
3.986167E-01        -2.013264E-05        2.504379E-06        
3.982586E-01        -2.004293E-05        2.493859E-06        
3.979008E-01        -1.995360E-05        2.483380E-06        
3.975434E-01        -1.986465E-05        2.472943E-06        
3.971863E-01        -1.977608E-05        2.462547E-06        
3.968295E-01        -1.968788E-05        2.452192E-06        
3.964730E-01        -1.960006E-05        2.441879E-06        
3.961168E-01        -1.951260E-05        2.431606E-06        
3.957610E-01        -1.942552E-05        2.421374E-06        
3.954055E-01        -1.933881E-05        2.411183E-06        
3.950503E-01        -1.925246E-05        2.401032E-06        
3.946954E-01        -1.916648E-05        2.390921E-06        
3.943408E-01        -1.908087E-05        2.380850E-06        
3.939866E-01        -1.899562E-05        2.370820E-06        
3.936327E-01        -1.891073E-05        2.360829E-06        
3.932790E-01        -1.882620E-05        2.350878E-06        
3.929258E-01        -1.874203E-05        2.340966E-06        
3.925728E-01        -1.865822E-05        2.331094E-06        
3.922201E-01        -1.857476E-05        2.321261E-06        
3.918678E-01        -1.849166E-05        2.311467E-06        
3.915158E-01        -1.840891E-05        2.301713E-06        
3.911641E-01        -1.832652E-05        2.291996E-06        
3.908127E-01        -1.824447E-05        2.282319E-06        
3.904616E-01        -1.816277E-05        2.272680E-06        
3.901109E-01        -1.808142E-05        2.263079E-06        
3.897604E-01        -1.800042E-05        2.253516E-06        
3.894103E-01        -1.791976E-05        2.243992E-06        
3.890605E-01        -1.783944E-05        2.234505E-06        
3.887110E-01        -1.775947E-05        2.225057E-06        
3.883618E-01        -1.767984E-05        2.215645E-06        
3.880129E-01        -1.760054E-05        2.206272E-06        
3.876644E-01        -1.752158E-05        2.196935E-06        
3.873161E-01        -1.744296E-05        2.187636E-06        
3.869682E-01        -1.736468E-05        2.178374E-06        
3.866206E-01        -1.728672E-05        2.169149E-06        
3.862732E-01        -1.720910E-05        2.159960E-06        
3.859263E-01        -1.713181E-05        2.150808E-06        
3.855796E-01        -1.705485E-05        2.141693E-06        
3.852332E-01        -1.697822E-05        2.132614E-06        
3.848871E-01        -1.690192E-05        2.123571E-06        
3.845414E-01        -1.682594E-05        2.114565E-06        
3.841959E-01        -1.675028E-05        2.105594E-06        
3.838508E-01        -1.667495E-05        2.096659E-06        
3.835060E-01        -1.659994E-05        2.087760E-06        
3.831615E-01        -1.652525E-05        2.078896E-06        
3.828173E-01        -1.645088E-05        2.070068E-06        
3.824734E-01        -1.637683E-05        2.061274E-06        
3.821298E-01        -1.630309E-05        2.052516E-06        
3.817865E-01        -1.622967E-05        2.043794E-06        
3.814436E-01        -1.615656E-05        2.035105E-06        
3.811009E-01        -1.608377E-05        2.026452E-06        
3.807586E-01        -1.601128E-05        2.017833E-06        
3.804165E-01        -1.593911E-05        2.009249E-06        
3.800748E-01        -1.586724E-05        2.000699E-06        
3.797334E-01        -1.579568E-05        1.992183E-06        
3.793922E-01        -1.572443E-05        1.983701E-06        
3.790514E-01        -1.565348E-05        1.975254E-06        
3.787109E-01        -1.558284E-05        1.966840E-06        
3.783707E-01        -1.551250E-05        1.958459E-06        
3.780308E-01        -1.544246E-05        1.950113E-06        
3.776912E-01        -1.537272E-05        1.941799E-06        
3.773519E-01        -1.530328E-05        1.933519E-06        
3.770130E-01        -1.523414E-05        1.925272E-06        
3.766743E-01        -1.516529E-05        1.917059E-06        
3.763359E-01        -1.509674E-05        1.908878E-06        
3.759978E-01        -1.502848E-05        1.900730E-06        
3.756601E-01        -1.496052E-05        1.892614E-06        
3.753226E-01        -1.489285E-05        1.884531E-06        
3.749855E-01        -1.482546E-05        1.876481E-06        
3.746486E-01        -1.475837E-05        1.868463E-06        
3.743121E-01        -1.469156E-05        1.860477E-06        
3.739758E-01        -1.462504E-05        1.852523E-06        
3.736399E-01        -1.455881E-05        1.844601E-06        
3.733042E-01        -1.449286E-05        1.836711E-06        
3.729689E-01        -1.442720E-05        1.828852E-06        
3.726338E-01        -1.436181E-05        1.821026E-06        
3.722991E-01        -1.429671E-05        1.813230E-06        
3.719646E-01        -1.423189E-05        1.805466E-06        
3.716305E-01        -1.416735E-05        1.797733E-06        
3.712967E-01        -1.410308E-05        1.790031E-06        
3.709631E-01        -1.403909E-05        1.782360E-06        
3.706299E-01        -1.397538E-05        1.774720E-06        
3.702969E-01        -1.391194E-05        1.767111E-06        
3.699643E-01        -1.384877E-05        1.759532E-06        
3.696319E-01        -1.378588E-05        1.751984E-06        
3.692999E-01        -1.372325E-05        1.744466E-06        
3.689681E-01        -1.366090E-05        1.736979E-06        
3.686367E-01        -1.359881E-05        1.729521E-06        
3.683055E-01        -1.353699E-05        1.722094E-06        
3.679747E-01        -1.347544E-05        1.714697E-06        
3.676441E-01        -1.341415E-05        1.707329E-06        
3.673139E-01        -1.335313E-05        1.699991E-06        
3.669839E-01        -1.329237E-05        1.692683E-06        
3.666542E-01        -1.323188E-05        1.685404E-06        
3.663249E-01        -1.317164E-05        1.678154E-06        
3.659958E-01        -1.311166E-05        1.670934E-06        
3.656670E-01        -1.305195E-05        1.663743E-06        
3.653385E-01        -1.299249E-05        1.656581E-06        
3.650103E-01        -1.293328E-05        1.649448E-06        
3.646824E-01        -1.287434E-05        1.642343E-06        
3.643548E-01        -1.281564E-05        1.635267E-06        
3.640275E-01        -1.275721E-05        1.628220E-06        
3.637005E-01        -1.269902E-05        1.621201E-06        
3.633738E-01        -1.264108E-05        1.614211E-06        
3.630474E-01        -1.258340E-05        1.607249E-06        
3.627213E-01        -1.252597E-05        1.600315E-06        
3.623954E-01        -1.246878E-05        1.593409E-06        
3.620699E-01        -1.241184E-05        1.586531E-06        
3.617446E-01        -1.235515E-05        1.579681E-06        
3.614197E-01        -1.229870E-05        1.572858E-06        
3.610950E-01        -1.224250E-05        1.566063E-06        
3.607706E-01        -1.218654E-05        1.559296E-06        
3.604465E-01        -1.213082E-05        1.552556E-06        
3.601227E-01        -1.207534E-05        1.545843E-06        
3.597992E-01        -1.202011E-05        1.539158E-06        
3.594760E-01        -1.196511E-05        1.532499E-06        
3.591531E-01        -1.191036E-05        1.525868E-06        
3.588305E-01        -1.185584E-05        1.519263E-06        
3.585081E-01        -1.180155E-05        1.512685E-06        
3.581861E-01        -1.174750E-05        1.506134E-06        
3.578643E-01        -1.169369E-05        1.499609E-06        
3.575428E-01        -1.164011E-05        1.493111E-06        
3.572216E-01        -1.158676E-05        1.486639E-06        
3.569007E-01        -1.153364E-05        1.480194E-06        
3.565801E-01        -1.148076E-05        1.473774E-06        
3.562598E-01        -1.142810E-05        1.467381E-06        
3.559398E-01        -1.137568E-05        1.461014E-06        
3.556200E-01        -1.132348E-05        1.454672E-06        
3.553006E-01        -1.127150E-05        1.448357E-06        
3.549814E-01        -1.121976E-05        1.442066E-06        
3.546625E-01        -1.116823E-05        1.435802E-06        
3.543439E-01        -1.111694E-05        1.429563E-06        
3.540256E-01        -1.106586E-05        1.423349E-06        
3.537076E-01        -1.101501E-05        1.417161E-06        
3.533898E-01        -1.096438E-05        1.410997E-06        
3.530724E-01        -1.091397E-05        1.404859E-06        
3.527552E-01        -1.086378E-05        1.398746E-06        
3.524383E-01        -1.081380E-05        1.392658E-06        
3.521217E-01        -1.076405E-05        1.386594E-06        
3.518054E-01        -1.071451E-05        1.380555E-06        
3.514894E-01        -1.066519E-05        1.374541E-06        
3.511736E-01        -1.061608E-05        1.368551E-06        
3.508581E-01        -1.056719E-05        1.362586E-06        
3.505430E-01        -1.051851E-05        1.356645E-06        
3.502281E-01        -1.047004E-05        1.350728E-06        
3.499135E-01        -1.042178E-05        1.344835E-06        
3.495991E-01        -1.037374E-05        1.338966E-06        
3.492851E-01        -1.032590E-05        1.333122E-06        
3.489713E-01        -1.027827E-05        1.327301E-06        
3.486578E-01        -1.023086E-05        1.321503E-06        
3.483446E-01        -1.018364E-05        1.315730E-06        
3.480317E-01        -1.013664E-05        1.309980E-06        
3.477190E-01        -1.008984E-05        1.304254E-06        
3.474067E-01        -1.004324E-05        1.298551E-06        
3.470946E-01        -9.996847E-06        1.292871E-06        
3.467828E-01        -9.950658E-06        1.287214E-06        
3.464713E-01        -9.904670E-06        1.281581E-06        
3.461600E-01        -9.858883E-06        1.275970E-06        
3.458491E-01        -9.813297E-06        1.270383E-06        
3.455384E-01        -9.767910E-06        1.264818E-06        
3.452280E-01        -9.722722E-06        1.259276E-06        
3.449179E-01        -9.677731E-06        1.253757E-06        
3.446080E-01        -9.632938E-06        1.248261E-06        
3.442985E-01        -9.588341E-06        1.242787E-06        
3.439892E-01        -9.543939E-06        1.237335E-06        
3.436802E-01        -9.499732E-06        1.231906E-06        
3.433714E-01        -9.455718E-06        1.226499E-06        
3.430630E-01        -9.411898E-06        1.221114E-06        
3.427548E-01        -9.368269E-06        1.215751E-06        
3.424469E-01        -9.324832E-06        1.210410E-06        
3.421393E-01        -9.281586E-06        1.205091E-06        
3.418319E-01        -9.238529E-06        1.199794E-06        
3.415248E-01        -9.195661E-06        1.194518E-06        
3.412180E-01        -9.152981E-06        1.189265E-06        
3.409115E-01        -9.110489E-06        1.184032E-06        
3.406053E-01        -9.068183E-06        1.178822E-06        
3.402993E-01        -9.026063E-06        1.173632E-06        
3.399936E-01        -8.984129E-06        1.168464E-06        
3.396882E-01        -8.942378E-06        1.163317E-06        
3.393830E-01        -8.900811E-06        1.158192E-06        
3.390782E-01        -8.859427E-06        1.153087E-06        
3.387736E-01        -8.818225E-06        1.148004E-06        
3.384692E-01        -8.777204E-06        1.142941E-06        
3.381652E-01        -8.736363E-06        1.137899E-06        
3.378614E-01        -8.695702E-06        1.132878E-06        
3.375579E-01        -8.655220E-06        1.127877E-06        
3.372547E-01        -8.614917E-06        1.122897E-06        
3.369517E-01        -8.574791E-06        1.117938E-06        
3.366490E-01        -8.534841E-06        1.112999E-06        
3.363466E-01        -8.495068E-06        1.108081E-06        
3.360445E-01        -8.455470E-06        1.103182E-06        
3.357426E-01        -8.416046E-06        1.098304E-06        
3.354410E-01        -8.376797E-06        1.093446E-06        
3.351396E-01        -8.337720E-06        1.088608E-06        
3.348386E-01        -8.298816E-06        1.083790E-06        
3.345378E-01        -8.260083E-06        1.078992E-06        
3.342373E-01        -8.221521E-06        1.074213E-06        
3.339370E-01        -8.183130E-06        1.069455E-06        
3.336370E-01        -8.144908E-06        1.064716E-06        
3.333373E-01        -8.106854E-06        1.059996E-06        
3.330379E-01        -8.068969E-06        1.055296E-06        
3.327387E-01        -8.031251E-06        1.050615E-06        
3.324398E-01        -7.993700E-06        1.045954E-06        
3.321412E-01        -7.956315E-06        1.041312E-06        
3.318428E-01        -7.919095E-06        1.036690E-06        
3.315447E-01        -7.882040E-06        1.032086E-06        
3.312469E-01        -7.845148E-06        1.027501E-06        
3.309493E-01        -7.808420E-06        1.022936E-06        
3.306520E-01        -7.771855E-06        1.018389E-06        
3.303550E-01        -7.735451E-06        1.013861E-06        
3.300582E-01        -7.699208E-06        1.009352E-06        
3.297617E-01        -7.663126E-06        1.004861E-06        
3.294655E-01        -7.627204E-06        1.000389E-06        
3.291695E-01        -7.591440E-06        9.959359E-07        
3.288738E-01        -7.555836E-06        9.915010E-07        
3.285784E-01        -7.520389E-06        9.870844E-07        
3.282832E-01        -7.485099E-06        9.826862E-07        
3.279883E-01        -7.449966E-06        9.783062E-07        
3.276937E-01        -7.414988E-06        9.739444E-07        
3.273993E-01        -7.380166E-06        9.696007E-07        
3.271052E-01        -7.345498E-06        9.652750E-07        
3.268114E-01        -7.310985E-06        9.609672E-07        
3.265178E-01        -7.276624E-06        9.566774E-07        
3.262245E-01        -7.242416E-06        9.524054E-07        
3.259314E-01        -7.208360E-06        9.481511E-07        
3.256386E-01        -7.174455E-06        9.439145E-07        
3.253461E-01        -7.140701E-06        9.396955E-07        
3.250538E-01        -7.107097E-06        9.354940E-07        
3.247618E-01        -7.073642E-06        9.313101E-07        
3.244701E-01        -7.040336E-06        9.271435E-07        
3.241786E-01        -7.007179E-06        9.229943E-07        
3.238874E-01        -6.974169E-06        9.188623E-07        
3.235965E-01        -6.941305E-06        9.147476E-07        
3.233058E-01        -6.908588E-06        9.106499E-07        
3.230153E-01        -6.876017E-06        9.065694E-07        
3.227252E-01        -6.843591E-06        9.025058E-07        
3.224353E-01        -6.811309E-06        8.984592E-07        
3.221456E-01        -6.779171E-06        8.944295E-07        
3.218562E-01        -6.747176E-06        8.904165E-07        
3.215671E-01        -6.715324E-06        8.864203E-07        
3.212782E-01        -6.683614E-06        8.824408E-07        
3.209896E-01        -6.652045E-06        8.784778E-07        
3.207013E-01        -6.620617E-06        8.745314E-07        
3.204132E-01        -6.589329E-06        8.706015E-07        
3.201253E-01        -6.558181E-06        8.666880E-07        
3.198378E-01        -6.527172E-06        8.627909E-07        
3.195504E-01        -6.496302E-06        8.589100E-07        
3.192634E-01        -6.465569E-06        8.550454E-07        
3.189766E-01        -6.434974E-06        8.511969E-07        
3.186901E-01        -6.404515E-06        8.473645E-07        
3.184038E-01        -6.374193E-06        8.435481E-07        
3.181177E-01        -6.344006E-06        8.397477E-07        
3.178320E-01        -6.313954E-06        8.359632E-07        
3.175465E-01        -6.284036E-06        8.321945E-07        
3.172612E-01        -6.254253E-06        8.284417E-07        
3.169762E-01        -6.224602E-06        8.247045E-07        
3.166915E-01        -6.195085E-06        8.209830E-07        
3.164070E-01        -6.165699E-06        8.172771E-07        
3.161227E-01        -6.136445E-06        8.135867E-07        
3.158388E-01        -6.107322E-06        8.099118E-07        
3.155550E-01        -6.078330E-06        8.062523E-07        
3.152716E-01        -6.049468E-06        8.026082E-07        
3.149883E-01        -6.020734E-06        7.989793E-07        
3.147054E-01        -5.992130E-06        7.953657E-07        
3.144227E-01        -5.963654E-06        7.917673E-07        
3.141402E-01        -5.935306E-06        7.881840E-07        
3.138580E-01        -5.907085E-06        7.846157E-07        
3.135761E-01        -5.878991E-06        7.810624E-07        
3.132944E-01        -5.851022E-06        7.775240E-07        
3.130130E-01        -5.823180E-06        7.740006E-07        
3.127318E-01        -5.795462E-06        7.704919E-07        
3.124508E-01        -5.767869E-06        7.669980E-07        
3.121702E-01        -5.740400E-06        7.635188E-07        
3.118897E-01        -5.713054E-06        7.600542E-07        
3.116096E-01        -5.685831E-06        7.566043E-07        
3.113296E-01        -5.658731E-06        7.531688E-07        
3.110500E-01        -5.631753E-06        7.497479E-07        
3.107705E-01        -5.604896E-06        7.463413E-07        
3.104914E-01        -5.578160E-06        7.429491E-07        
3.102125E-01        -5.551544E-06        7.395712E-07        
3.099338E-01        -5.525048E-06        7.362075E-07        
3.096554E-01        -5.498671E-06        7.328581E-07        
3.093772E-01        -5.472413E-06        7.295227E-07        
3.090993E-01        -5.446274E-06        7.262015E-07        
3.088216E-01        -5.420252E-06        7.228942E-07        
3.085442E-01        -5.394348E-06        7.196009E-07        
3.082670E-01        -5.368560E-06        7.163216E-07        
3.079901E-01        -5.342889E-06        7.130560E-07        
3.077134E-01        -5.317334E-06        7.098043E-07        
3.074370E-01        -5.291893E-06        7.065664E-07        
3.071608E-01        -5.266568E-06        7.033421E-07        
3.068849E-01        -5.241357E-06        7.001314E-07        
3.066092E-01        -5.216260E-06        6.969344E-07        
3.063338E-01        -5.191276E-06        6.937509E-07        
3.060586E-01        -5.166405E-06        6.905808E-07        
3.057837E-01        -5.141647E-06        6.874242E-07        
3.055090E-01        -5.117000E-06        6.842809E-07        
3.052345E-01        -5.092465E-06        6.811510E-07        
3.049603E-01        -5.068041E-06        6.780343E-07        
3.046864E-01        -5.043728E-06        6.749308E-07        
3.044127E-01        -5.019524E-06        6.718405E-07        
3.041392E-01        -4.995430E-06        6.687633E-07        
3.038660E-01        -4.971445E-06        6.656992E-07        
3.035930E-01        -4.947568E-06        6.626481E-07        
3.033203E-01        -4.923800E-06        6.596099E-07        
3.030478E-01        -4.900140E-06        6.565846E-07        
3.027756E-01        -4.876586E-06        6.535722E-07        
3.025036E-01        -4.853140E-06        6.505725E-07        
3.022319E-01        -4.829800E-06        6.475857E-07        
3.019604E-01        -4.806565E-06        6.446115E-07        
3.016891E-01        -4.783436E-06        6.416499E-07        
3.014181E-01        -4.760412E-06        6.387010E-07        
3.011473E-01        -4.737493E-06        6.357646E-07        
3.008768E-01        -4.714677E-06        6.328407E-07        
3.006065E-01        -4.691965E-06        6.299292E-07        
3.003365E-01        -4.669357E-06        6.270302E-07        
3.000667E-01        -4.646851E-06        6.241435E-07        
2.997971E-01        -4.624447E-06        6.212691E-07        
2.995278E-01        -4.602145E-06        6.184070E-07        
2.992588E-01        -4.579945E-06        6.155570E-07        
2.989899E-01        -4.557845E-06        6.127192E-07        
2.987213E-01        -4.535846E-06        6.098935E-07        
2.984530E-01        -4.513947E-06        6.070799E-07        
2.981849E-01        -4.492148E-06        6.042783E-07        
2.979170E-01        -4.470448E-06        6.014886E-07        
2.976494E-01        -4.448847E-06        5.987109E-07        
2.973820E-01        -4.427345E-06        5.959450E-07        
2.971149E-01        -4.405940E-06        5.931910E-07        
2.968480E-01        -4.384633E-06        5.904487E-07        
2.965813E-01        -4.363423E-06        5.877181E-07        
2.963149E-01        -4.342309E-06        5.849993E-07        
2.960487E-01        -4.321292E-06        5.822920E-07        
2.957828E-01        -4.300371E-06        5.795964E-07        
2.955171E-01        -4.279545E-06        5.769123E-07        
2.952516E-01        -4.258815E-06        5.742396E-07        
2.949864E-01        -4.238179E-06        5.715785E-07        
2.947214E-01        -4.217637E-06        5.689287E-07        
2.944566E-01        -4.197189E-06        5.662903E-07        
2.941921E-01        -4.176835E-06        5.636632E-07        
2.939278E-01        -4.156573E-06        5.610474E-07        
2.936638E-01        -4.136404E-06        5.584428E-07        
2.934000E-01        -4.116328E-06        5.558493E-07        
2.931364E-01        -4.096343E-06        5.532670E-07        
2.928731E-01        -4.076450E-06        5.506958E-07        
2.926100E-01        -4.056647E-06        5.481357E-07        
2.923471E-01        -4.036936E-06        5.455865E-07        
2.920845E-01        -4.017314E-06        5.430483E-07        
2.918221E-01        -3.997783E-06        5.405210E-07        
2.915600E-01        -3.978341E-06        5.380046E-07        
2.912981E-01        -3.958988E-06        5.354990E-07        
2.910364E-01        -3.939723E-06        5.330041E-07        
2.907749E-01        -3.920547E-06        5.305200E-07        
2.905137E-01        -3.901459E-06        5.280467E-07        
2.902528E-01        -3.882459E-06        5.255839E-07        
2.899920E-01        -3.863546E-06        5.231318E-07        
2.897315E-01        -3.844719E-06        5.206902E-07        
2.894713E-01        -3.825979E-06        5.182592E-07        
2.892112E-01        -3.807325E-06        5.158387E-07        
2.889514E-01        -3.788757E-06        5.134286E-07        
2.886918E-01        -3.770274E-06        5.110288E-07        
2.884325E-01        -3.751876E-06        5.086395E-07        
2.881734E-01        -3.733562E-06        5.062605E-07        
2.879145E-01        -3.715333E-06        5.038917E-07        
2.876559E-01        -3.697187E-06        5.015332E-07        
2.873975E-01        -3.679125E-06        4.991848E-07        
2.871393E-01        -3.661147E-06        4.968467E-07        
2.868814E-01        -3.643250E-06        4.945186E-07        
2.866237E-01        -3.625437E-06        4.922006E-07        
2.863662E-01        -3.607705E-06        4.898926E-07        
2.861089E-01        -3.590055E-06        4.875946E-07        
2.858519E-01        -3.572486E-06        4.853066E-07        
2.855951E-01        -3.554999E-06        4.830285E-07        
2.853386E-01        -3.537592E-06        4.807602E-07        
2.850823E-01        -3.520265E-06        4.785018E-07        
2.848262E-01        -3.503018E-06        4.762532E-07        
