# BBN prediction of the primordial abundances (Helium-4 and Deuterium) as a function of
# 1)the baryon density $\Omega_b h^2$ 
# 2)the number of extra relativistic degrees of freedom $\Delta N$
# 
# If $\Delta N=0$, $N_{eff} = 3.0440$ because of QED effects and incomplete neurino decoupling (see, e.g., arXiv:2001.04466).
#
# Computation performed with PRyMordial, see arXiv:2307.07061. 
# Latest version of the code at the GitHub repo: https://github.com/vallima/PRyMordial
# Details on the ab-initio computation of neutron freeze out implemented in PRyMordial can be found in arXiv:1801.08023.
# Thermonuclear rates adopted comprise the most recent measurement from LUNA and mainly rely on the NACRE II compilation.
#
# Neutron Decay rate $\tau_n$ follows what recommended in the Particle Data Group 2023.
# CMB temperature is 2.7255 K (without taking into account a possible uncertainty).
#
# He4 is given either as $Y^BBN_P = 4 Y_{He4}$ where $Y_{He4}$ is the ratio of He-4 number density to baryons number density.
# He4 is also provided as $Y_P = Y_{He4} * m_ {He4} /[Y_{He4} m_{He4} + (1 - 4*Y_{He4}) m_H1]$ 
# where $m_{He4}=4.0026032541$ and $m_{H1}=1.00782503223$ are atomic masses. 
#
# Deuterium is given as the ratio of its number density to the H1 number density and noted $D/H$.
# 
# eta10 is $10^10 eta_0$ where $eta_0$ is the density ratio between baryons and photons at the end of BBN, and does not include
# any extra production of He4 by stars after BBN. 
#
# Errors are computed with a Monte Carlo approach where both nuclear rates and neutron life time uncertainties are accounted for.
# For more details, see the Jupiter notebook: https://github.com/vallima/PRyMordial/blob/main/PRyMdemoSM.ipynb
# 
#         ombh2                   eta10                     DeltaN                    Yp                      Yp^BBN                  sig(Yp^BBN)              D/H                      sig(D/H)  
1.700000000000000122e-02 4.653722894337149363e+00 -5.000000000000000000e-01 2.357966898877745243e-01 2.370864384503966749e-01 1.379615391742205187e-04 3.652338971951745632e-05 1.450873848976373135e-06
1.799999999999999864e-02 4.927471299886391876e+00 -5.000000000000000000e-01 2.363692160732570602e-01 2.376611223137788109e-01 1.389538917376891794e-04 3.336397863164027592e-05 1.338087220136029640e-06
1.899999999999999953e-02 5.201219705435637053e+00 -5.000000000000000000e-01 2.369164845162050059e-01 2.382104488568872191e-01 1.327819308508256478e-04 3.054545770527028421e-05 1.171484172325157418e-06
2.000000000000000042e-02 5.474968110984880454e+00 -5.000000000000000000e-01 2.374233234197961895e-01 2.387191899690115082e-01 1.326734642934590752e-04 2.805092615900925716e-05 1.126123163456165108e-06
2.019999999999999921e-02 5.529717792094730022e+00 -5.000000000000000000e-01 2.375151789582006789e-01 2.388113898509838795e-01 1.341348770690339908e-04 2.770065196256114978e-05 1.088302480089513298e-06
2.040000000000000147e-02 5.584467473204578702e+00 -5.000000000000000000e-01 2.376169701887337060e-01 2.389135625116883821e-01 1.448445696121166001e-04 2.729136900274452854e-05 1.103450222794251316e-06
2.060000000000000026e-02 5.639217154314427383e+00 -5.000000000000000000e-01 2.377047059059629042e-01 2.390016269078369948e-01 1.356455060224534244e-04 2.681936781153647218e-05 1.056211095987635819e-06
2.079999999999999905e-02 5.693966835424275175e+00 -5.000000000000000000e-01 2.377901834467976150e-01 2.390874245409465026e-01 1.370261960652380186e-04 2.647303470185249466e-05 1.121140509168195160e-06
2.100000000000000130e-02 5.748716516534125631e+00 -5.000000000000000000e-01 2.378959891935168991e-01 2.391936263413530495e-01 1.472006253406886011e-04 2.596076273012578505e-05 1.071243649124767375e-06
2.120000000000000009e-02 5.803466197643973423e+00 -5.000000000000000000e-01 2.379860746819242867e-01 2.392840489464835296e-01 1.390846675719706967e-04 2.557624722016116220e-05 1.038225436920776073e-06
2.139999999999999888e-02 5.858215878753822103e+00 -5.000000000000000000e-01 2.380743967921859772e-01 2.393727014431449585e-01 1.400827211066705017e-04 2.521519796326633926e-05 1.009723961154672915e-06
2.160000000000000114e-02 5.912965559863671672e+00 -5.000000000000000000e-01 2.381485531766873720e-01 2.394471351465959352e-01 1.364551625644007502e-04 2.490911545465202524e-05 9.902588852862246154e-07
2.179999999999999993e-02 5.967715240973520352e+00 -5.000000000000000000e-01 2.382596537168729933e-01 2.395586509967146671e-01 1.408353010493658723e-04 2.444607051013101439e-05 9.927064490010283340e-07
2.199999999999999872e-02 6.022464922083368144e+00 -5.000000000000000000e-01 2.383385331166161247e-01 2.396378251723337016e-01 1.332908356849834186e-04 2.409001284741409268e-05 9.858425772965929503e-07
2.220000000000000098e-02 6.077214603193218601e+00 -5.000000000000000000e-01 2.384105297923246047e-01 2.397100907947881943e-01 1.417457100219212545e-04 2.379431423352665337e-05 9.895842384117694158e-07
2.239999999999999977e-02 6.131964284303066393e+00 -5.000000000000000000e-01 2.385044917778502693e-01 2.398044036835122184e-01 1.444610720796926087e-04 2.344930611958439848e-05 9.900355472678656296e-07
2.259999999999999856e-02 6.186713965412915073e+00 -5.000000000000000000e-01 2.386047712604948412e-01 2.399050575336993119e-01 1.417538298990001573e-04 2.303662675153884251e-05 9.478653373403838983e-07
2.280000000000000082e-02 6.241463646522764641e+00 -5.000000000000000000e-01 2.386857624535584088e-01 2.399863509779520954e-01 1.410464164254248006e-04 2.274701444818744242e-05 8.862462428652379201e-07
2.299999999999999961e-02 6.296213327632613321e+00 -5.000000000000000000e-01 2.387733055182437170e-01 2.400742206414775426e-01 1.389208529102750448e-04 2.240595778122510189e-05 8.945539358936463947e-07
2.319999999999999840e-02 6.350963008742461113e+00 -5.000000000000000000e-01 2.388503833319725045e-01 2.401515859196480529e-01 1.371760517574328419e-04 2.210106113130953862e-05 9.095014159758039606e-07
2.340000000000000066e-02 6.405712689852311570e+00 -5.000000000000000000e-01 2.389304531658154318e-01 2.402319542731697344e-01 1.420207847461685182e-04 2.179817594752702224e-05 8.643101557679459258e-07
2.359999999999999945e-02 6.460462370962159362e+00 -5.000000000000000000e-01 2.390101760712984025e-01 2.403119743311658563e-01 1.379223284944839593e-04 2.146717293967302892e-05 8.849481274180450395e-07
2.380000000000000171e-02 6.515212052072008930e+00 -5.000000000000000000e-01 2.390804463021623527e-01 2.403825064147013524e-01 1.294242400754917668e-04 2.122480992448364952e-05 8.384126140146821589e-07
2.400000000000000050e-02 6.569961733181856722e+00 -5.000000000000000000e-01 2.391774661711403294e-01 2.404798876639905048e-01 1.359576710628638055e-04 2.091276708370474162e-05 8.145512053864219645e-07
2.500000000000000139e-02 6.843710138731101900e+00 -5.000000000000000000e-01 2.395613402935930503e-01 2.408651903678036554e-01 1.351819737716468189e-04 1.948811560241128730e-05 7.919654779290239577e-07
2.599999999999999881e-02 7.117458544280344412e+00 -5.000000000000000000e-01 2.399299854728903503e-01 2.412352054502334697e-01 1.400845995646185298e-04 1.822443000462919762e-05 7.571744266577182359e-07
2.699999999999999969e-02 7.391206949829589590e+00 -5.000000000000000000e-01 2.402817986338234846e-01 2.415883241532360282e-01 1.404853338807855484e-04 1.704837535461313779e-05 7.237313328535456750e-07
2.800000000000000058e-02 7.664955355378833879e+00 -5.000000000000000000e-01 2.406179425496680624e-01 2.419257138167446863e-01 1.338225348452489480e-04 1.599629222690285329e-05 6.737451234565629331e-07
2.900000000000000147e-02 7.938703760928077280e+00 -5.000000000000000000e-01 2.409582044660237565e-01 2.422672350654273277e-01 1.389966054960044999e-04 1.503510306277978588e-05 5.972070575898915888e-07
2.999999999999999889e-02 8.212452166477321569e+00 -5.000000000000000000e-01 2.412651978905469008e-01 2.425753632772965629e-01 1.378374045536033738e-04 1.414651454892301079e-05 5.687121859284010498e-07
3.099999999999999978e-02 8.486200572026564970e+00 -5.000000000000000000e-01 2.415625178308169196e-01 2.428737809543709825e-01 1.378454747937306096e-04 1.336354907066045822e-05 5.591570023394526518e-07
3.200000000000000067e-02 8.759948977575810147e+00 -5.000000000000000000e-01 2.418561562132520715e-01 2.431685022369975968e-01 1.365039586906049063e-04 1.257617223509046920e-05 5.088830527544696580e-07
3.300000000000000155e-02 9.033697383125053548e+00 -5.000000000000000000e-01 2.421308306247929865e-01 2.434441884902854847e-01 1.354595980340962756e-04 1.189768621331400389e-05 4.803133341346708948e-07
3.400000000000000244e-02 9.307445788674298726e+00 -5.000000000000000000e-01 2.424111286158145695e-01 2.437255178992613347e-01 1.456099341617146930e-04 1.122021716296180332e-05 4.946541689114885323e-07
3.500000000000000333e-02 9.581194194223542127e+00 -5.000000000000000000e-01 2.426695669893460527e-01 2.439849062842759930e-01 1.396210825165796257e-04 1.065852691292071031e-05 4.402146152692307007e-07
3.599999999999999728e-02 9.854942599772783751e+00 -5.000000000000000000e-01 2.429345813671356658e-01 2.442508938394356566e-01 1.387709097124446443e-04 1.011539958840817962e-05 4.340924830119598392e-07
3.699999999999999817e-02 1.012869100532203070e+01 -5.000000000000000000e-01 2.431765352120701940e-01 2.444937353130495761e-01 1.303625394399318476e-04 9.532879498478266764e-06 4.011066591254400475e-07
3.799999999999999906e-02 1.040243941087127411e+01 -5.000000000000000000e-01 2.434046537548101019e-01 2.447226899295344982e-01 1.373962366202838563e-04 9.092044469816901230e-06 3.945809811596411882e-07
3.899999999999999994e-02 1.067618781642051751e+01 -5.000000000000000000e-01 2.436504540502918426e-01 2.449693902815384405e-01 1.374147033060522135e-04 8.605541616907469809e-06 3.710804046834993083e-07
4.000000000000000083e-02 1.094993622196976091e+01 -5.000000000000000000e-01 2.438764981662340237e-01 2.451962613580712380e-01 1.310654214890830897e-04 8.158954057391163030e-06 3.547345676423744851e-07
5.000000000000000104e-03 1.368742027746220113e+00 -2.500000000000000000e-01 2.236103810750338927e-01 2.248530859098362145e-01 1.488884470176615358e-04 2.663974477829142407e-04 9.394630725013682315e-06
6.000000000000000125e-03 1.642490433295464181e+00 -2.500000000000000000e-01 2.266639204672635521e-01 2.279186135096710197e-01 1.395882920812297054e-04 1.974294318880842928e-04 6.827402741737250430e-06
7.000000000000000146e-03 1.916238838844708470e+00 -2.500000000000000000e-01 2.289673114013359712e-01 2.302309588693643438e-01 1.465245598195640865e-04 1.533092436528330090e-04 5.597915015208318599e-06
8.000000000000000167e-03 2.189987244393952537e+00 -2.500000000000000000e-01 2.307949197185294454e-01 2.320656177580501800e-01 1.522080323168578252e-04 1.238335324259369485e-04 4.865545260970937463e-06
8.999999999999999320e-03 2.463735649943195938e+00 -2.500000000000000000e-01 2.323133735211143081e-01 2.335898929718868144e-01 1.535159850811576598e-04 1.025310796282652019e-04 3.912928587757426062e-06
1.000000000000000021e-02 2.737484055492440227e+00 -2.500000000000000000e-01 2.335754166932751119e-01 2.348567493614511226e-01 1.352659450597430821e-04 8.716077991340059764e-05 3.299070037351267888e-06
1.099999999999999936e-02 3.011232461041684072e+00 -2.500000000000000000e-01 2.346993554188814834e-01 2.359849552745814094e-01 1.462902040833738817e-04 7.481436436680358052e-05 2.959399062419453444e-06
1.200000000000000025e-02 3.284980866590928361e+00 -2.500000000000000000e-01 2.356769083089275685e-01 2.369662048317577041e-01 1.492379473248722007e-04 6.532858143180306264e-05 2.449951087957671508e-06
1.299999999999999940e-02 3.558729272140172206e+00 -2.500000000000000000e-01 2.365647078712377338e-01 2.378573497918909374e-01 1.344813120301765878e-04 5.745163189920468339e-05 2.223743341725702653e-06
1.400000000000000029e-02 3.832477677689416939e+00 -2.500000000000000000e-01 2.373556264647150027e-01 2.386512391448334103e-01 1.380617189793676379e-04 5.136445624305201700e-05 2.022269981686332956e-06
1.499999999999999944e-02 4.106226083238660785e+00 -2.500000000000000000e-01 2.380812886664824546e-01 2.393796190782064015e-01 1.474479401483226224e-04 4.594337630736968853e-05 1.758427750639661118e-06
1.600000000000000033e-02 4.379974488787905074e+00 -2.500000000000000000e-01 2.387505125465502753e-01 2.400513426437467512e-01 1.406778418631071616e-04 4.153612064837078680e-05 1.649287175130301398e-06
1.700000000000000122e-02 4.653722894337149363e+00 -2.500000000000000000e-01 2.393793295984689429e-01 2.406825025804387175e-01 1.387801400142422753e-04 3.767880758316500124e-05 1.490827500108900273e-06
1.799999999999999864e-02 4.927471299886391876e+00 -2.500000000000000000e-01 2.399324512736859538e-01 2.412376804054790214e-01 1.411191525547608587e-04 3.463025862467520905e-05 1.388703822418217047e-06
1.899999999999999953e-02 5.201219705435637053e+00 -2.500000000000000000e-01 2.404700576092373143e-01 2.417772810041019516e-01 1.425005261204922459e-04 3.167403963068535921e-05 1.262817126072104823e-06
2.000000000000000042e-02 5.474968110984880454e+00 -2.500000000000000000e-01 2.409780600192768796e-01 2.422871640491195966e-01 1.417567291954376367e-04 2.922199823578677626e-05 1.147669593365696905e-06
2.019999999999999921e-02 5.529717792094730022e+00 -2.500000000000000000e-01 2.410716559211626142e-01 2.423811060518306082e-01 1.358391078593712401e-04 2.870964977556689479e-05 1.158979702273810067e-06
2.040000000000000147e-02 5.584467473204578702e+00 -2.500000000000000000e-01 2.411657710413210032e-01 2.424755690531949781e-01 1.363064202475109906e-04 2.826577509009197732e-05 1.159261338812663529e-06
2.060000000000000026e-02 5.639217154314427383e+00 -2.500000000000000000e-01 2.412640792101784781e-01 2.425742404684061992e-01 1.357030623700230306e-04 2.786782275741047946e-05 1.011121371955023151e-06
2.079999999999999905e-02 5.693966835424275175e+00 -2.500000000000000000e-01 2.413694031897580250e-01 2.426799534604069108e-01 1.366626478260782502e-04 2.734647217052749176e-05 1.138264058397409680e-06
2.100000000000000130e-02 5.748716516534125631e+00 -2.500000000000000000e-01 2.414541801728071202e-01 2.427650434656137834e-01 1.292751813975727556e-04 2.697274473840096886e-05 1.078124998569811922e-06
2.120000000000000009e-02 5.803466197643973423e+00 -2.500000000000000000e-01 2.415483175243564873e-01 2.428595282417659040e-01 1.408567993689323697e-04 2.658607701544466649e-05 1.073206575092895562e-06
2.139999999999999888e-02 5.858215878753822103e+00 -2.500000000000000000e-01 2.416470028875222775e-01 2.429585777090128573e-01 1.369027127368598995e-04 2.610062959665073457e-05 1.090951258098122860e-06
2.160000000000000114e-02 5.912965559863671672e+00 -2.500000000000000000e-01 2.417279395030450251e-01 2.430398128413288061e-01 1.325457174912118960e-04 2.571232012742365468e-05 1.021035814013001901e-06
2.179999999999999993e-02 5.967715240973520352e+00 -2.500000000000000000e-01 2.418123302746396086e-01 2.431245147520892658e-01 1.370008450547649298e-04 2.538995160417695810e-05 1.013363890095594225e-06
2.199999999999999872e-02 6.022464922083368144e+00 -2.500000000000000000e-01 2.419047786633117259e-01 2.432173038779817664e-01 1.377170967096465128e-04 2.499009227655285011e-05 9.794946422380295415e-07
2.220000000000000098e-02 6.077214603193218601e+00 -2.500000000000000000e-01 2.419968039162342099e-01 2.433096681926018023e-01 1.353642154166016169e-04 2.467221784774091488e-05 9.985497565999381036e-07
2.239999999999999977e-02 6.131964284303066393e+00 -2.500000000000000000e-01 2.420706115140699999e-01 2.433837476324568760e-01 1.385323628091480888e-04 2.431267296582661293e-05 9.255478255686751809e-07
2.259999999999999856e-02 6.186713965412915073e+00 -2.500000000000000000e-01 2.421629012154725979e-01 2.434763771412843114e-01 1.405251653735066508e-04 2.390206913360784437e-05 9.680939754039273032e-07
2.280000000000000082e-02 6.241463646522764641e+00 -2.500000000000000000e-01 2.422418865095675722e-01 2.435556531778550748e-01 1.327270149390455975e-04 2.360208087156044729e-05 9.525437065028017503e-07
2.299999999999999961e-02 6.296213327632613321e+00 -2.500000000000000000e-01 2.423287980944051623e-01 2.436428845489237438e-01 1.391172295935054655e-04 2.330710022110309986e-05 9.194199851399501803e-07
2.319999999999999840e-02 6.350963008742461113e+00 -2.500000000000000000e-01 2.424220740820298703e-01 2.437365036309810107e-01 1.400302662044224642e-04 2.289985551258910410e-05 9.552953900235127784e-07
2.340000000000000066e-02 6.405712689852311570e+00 -2.500000000000000000e-01 2.425041216517174192e-01 2.438188528884237538e-01 1.419056677417608148e-04 2.251746172838478256e-05 8.885099110867021880e-07
2.359999999999999945e-02 6.460462370962159362e+00 -2.500000000000000000e-01 2.425823511108720354e-01 2.438973699249476212e-01 1.341715247102668403e-04 2.218964117364643381e-05 8.610705973481357977e-07
2.380000000000000171e-02 6.515212052072008930e+00 -2.500000000000000000e-01 2.426451319367642634e-01 2.439603814390208791e-01 1.457152893694783132e-04 2.199211830707451383e-05 9.279157907491448847e-07
2.400000000000000050e-02 6.569961733181856722e+00 -2.500000000000000000e-01 2.427396625215047232e-01 2.440552593238281831e-01 1.360036571974248632e-04 2.160384816468486464e-05 8.665751537889999290e-07
2.500000000000000139e-02 6.843710138731101900e+00 -2.500000000000000000e-01 2.431404400025190538e-01 2.444575077302676980e-01 1.359468894774304199e-04 2.015785400914768452e-05 7.886984874646852187e-07
2.599999999999999881e-02 7.117458544280344412e+00 -2.500000000000000000e-01 2.434875295827796937e-01 2.448058693415989251e-01 1.281869151890021599e-04 1.890456900658788389e-05 6.941367233444984291e-07
2.699999999999999969e-02 7.391206949829589590e+00 -2.500000000000000000e-01 2.438319429332463928e-01 2.451515431674891887e-01 1.398919978523302846e-04 1.772942239272760887e-05 7.844404446108239640e-07
2.800000000000000058e-02 7.664955355378833879e+00 -2.500000000000000000e-01 2.441769478395392767e-01 2.454978090316912442e-01 1.380467855773998020e-04 1.665650555255872021e-05 6.613283585418176273e-07
2.900000000000000147e-02 7.938703760928077280e+00 -2.500000000000000000e-01 2.445165353761750149e-01 2.458386360697284723e-01 1.291436507732949461e-04 1.567570766783959565e-05 6.510915955992115459e-07
2.999999999999999889e-02 8.212452166477321569e+00 -2.500000000000000000e-01 2.448278512946631957e-01 2.461510868155275256e-01 1.349827579669177625e-04 1.473260995406508399e-05 6.073191358467871491e-07
3.099999999999999978e-02 8.486200572026564970e+00 -2.500000000000000000e-01 2.451377710898864914e-01 2.464621349672490858e-01 1.398559690635153136e-04 1.388855508299560486e-05 5.822640670533899789e-07
3.200000000000000067e-02 8.759948977575810147e+00 -2.500000000000000000e-01 2.454164560203889733e-01 2.467418333854258239e-01 1.290059336597485428e-04 1.314520658751525291e-05 5.403132340569669667e-07
3.300000000000000155e-02 9.033697383125053548e+00 -2.500000000000000000e-01 2.456964754896419911e-01 2.470228700302876945e-01 1.397997117794135609e-04 1.236455353976298047e-05 5.174789424441050644e-07
3.400000000000000244e-02 9.307445788674298726e+00 -2.500000000000000000e-01 2.459657269959427683e-01 2.472930985732527676e-01 1.303134894345381832e-04 1.176822696397770887e-05 5.102561827087315103e-07
3.500000000000000333e-02 9.581194194223542127e+00 -2.500000000000000000e-01 2.462319556025346357e-01 2.475602921979345727e-01 1.341711299890621439e-04 1.109744776269212341e-05 4.765296209027773410e-07
3.599999999999999728e-02 9.854942599772783751e+00 -2.500000000000000000e-01 2.464851228396204574e-01 2.478143761737628403e-01 1.327388872636472397e-04 1.051750346796485827e-05 4.391346798743762508e-07
3.699999999999999817e-02 1.012869100532203070e+01 -2.500000000000000000e-01 2.467385685862878708e-01 2.480687387382724263e-01 1.350493076441158986e-04 9.939976330215612258e-06 4.369027451899684792e-07
3.799999999999999906e-02 1.040243941087127411e+01 -2.500000000000000000e-01 2.469806764593336090e-01 2.483117215639626396e-01 1.318309549351493371e-04 9.482540183139596135e-06 4.140702733740879047e-07
3.899999999999999994e-02 1.067618781642051751e+01 -2.500000000000000000e-01 2.471966563804773587e-01 2.485284812837453838e-01 1.391787075488641720e-04 9.014058835043076370e-06 3.902702239195716593e-07
4.000000000000000083e-02 1.094993622196976091e+01 -2.500000000000000000e-01 2.474260273378329211e-01 2.487586796898838826e-01 1.285735534073898097e-04 8.554274764557860059e-06 3.366919855437153525e-07
5.000000000000000104e-03 1.368742027746220113e+00 0.000000000000000000e+00 2.269226589678215444e-01 2.281783616326006070e-01 1.520275814558890522e-04 2.768330408512370360e-04 1.006698562158943388e-05
6.000000000000000125e-03 1.642490433295464181e+00 0.000000000000000000e+00 2.300136091412045281e-01 2.312812989033946887e-01 1.502656788084189108e-04 2.052058073028924755e-04 7.918181123148552723e-06
7.000000000000000146e-03 1.916238838844708470e+00 0.000000000000000000e+00 2.323353078595972177e-01 2.336119111833458162e-01 1.419502779445829660e-04 1.594134808298901316e-04 5.839776494271033648e-06
8.000000000000000167e-03 2.189987244393952537e+00 0.000000000000000000e+00 2.341758269860732544e-01 2.354594414412471137e-01 1.468171450242620633e-04 1.285778338311782296e-04 4.949129192265691142e-06
8.999999999999999320e-03 2.463735649943195938e+00 0.000000000000000000e+00 2.357176994654616164e-01 2.370071499493242861e-01 1.467108602297523224e-04 1.061802561857226769e-04 3.853879070481733212e-06
1.000000000000000021e-02 2.737484055492440227e+00 0.000000000000000000e+00 2.369988241940260976e-01 2.382930977864906319e-01 1.463239770253060249e-04 8.983449785917975243e-05 3.543845262163509048e-06
1.099999999999999936e-02 3.011232461041684072e+00 0.000000000000000000e+00 2.381186355197273397e-01 2.394171055940901016e-01 1.493894914898195078e-04 7.738548946697312923e-05 3.045154506167267845e-06
1.200000000000000025e-02 3.284980866590928361e+00 0.000000000000000000e+00 2.391091875202934203e-01 2.404113546760584530e-01 1.447835550231501059e-04 6.735619007083161567e-05 2.741832287935610643e-06
1.299999999999999940e-02 3.558729272140172206e+00 0.000000000000000000e+00 2.399780457945522860e-01 2.412834442290344994e-01 1.374064449132176148e-04 5.967217149826991121e-05 2.454039556657439922e-06
1.400000000000000029e-02 3.832477677689416939e+00 0.000000000000000000e+00 2.407800075398304485e-01 2.420883788146829807e-01 1.429189308408228135e-04 5.283829371442426708e-05 2.044314967193813247e-06
1.499999999999999944e-02 4.106226083238660785e+00 0.000000000000000000e+00 2.415157519886899640e-01 2.428268425368101113e-01 1.353543950757513483e-04 4.741059232709285973e-05 1.949288052209403890e-06
1.600000000000000033e-02 4.379974488787905074e+00 0.000000000000000000e+00 2.421977087922962957e-01 2.435113128499298840e-01 1.396062786081604592e-04 4.285838516503094782e-05 1.768563053984846915e-06
1.700000000000000122e-02 4.653722894337149363e+00 0.000000000000000000e+00 2.427986071287817071e-01 2.441144204365576775e-01 1.233390634217299507e-04 3.904365889298990432e-05 1.413963337870905749e-06
1.799999999999999864e-02 4.927471299886391876e+00 0.000000000000000000e+00 2.433570142979807061e-01 2.446748759199595391e-01 1.419471707637642822e-04 3.581975754944844776e-05 1.482210395567190929e-06
1.899999999999999953e-02 5.201219705435637053e+00 0.000000000000000000e+00 2.439050027742658278e-01 2.452248701690678268e-01 1.436928285625739446e-04 3.277797191676817124e-05 1.370547571875950153e-06
2.000000000000000042e-02 5.474968110984880454e+00 0.000000000000000000e+00 2.444189077377037500e-01 2.457406522590857290e-01 1.312258479047565571e-04 3.009021991413233317e-05 1.182321639201652000e-06
2.019999999999999921e-02 5.529717792094730022e+00 0.000000000000000000e+00 2.445238106689725521e-01 2.458459378960909381e-01 1.307147060726587644e-04 2.954079063142835699e-05 1.181323108757465557e-06
2.040000000000000147e-02 5.584467473204578702e+00 0.000000000000000000e+00 2.446142050859927419e-01 2.459366619542717458e-01 1.344898798273213561e-04 2.916638646066998567e-05 1.218146158236781891e-06
2.060000000000000026e-02 5.639217154314427383e+00 0.000000000000000000e+00 2.446918062617695344e-01 2.460145460136116125e-01 1.430750826760744773e-04 2.881331507188938549e-05 1.146350654110878394e-06
2.079999999999999905e-02 5.693966835424275175e+00 0.000000000000000000e+00 2.448010265139423103e-01 2.461241643062247464e-01 1.345479842232329951e-04 2.826081601249809917e-05 1.119086171533384830e-06
2.100000000000000130e-02 5.748716516534125631e+00 0.000000000000000000e+00 2.448996269263867820e-01 2.462231238900038921e-01 1.365712898769072179e-04 2.789058733857639730e-05 1.139502715598349641e-06
2.120000000000000009e-02 5.803466197643973423e+00 0.000000000000000000e+00 2.449874222022206394e-01 2.463112388541132403e-01 1.411984516945064092e-04 2.745334542903771219e-05 1.093146193268825095e-06
2.139999999999999888e-02 5.858215878753822103e+00 0.000000000000000000e+00 2.450609696468696030e-01 2.463850540262419730e-01 1.425413001141564160e-04 2.718659968371335897e-05 1.129258433601484682e-06
2.160000000000000114e-02 5.912965559863671672e+00 0.000000000000000000e+00 2.451598752729779451e-01 2.464843195944988741e-01 1.298478938971037362e-04 2.665654721951797669e-05 1.014980444622455948e-06
2.179999999999999993e-02 5.967715240973520352e+00 0.000000000000000000e+00 2.452576706689235941e-01 2.465824707025056628e-01 1.437528007680585263e-04 2.633483368209046295e-05 1.076092616114261419e-06
2.199999999999999872e-02 6.022464922083368144e+00 0.000000000000000000e+00 2.453566788409629884e-01 2.466818388945760110e-01 1.391806620638972821e-04 2.583190411655731725e-05 1.080323702194259023e-06
2.220000000000000098e-02 6.077214603193218601e+00 0.000000000000000000e+00 2.454496573061015763e-01 2.467751553252495733e-01 1.350878732718134123e-04 2.539020465871232271e-05 9.993016856744878684e-07
2.239999999999999977e-02 6.131964284303066393e+00 0.000000000000000000e+00 2.455108124763810962e-01 2.468365326997411513e-01 1.424164266778023562e-04 2.509105336933494979e-05 1.039632944335174363e-06
2.259999999999999856e-02 6.186713965412915073e+00 0.000000000000000000e+00 2.456107976729297315e-01 2.469368810915529011e-01 1.443057680422460485e-04 2.470583241997966118e-05 1.005951791551952837e-06
2.280000000000000082e-02 6.241463646522764641e+00 0.000000000000000000e+00 2.456847070808140521e-01 2.470110588987427525e-01 1.375613494562690365e-04 2.435722739146055750e-05 9.819241245809705001e-07
2.299999999999999961e-02 6.296213327632613321e+00 0.000000000000000000e+00 2.457748902594051876e-01 2.471015694447347144e-01 1.409197805835992335e-04 2.394882646255134794e-05 9.964484541701851278e-07
2.319999999999999840e-02 6.350963008742461113e+00 0.000000000000000000e+00 2.458509270954796488e-01 2.471778822210816962e-01 1.360378343645228787e-04 2.360058434065941449e-05 9.785098952866901940e-07
2.340000000000000066e-02 6.405712689852311570e+00 0.000000000000000000e+00 2.459369931709950441e-01 2.472642605146789796e-01 1.398582426881831093e-04 2.336410857492025601e-05 9.390154626592766625e-07
2.359999999999999945e-02 6.460462370962159362e+00 0.000000000000000000e+00 2.460155651742620408e-01 2.473431174710034319e-01 1.363323464443584121e-04 2.303257747973125251e-05 9.383374817641269418e-07
2.380000000000000171e-02 6.515212052072008930e+00 0.000000000000000000e+00 2.461103777728986808e-01 2.474382737913005392e-01 1.383096235017312902e-04 2.266210345115884426e-05 8.803480100010193505e-07
2.400000000000000050e-02 6.569961733181856722e+00 0.000000000000000000e+00 2.461787690242670246e-01 2.475069128870698854e-01 1.458372510360778367e-04 2.237725642053864765e-05 8.851666172618146429e-07
2.500000000000000139e-02 6.843710138731101900e+00 0.000000000000000000e+00 2.465711897984311507e-01 2.479007545604777762e-01 1.413201120634494036e-04 2.093709651352994891e-05 8.579804872928733183e-07
2.599999999999999881e-02 7.117458544280344412e+00 0.000000000000000000e+00 2.469187095097171158e-01 2.482495307496816461e-01 1.341025647595298434e-04 1.959832838645416583e-05 8.672614258029910250e-07
2.699999999999999969e-02 7.391206949829589590e+00 0.000000000000000000e+00 2.472763320507604667e-01 2.486084444667883142e-01 1.358349764099484058e-04 1.839585326829701106e-05 7.258912414989642382e-07
2.800000000000000058e-02 7.664955355378833879e+00 0.000000000000000000e+00 2.476269849815721236e-01 2.489603616430695610e-01 1.287293961745762519e-04 1.724708819021921228e-05 6.937584882330332767e-07
2.900000000000000147e-02 7.938703760928077280e+00 0.000000000000000000e+00 2.479436261669907826e-01 2.492781428941470423e-01 1.411900439804166072e-04 1.627137830343826876e-05 6.527002122200340030e-07
2.999999999999999889e-02 8.212452166477321569e+00 0.000000000000000000e+00 2.482495568599621949e-01 2.495851737483227584e-01 1.394455572343581882e-04 1.535633717797626086e-05 6.050714820163013942e-07
3.099999999999999978e-02 8.486200572026564970e+00 0.000000000000000000e+00 2.485555433313315354e-01 2.498922592284446853e-01 1.417885693497231614e-04 1.443771129710104390e-05 6.085068085410713082e-07
3.200000000000000067e-02 8.759948977575810147e+00 0.000000000000000000e+00 2.488481727932806697e-01 2.501859384885627424e-01 1.329354845629382908e-04 1.362344236116105623e-05 5.686879093471516135e-07
