# BBN prediction of the primordial abundances (Helium-4 and Deuterium) as a function of
# 1)the baryon density $\Omega_b h^2$ 
# 2)the number of extra relativistic degrees of freedom $\Delta N$
# 
# If $\Delta N=0$, $N_{eff} = 3.0440$ because of QED effects and incomplete neurino decoupling (see, e.g., arXiv:2001.04466).
#
# Computation performed with PRyMordial, see arXiv:2307.07061. 
# Latest version of the code at the GitHub repo: https://github.com/vallima/PRyMordial
# Details on the ab-initio computation of neutron freeze out implemented in PRyMordial can be found in arXiv:1801.08023.
# Thermonuclear rates adopted comprise the most recent measurement from LUNA and mainly rely on the NACRE II compilation.
#
# Neutron Decay rate $\tau_n$ follows what recommended in the Particle Data Group 2023.
# CMB temperature is 2.7255 K (without taking into account a possible uncertainty).
#
# He4 is given either as $Y^BBN_P = 4 Y_{He4}$ where $Y_{He4}$ is the ratio of He-4 number density to baryons number density.
# He4 is also provided as $Y_P = Y_{He4} * m_ {He4} /[Y_{He4} m_{He4} + (1 - 4*Y_{He4}) m_H1]$ 
# where $m_{He4}=4.0026032541$ and $m_{H1}=1.00782503223$ are atomic masses. 
#
# Deuterium is given as the ratio of its number density to the H1 number density and noted $D/H$.
# 
# eta10 is $10^10 eta_0$ where $eta_0$ is the density ratio between baryons and photons at the end of BBN, and does not include
# any extra production of He4 by stars after BBN. 
#
# Errors are computed with a Monte Carlo approach where both nuclear rates and neutron life time uncertainties are accounted for.
# For more details, see the Jupiter notebook: https://github.com/vallima/PRyMordial/blob/main/PRyMdemoSM.ipynb
# 
#         ombh2                   eta10                     DeltaN                    Yp                      Yp^BBN                  sig(Yp^BBN)              D/H                      sig(D/H)  
2.299999999999999961e-02 6.296213327632613321e+00 1.500000000000000000e+00 2.640532067821919626e-01 2.654438267977301535e-01 1.374766069904675557e-04 2.897562214359155721e-05 1.050625150962621936e-06
2.319999999999999840e-02 6.350963008742461113e+00 1.500000000000000000e+00 2.641386082983041006e-01 2.655295158050250404e-01 1.357678793389988222e-04 2.850804845112831463e-05 1.090680443119696650e-06
2.340000000000000066e-02 6.405712689852311570e+00 1.500000000000000000e+00 2.642116283516972586e-01 2.656027815905638856e-01 1.320106745793016572e-04 2.813377700673859634e-05 1.115537940497061949e-06
2.359999999999999945e-02 6.460462370962159362e+00 1.500000000000000000e+00 2.643010005139606600e-01 2.656924543952838835e-01 1.351337229978793206e-04 2.780581974985341215e-05 1.062670656574840044e-06
2.380000000000000171e-02 6.515212052072008930e+00 1.500000000000000000e+00 2.643769778299451811e-01 2.657686872140435086e-01 1.325668873183798277e-04 2.747509480202814622e-05 1.107169263467682632e-06
2.400000000000000050e-02 6.569961733181856722e+00 1.500000000000000000e+00 2.644571961177294428e-01 2.658491751591688379e-01 1.388612298538959781e-04 2.697278044853880161e-05 1.125727570564539554e-06
2.500000000000000139e-02 6.843710138731101900e+00 1.500000000000000000e+00 2.648486198701320848e-01 2.662419134344824467e-01 1.385450267039456233e-04 2.524206537862647964e-05 1.003474776513198190e-06
2.599999999999999881e-02 7.117458544280344412e+00 1.500000000000000000e+00 2.652095459397618704e-01 2.666040496531860704e-01 1.399894317373202423e-04 2.368521948171411196e-05 9.842290441926518660e-07
2.699999999999999969e-02 7.391206949829589590e+00 1.500000000000000000e+00 2.655535494177230227e-01 2.669492048161520859e-01 1.327540174216023381e-04 2.222473845790403748e-05 8.730417814665194791e-07
2.800000000000000058e-02 7.664955355378833879e+00 1.500000000000000000e+00 2.658996023451780655e-01 2.672964145570547179e-01 1.349546139584583554e-04 2.095220736684660323e-05 8.804283734572927369e-07
2.900000000000000147e-02 7.938703760928077280e+00 1.500000000000000000e+00 2.662280222137515251e-01 2.676259307121210962e-01 1.325105517500926801e-04 1.968931887274196990e-05 7.397885712018687435e-07
2.999999999999999889e-02 8.212452166477321569e+00 1.500000000000000000e+00 2.665181573551238525e-01 2.679170330407764089e-01 1.375535716902132651e-04 1.865109196637795532e-05 7.600311697490170630e-07
3.099999999999999978e-02 8.486200572026564970e+00 1.500000000000000000e+00 2.668200926259160499e-01 2.682199735660094619e-01 1.355368849414258681e-04 1.759851032726778949e-05 7.094286978861885858e-07
3.200000000000000067e-02 8.759948977575810147e+00 1.500000000000000000e+00 2.671242162979846069e-01 2.685251084538681776e-01 1.341637417622409815e-04 1.658631855552428501e-05 6.681405335672110344e-07
3.300000000000000155e-02 9.033697383125053548e+00 1.500000000000000000e+00 2.673943587873883199e-01 2.687961480616665733e-01 1.306174216249583351e-04 1.581754823436481796e-05 6.402697649260411559e-07
3.400000000000000244e-02 9.307445788674298726e+00 1.500000000000000000e+00 2.676649446433783108e-01 2.690676314467967400e-01 1.329878166710359651e-04 1.494543852083310863e-05 6.319384495451224177e-07
3.500000000000000333e-02 9.581194194223542127e+00 1.500000000000000000e+00 2.679289959497605511e-01 2.693325575836982289e-01 1.403842461112549274e-04 1.416097507391439422e-05 6.124050197511738577e-07
3.599999999999999728e-02 9.854942599772783751e+00 1.500000000000000000e+00 2.681805448508756129e-01 2.695849389916212813e-01 1.323953958277530841e-04 1.349356194312585425e-05 5.387073503218946554e-07
3.699999999999999817e-02 1.012869100532203070e+01 1.500000000000000000e+00 2.684222356674133003e-01 2.698274288093273077e-01 1.372195541419700242e-04 1.283722013702046705e-05 5.312633756635903016e-07
3.799999999999999906e-02 1.040243941087127411e+01 1.500000000000000000e+00 2.686524423502325010e-01 2.700583957685913084e-01 1.311839951366494022e-04 1.222398339402660180e-05 5.079317215927660630e-07
3.899999999999999994e-02 1.067618781642051751e+01 1.500000000000000000e+00 2.688822537859789641e-01 2.702889654009549281e-01 1.332892738263189369e-04 1.164749930805897160e-05 5.037266992219445638e-07
4.000000000000000083e-02 1.094993622196976091e+01 1.500000000000000000e+00 2.691025382900585905e-01 2.705099759464663078e-01 1.413547470155538006e-04 1.113962304744479256e-05 4.756231212873621334e-07
5.000000000000000104e-03 1.368742027746220113e+00 2.000000000000000000e+00 2.496901808451522653e-01 2.510309602492963865e-01 1.590507479665395250e-04 3.634866966565598553e-04 1.288870279574892877e-05
6.000000000000000125e-03 1.642490433295464181e+00 2.000000000000000000e+00 2.530662453774383813e-01 2.544190063036404492e-01 1.603162646728040197e-04 2.687431957639991936e-04 1.021272726671547611e-05
7.000000000000000146e-03 1.916238838844708470e+00 2.000000000000000000e+00 2.555925905366544515e-01 2.569542102829221464e-01 1.562985811661372958e-04 2.070134965291106654e-04 7.784683063570044972e-06
8.000000000000000167e-03 2.189987244393952537e+00 2.000000000000000000e+00 2.575590060178249985e-01 2.589274576929134764e-01 1.577108468201247708e-04 1.655763347760568535e-04 6.502124205524373956e-06
8.999999999999999320e-03 2.463735649943195938e+00 2.000000000000000000e+00 2.591729734197881774e-01 2.605469910404100697e-01 1.468907236885602478e-04 1.361139988243660062e-04 5.046956611012043504e-06
1.000000000000000021e-02 2.737484055492440227e+00 2.000000000000000000e+00 2.605188507847014945e-01 2.618974812063548097e-01 1.375623117657109125e-04 1.147155207638360543e-04 3.957594996954374972e-06
1.099999999999999936e-02 3.011232461041684072e+00 2.000000000000000000e+00 2.616820186904257883e-01 2.630646147140567326e-01 1.454893821859934943e-04 9.838674266212067362e-05 3.912609792408496436e-06
1.200000000000000025e-02 3.284980866590928361e+00 2.000000000000000000e+00 2.626897451709815923e-01 2.640757611429145335e-01 1.505933742146216107e-04 8.584914729315682195e-05 3.212074305565865431e-06
1.299999999999999940e-02 3.558729272140172206e+00 2.000000000000000000e+00 2.635965437913800891e-01 2.649856247376747298e-01 1.489071516695709074e-04 7.539269241983490130e-05 2.899644493818131848e-06
1.400000000000000029e-02 3.832477677689416939e+00 2.000000000000000000e+00 2.643978001755191154e-01 2.657895795628864577e-01 1.346730245657508037e-04 6.726821203152773211e-05 2.472757568994188074e-06
1.499999999999999944e-02 4.106226083238660785e+00 2.000000000000000000e+00 2.651392894774240450e-01 2.665335577751122842e-01 1.394368747394244472e-04 6.021335706601771832e-05 2.311148395938476606e-06
1.600000000000000033e-02 4.379974488787905074e+00 2.000000000000000000e+00 2.658239122486780737e-01 2.672204715674501574e-01 1.431201789896179933e-04 5.423924459724121779e-05 2.088173977434378524e-06
1.700000000000000122e-02 4.653722894337149363e+00 2.000000000000000000e+00 2.664609602595554572e-01 2.678596453519633269e-01 1.455638616896805758e-04 4.919827715647529995e-05 1.937766133918844157e-06
1.799999999999999864e-02 4.927471299886391876e+00 2.000000000000000000e+00 2.670268614426873355e-01 2.684274300090794263e-01 1.483114525524111915e-04 4.512949700761313953e-05 1.882894288868317441e-06
1.899999999999999953e-02 5.201219705435637053e+00 2.000000000000000000e+00 2.675703795730182688e-01 2.689727528062988426e-01 1.417637363850592579e-04 4.137778351766764395e-05 1.630543312703565774e-06
2.000000000000000042e-02 5.474968110984880454e+00 2.000000000000000000e+00 2.680882549190279351e-01 2.694923437224277518e-01 1.390806863483939752e-04 3.821389819534183504e-05 1.555283571960102288e-06
2.019999999999999921e-02 5.529717792094730022e+00 2.000000000000000000e+00 2.681806510227485174e-01 2.695850454887874226e-01 1.454581710673256176e-04 3.763093146901571977e-05 1.440628843531217707e-06
2.040000000000000147e-02 5.584467473204578702e+00 2.000000000000000000e+00 2.682714933449614758e-01 2.696761882439022706e-01 1.369025172377434380e-04 3.710925304297886377e-05 1.441190365495147671e-06
2.060000000000000026e-02 5.639217154314427383e+00 2.000000000000000000e+00 2.683668775294651976e-01 2.697718877356293787e-01 1.373442129544587189e-04 3.644675511643414673e-05 1.396129516214133092e-06
2.079999999999999905e-02 5.693966835424275175e+00 2.000000000000000000e+00 2.684579402774141532e-01 2.698632513918232112e-01 1.335813779227762650e-04 3.585955746047863371e-05 1.369518432910696076e-06
2.100000000000000130e-02 5.748716516534125631e+00 2.000000000000000000e+00 2.685481221329700241e-01 2.699537311223821900e-01 1.324578406336009465e-04 3.537725069652014002e-05 1.400335076146645898e-06
2.120000000000000009e-02 5.803466197643973423e+00 2.000000000000000000e+00 2.686377086630273858e-01 2.700436134409123223e-01 1.337223958482511689e-04 3.486125852165844366e-05 1.435903671228259460e-06
2.139999999999999888e-02 5.858215878753822103e+00 2.000000000000000000e+00 2.687331393313543981e-01 2.701393590510480225e-01 1.428926820601837363e-04 3.436622629555469215e-05 1.382923396206106709e-06
2.160000000000000114e-02 5.912965559863671672e+00 2.000000000000000000e+00 2.688189184137588783e-01 2.702254211365268666e-01 1.384487993842145300e-04 3.389080374685330928e-05 1.414253097045015314e-06
2.179999999999999993e-02 5.967715240973520352e+00 2.000000000000000000e+00 2.689210039625316018e-01 2.703278433309591611e-01 1.422187288836161960e-04 3.322711911890024864e-05 1.314843676952161099e-06
2.199999999999999872e-02 6.022464922083368144e+00 2.000000000000000000e+00 2.690044963695778502e-01 2.704116109780573263e-01 1.352840690379816585e-04 3.272288195983069794e-05 1.199776567095547383e-06
2.220000000000000098e-02 6.077214603193218601e+00 2.000000000000000000e+00 2.690843076608736562e-01 2.704916852786530268e-01 1.294252673249765421e-04 3.237010829123708537e-05 1.176544752731379285e-06
2.239999999999999977e-02 6.131964284303066393e+00 2.000000000000000000e+00 2.691758485474825546e-01 2.705835276878416629e-01 1.373135420929747484e-04 3.187846055381547775e-05 1.321839662155151106e-06
2.259999999999999856e-02 6.186713965412915073e+00 2.000000000000000000e+00 2.692563465715735460e-01 2.706642907842380930e-01 1.323414385143899057e-04 3.141152422244851227e-05 1.198587449289406328e-06
2.280000000000000082e-02 6.241463646522764641e+00 2.000000000000000000e+00 2.693484787395785673e-01 2.707567262019048848e-01 1.363277428764957490e-04 3.095486302858405802e-05 1.258000892262139249e-06
2.299999999999999961e-02 6.296213327632613321e+00 2.000000000000000000e+00 2.694368404885796320e-01 2.708453786694136056e-01 1.432402107324947586e-04 3.048497907041006392e-05 1.243105677869300127e-06
2.319999999999999840e-02 6.350963008742461113e+00 2.000000000000000000e+00 2.695143014829811667e-01 2.709230944526832552e-01 1.356969100257402123e-04 3.022899547402529670e-05 1.278413528687983728e-06
2.340000000000000066e-02 6.405712689852311570e+00 2.000000000000000000e+00 2.696022181451580568e-01 2.710113001727813553e-01 1.361489688653548589e-04 2.959116727267152220e-05 1.128130969508869494e-06
2.359999999999999945e-02 6.460462370962159362e+00 2.000000000000000000e+00 2.696837760798397321e-01 2.710931261692482441e-01 1.314833321792447784e-04 2.922317380626767856e-05 1.105821708408035716e-06
2.380000000000000171e-02 6.515212052072008930e+00 2.000000000000000000e+00 2.697566231364089684e-01 2.711662125624516584e-01 1.345575517508525187e-04 2.898026323450401552e-05 1.145764915112975771e-06
2.400000000000000050e-02 6.569961733181856722e+00 2.000000000000000000e+00 2.698363647161780010e-01 2.712462160406075018e-01 1.391725704868423518e-04 2.838278231625007396e-05 1.133470478785701712e-06
2.500000000000000139e-02 6.843710138731101900e+00 2.000000000000000000e+00 2.702109442110060544e-01 2.716220246009555250e-01 1.397394030474299019e-04 2.669564500263382737e-05 1.047243419909095436e-06
2.599999999999999881e-02 7.117458544280344412e+00 2.000000000000000000e+00 2.705845462516477951e-01 2.719968504929202724e-01 1.404298487503570178e-04 2.497575254776629772e-05 1.037004875877325370e-06
2.699999999999999969e-02 7.391206949829589590e+00 2.000000000000000000e+00 2.709342277586285763e-01 2.723476756944121502e-01 1.317351573114847597e-04 2.347297775695842770e-05 9.396534771210943579e-07
2.800000000000000058e-02 7.664955355378833879e+00 2.000000000000000000e+00 2.712844848105121498e-01 2.726990765402594330e-01 1.349216400430222759e-04 2.201493759775531095e-05 8.827445168763490211e-07
2.900000000000000147e-02 7.938703760928077280e+00 2.000000000000000000e+00 2.715883020432019457e-01 2.730038844928669439e-01 1.346888663818308018e-04 2.082310455233471285e-05 8.911309472840170893e-07
2.999999999999999889e-02 8.212452166477321569e+00 2.000000000000000000e+00 2.719000543331229203e-01 2.733166520036320879e-01 1.328162086862096807e-04 1.968488722210566546e-05 7.699297587869183657e-07
3.099999999999999978e-02 8.486200572026564970e+00 2.000000000000000000e+00 2.721838014469209477e-01 2.736013219273980002e-01 1.305730624687517002e-04 1.867425978056981545e-05 7.418618294281997893e-07
3.200000000000000067e-02 8.759948977575810147e+00 2.000000000000000000e+00 2.724770665676525816e-01 2.738955395863081899e-01 1.344688176129086655e-04 1.764713100757979355e-05 6.881680773829573198e-07
3.300000000000000155e-02 9.033697383125053548e+00 2.000000000000000000e+00 2.727555330706313286e-01 2.741749094258001396e-01 1.340328228560710619e-04 1.667754243653649053e-05 6.962834103330471811e-07
3.400000000000000244e-02 9.307445788674298726e+00 2.000000000000000000e+00 2.730238004288023101e-01 2.744440459934189835e-01 1.274064448101806790e-04 1.586182010902619736e-05 6.658877602818987221e-07
3.500000000000000333e-02 9.581194194223542127e+00 2.000000000000000000e+00 2.732944081619904098e-01 2.747155294476721354e-01 1.339033881391359798e-04 1.503390299034225913e-05 6.377934095309852350e-07
3.599999999999999728e-02 9.854942599772783751e+00 2.000000000000000000e+00 2.735353068108339891e-01 2.749572068057994367e-01 1.315891280960041171e-04 1.432503407931759725e-05 5.901362060512932619e-07
3.699999999999999817e-02 1.012869100532203070e+01 2.000000000000000000e+00 2.737643508099227851e-01 2.751869904065056827e-01 1.370363201931108429e-04 1.363296663508586452e-05 5.606770470315260868e-07
3.799999999999999906e-02 1.040243941087127411e+01 2.000000000000000000e+00 2.740130099862367330e-01 2.754364516864558077e-01 1.347640732329248234e-04 1.296791694470876034e-05 5.485013183563863974e-07
3.899999999999999994e-02 1.067618781642051751e+01 2.000000000000000000e+00 2.742331073906301153e-01 2.756572583212235084e-01 1.329831016956852766e-04 1.237470793609325014e-05 5.029847458787795587e-07
4.000000000000000083e-02 1.094993622196976091e+01 2.000000000000000000e+00 2.744653130061199819e-01 2.758902114223708568e-01 1.351030959864873374e-04 1.178282762923086162e-05 5.006451835599906565e-07
5.000000000000000104e-03 1.368742027746220113e+00 2.500000000000000000e+00 2.545310988594788881e-01 2.558890075563747257e-01 1.647408552689326325e-04 3.873765774021794943e-04 1.473846201098356327e-05
6.000000000000000125e-03 1.642490433295464181e+00 2.500000000000000000e+00 2.580182627743299317e-01 2.593883020669571215e-01 1.493827645041434092e-04 2.845778152789230357e-04 1.058694894625226897e-05
7.000000000000000146e-03 1.916238838844708470e+00 2.500000000000000000e+00 2.605735457553570167e-01 2.619523630551157667e-01 1.521751041201834214e-04 2.196727844240909701e-04 7.828606129321217334e-06
8.000000000000000167e-03 2.189987244393952537e+00 2.500000000000000000e+00 2.625792816657199769e-01 2.639649234758800755e-01 1.455368358850965289e-04 1.748031206874880929e-04 6.194115240426951118e-06
8.999999999999999320e-03 2.463735649943195938e+00 2.500000000000000000e+00 2.642011331542737929e-01 2.655922510506084633e-01 1.466570283142633302e-04 1.438856381629590906e-04 5.397641244060982882e-06
1.000000000000000021e-02 2.737484055492440227e+00 2.500000000000000000e+00 2.655575515672897735e-01 2.669532203214513566e-01 1.490963706903113020e-04 1.213756845052697494e-04 4.656633314398537425e-06
1.099999999999999936e-02 3.011232461041684072e+00 2.500000000000000000e+00 2.667178473741254607e-01 2.681173880373185492e-01 1.418434430607906963e-04 1.037935660487622117e-04 3.956895538778148717e-06
1.200000000000000025e-02 3.284980866590928361e+00 2.500000000000000000e+00 2.677552061505317216e-01 2.691581920991891752e-01 1.423780321120534926e-04 9.008765871262382782e-05 3.322724114463606528e-06
1.299999999999999940e-02 3.558729272140172206e+00 2.500000000000000000e+00 2.686569444148779739e-01 2.700629126784058753e-01 1.391989760964970776e-04 7.943639334749742634e-05 3.132650940777168828e-06
1.400000000000000029e-02 3.832477677689416939e+00 2.500000000000000000e+00 2.694776029875130541e-01 2.708862752476956515e-01 1.440684813403556117e-04 7.061734560823862026e-05 2.718395876679072625e-06
1.499999999999999944e-02 4.106226083238660785e+00 2.500000000000000000e+00 2.702283119555070057e-01 2.716394492820541906e-01 1.404443207959449693e-04 6.322208128828350337e-05 2.586897621636593868e-06
1.600000000000000033e-02 4.379974488787905074e+00 2.500000000000000000e+00 2.708977117050442862e-01 2.723110402879215242e-01 1.341749226285036056e-04 5.728179872881714518e-05 2.213559203538280330e-06
1.700000000000000122e-02 4.653722894337149363e+00 2.500000000000000000e+00 2.715303056707860652e-01 2.729456990756596868e-01 1.477990605822445693e-04 5.196295878077135090e-05 2.111804610329383841e-06
1.799999999999999864e-02 4.927471299886391876e+00 2.500000000000000000e+00 2.721216792779984628e-01 2.735389978037754410e-01 1.404423862784698036e-04 4.739004928810403971e-05 1.880734920887271340e-06
1.899999999999999953e-02 5.201219705435637053e+00 2.500000000000000000e+00 2.726377749732321054e-01 2.740567694573337043e-01 1.359746334721759697e-04 4.370482145874036534e-05 1.679047772007549401e-06
2.000000000000000042e-02 5.474968110984880454e+00 2.500000000000000000e+00 2.731621122873124641e-01 2.745828055353191632e-01 1.519636842320547720e-04 4.014832798534016334e-05 1.652754763532608592e-06
2.019999999999999921e-02 5.529717792094730022e+00 2.500000000000000000e+00 2.732591587978016046e-01 2.746801660699039749e-01 1.339711165571591154e-04 3.946762980234177527e-05 1.495655426498778545e-06
2.040000000000000147e-02 5.584467473204578702e+00 2.500000000000000000e+00 2.733358668701574845e-01 2.747571222262510382e-01 1.360960318898959086e-04 3.903199579045177114e-05 1.557023579197741497e-06
2.060000000000000026e-02 5.639217154314427383e+00 2.500000000000000000e+00 2.734520397665043401e-01 2.748736706814262631e-01 1.386146257895129669e-04 3.836192701336286966e-05 1.546416770470938655e-06
2.079999999999999905e-02 5.693966835424275175e+00 2.500000000000000000e+00 2.735351426151442777e-01 2.749570420715630736e-01 1.358191618604446117e-04 3.768918169826600246e-05 1.447620168890797673e-06
2.100000000000000130e-02 5.748716516534125631e+00 2.500000000000000000e+00 2.736248242349950677e-01 2.750470133606293111e-01 1.428693995199163127e-04 3.716692990563594918e-05 1.545244690740030403e-06
2.120000000000000009e-02 5.803466197643973423e+00 2.500000000000000000e+00 2.737177488087770838e-01 2.751402379794656849e-01 1.386483612820988331e-04 3.669184306221824024e-05 1.407875609581314302e-06
2.139999999999999888e-02 5.858215878753822103e+00 2.500000000000000000e+00 2.738248353312666694e-01 2.752476701155838756e-01 1.363832606217204517e-04 3.597869006131466279e-05 1.420867035527378577e-06
2.160000000000000114e-02 5.912965559863671672e+00 2.500000000000000000e+00 2.738966454429270225e-01 2.753197118798051957e-01 1.433634380342912963e-04 3.563813423617396138e-05 1.406930754134105216e-06
2.179999999999999993e-02 5.967715240973520352e+00 2.500000000000000000e+00 2.739874208977590708e-01 2.754107800838948572e-01 1.410701122979022626e-04 3.511495534875763908e-05 1.350879241040557244e-06
2.199999999999999872e-02 6.022464922083368144e+00 2.500000000000000000e+00 2.740808394000618931e-01 2.755044997134989959e-01 1.494798154080203439e-04 3.452759290551678706e-05 1.419834974138481383e-06
2.220000000000000098e-02 6.077214603193218601e+00 2.500000000000000000e+00 2.741537270992592812e-01 2.755776223250631096e-01 1.304814759594329445e-04 3.401247338184414619e-05 1.295374521404112775e-06
2.239999999999999977e-02 6.131964284303066393e+00 2.500000000000000000e+00 2.742452316535282653e-01 2.756694216161161282e-01 1.412640457665128072e-04 3.358596602251416992e-05 1.347056277594991611e-06
2.259999999999999856e-02 6.186713965412915073e+00 2.500000000000000000e+00 2.743284741528584925e-01 2.757529321695678104e-01 1.336753536688001752e-04 3.305601361357270195e-05 1.292488706918560452e-06
2.280000000000000082e-02 6.241463646522764641e+00 2.500000000000000000e+00 2.744166205041471129e-01 2.758413622371465590e-01 1.361746676199186322e-04 3.248883994859129610e-05 1.231343869138573286e-06
2.299999999999999961e-02 6.296213327632613321e+00 2.500000000000000000e+00 2.744873961521033245e-01 2.759123656075707087e-01 1.391951652692055997e-04 3.225027197567890779e-05 1.356787806088796684e-06
2.319999999999999840e-02 6.350963008742461113e+00 2.500000000000000000e+00 2.745791089741894675e-01 2.760043734265640869e-01 1.351936417172609859e-04 3.162586760162474904e-05 1.268068098595301619e-06
2.340000000000000066e-02 6.405712689852311570e+00 2.500000000000000000e+00 2.746596122296880993e-01 2.760851355130078399e-01 1.370861428204879614e-04 3.131743431120745261e-05 1.257111814116085946e-06
2.359999999999999945e-02 6.460462370962159362e+00 2.500000000000000000e+00 2.747483055759522008e-01 2.761741139160389102e-01 1.385941989512186399e-04 3.084130518213882888e-05 1.245597627688478707e-06
2.380000000000000171e-02 6.515212052072008930e+00 2.500000000000000000e+00 2.748169379090548703e-01 2.762429667485352680e-01 1.420345648691093620e-04 3.052481557743752261e-05 1.221945649450021616e-06
2.400000000000000050e-02 6.569961733181856722e+00 2.500000000000000000e+00 2.749051710935833115e-01 2.763314833344605037e-01 1.319951386533958250e-04 3.003380088670087609e-05 1.200317391472977324e-06
2.500000000000000139e-02 6.843710138731101900e+00 2.500000000000000000e+00 2.752900318479756803e-01 2.767175788392501334e-01 1.392708003687985398e-04 2.803670268589799459e-05 1.162270885966581720e-06
2.599999999999999881e-02 7.117458544280344412e+00 2.500000000000000000e+00 2.756574546534102943e-01 2.770861784908884573e-01 1.326936861400263045e-04 2.626717983411985279e-05 1.067413043381803199e-06
2.699999999999999969e-02 7.391206949829589590e+00 2.500000000000000000e+00 2.760016307148708270e-01 2.774314551734586853e-01 1.307329205448016759e-04 2.474417299527620110e-05 9.799230703440615755e-07
2.800000000000000058e-02 7.664955355378833879e+00 2.500000000000000000e+00 2.763342675982444763e-01 2.777651541599502338e-01 1.295941317968237188e-04 2.336893338798633776e-05 9.167139982704180262e-07
2.900000000000000147e-02 7.938703760928077280e+00 2.500000000000000000e+00 2.766582965148877138e-01 2.780902161493680191e-01 1.378979548113347582e-04 2.197159410993478171e-05 9.177900188669981761e-07
2.999999999999999889e-02 8.212452166477321569e+00 2.500000000000000000e+00 2.769771840577641142e-01 2.784101189134621790e-01 1.397706957460562247e-04 2.075123653002693374e-05 7.962339919041377399e-07
3.099999999999999978e-02 8.486200572026564970e+00 2.500000000000000000e+00 2.772587455102105136e-01 2.786925755610818456e-01 1.310500970970602511e-04 1.970425615911680951e-05 8.002095543588183106e-07
3.200000000000000067e-02 8.759948977575810147e+00 2.500000000000000000e+00 2.775500743590784691e-01 2.789848294399712159e-01 1.332367863515193911e-04 1.863044922913478679e-05 7.481926268682037167e-07
3.300000000000000155e-02 9.033697383125053548e+00 2.500000000000000000e+00 2.778161131566813102e-01 2.792517118932978937e-01 1.396550419601689857e-04 1.767595325513032130e-05 7.451691866277258537e-07
3.400000000000000244e-02 9.307445788674298726e+00 2.500000000000000000e+00 2.780960988652491084e-01 2.795325844213020772e-01 1.293219816702890340e-04 1.674250920381372405e-05 6.959799604121174513e-07
3.500000000000000333e-02 9.581194194223542127e+00 2.500000000000000000e+00 2.783444449792898401e-01 2.797817161815684406e-01 1.289901517665499803e-04 1.596033219095825979e-05 6.678424384682283580e-07
3.599999999999999728e-02 9.854942599772783751e+00 2.500000000000000000e+00 2.785972622842780577e-01 2.800353323520040627e-01 1.370877599774856842e-04 1.518960334070417243e-05 6.068657260225478464e-07
3.699999999999999817e-02 1.012869100532203070e+01 2.500000000000000000e+00 2.788270377992998483e-01 2.802658331335861619e-01 1.412451145231409912e-04 1.442333042418451329e-05 6.004370340841144838e-07
3.799999999999999906e-02 1.040243941087127411e+01 2.500000000000000000e+00 2.790748758335546142e-01 2.805144526163220187e-01 1.362527042128034501e-04 1.374527404970944231e-05 5.827975212508264252e-07
3.899999999999999994e-02 1.067618781642051751e+01 2.500000000000000000e+00 2.792999441139759620e-01 2.807402297921352541e-01 1.286924003650132984e-04 1.313417586402198567e-05 5.241365096516745083e-07
4.000000000000000083e-02 1.094993622196976091e+01 2.500000000000000000e+00 2.795342552785568535e-01 2.809752781755144313e-01 1.294235248760707588e-04 1.248074216920730514e-05 5.183496079562896458e-07
5.000000000000000104e-03 1.368742027746220113e+00 3.000000000000000000e+00 2.591343035747435408e-01 2.605081882230084744e-01 1.703637433264035847e-04 4.100755042151637956e-04 1.447923370909315625e-05
6.000000000000000125e-03 1.642490433295464181e+00 3.000000000000000000e+00 2.626986961269182630e-01 2.640847423850817832e-01 1.620825768750589228e-04 3.000757389402338338e-04 1.151684968051836067e-05
7.000000000000000146e-03 1.916238838844708470e+00 3.000000000000000000e+00 2.653106493297804902e-01 2.667054916838614287e-01 1.469881070768842748e-04 2.308946289438474307e-04 8.767468652023709000e-06
8.000000000000000167e-03 2.189987244393952537e+00 3.000000000000000000e+00 2.673075464868581719e-01 2.687090475486780816e-01 1.473630055518433733e-04 1.850836172013989062e-04 6.840089074371140955e-06
8.999999999999999320e-03 2.463735649943195938e+00 3.000000000000000000e+00 2.689625241953443324e-01 2.703695004362451360e-01 1.462558839048238473e-04 1.519077706208156757e-04 5.389816062845701067e-06
1.000000000000000021e-02 2.737484055492440227e+00 3.000000000000000000e+00 2.703342030992446632e-01 2.717456874706337677e-01 1.465505521379062621e-04 1.279910051400197997e-04 4.914364826732076181e-06
1.099999999999999936e-02 3.011232461041684072e+00 3.000000000000000000e+00 2.715110195070138399e-01 2.729263500649700691e-01 1.379277110169800842e-04 1.093800182689879524e-04 4.235356305555622623e-06
1.200000000000000025e-02 3.284980866590928361e+00 3.000000000000000000e+00 2.725484135243700368e-01 2.739671180948594076e-01 1.351463023031513125e-04 9.489105162273795487e-05 3.511583462387952856e-06
1.299999999999999940e-02 3.558729272140172206e+00 3.000000000000000000e+00 2.734578392907730526e-01 2.748794889259360552e-01 1.499751950425367002e-04 8.339289458065117793e-05 3.259843111609620949e-06
1.400000000000000029e-02 3.832477677689416939e+00 3.000000000000000000e+00 2.742799107139237691e-01 2.757042123604491746e-01 1.382832473321518336e-04 7.420080947915180065e-05 2.886932906214725377e-06
1.499999999999999944e-02 4.106226083238660785e+00 3.000000000000000000e+00 2.750289364519610813e-01 2.764556460018253170e-01 1.343289041405950127e-04 6.640681025478745961e-05 2.728214224277383298e-06
